rank,index,type,%bugs,%effort,F1,y=0.9,y=0.3,
1,5,3-1,0.14285714285714285,0.9090909090909091,0.24598930481283424,0.9,0.3,
2,9,4-1,0.16666666666666666,0.8787878787878788,0.2837066315327184,0.9,0.3,
3,13,5-1,0.21428571428571427,0.8484848484848485,0.3474663908996897,0.9,0.3,
4,17,6-1,0.2608695652173913,0.8181818181818181,0.3862173419159409,0.9,0.3,
5,21,7-1,0.30434782608695654,0.791044776119403,0.43701799485861187,0.9,0.3,
6,25,8-1,0.3333333333333333,0.7730496453900709,0.45555555555555555,0.9,0.3,
7,29,9-1,0.35294117647058826,0.7482517482517482,0.4791666666666667,0.9,0.3,
8,1,10-1,0.4117647058823529,0.7202797202797202,0.5175097276264591,0.9,0.3,
9,7,3-3,0.9166666666666666,0.43137254901960786,0.4142011834319526,0.9,0.3,
10,6,3-2,0.9285714285714286,0.4461538461538461,0.4989907145740815,0.9,0.3,
11,15,5-3,0.9347826086956522,0.32885906040268453,0.390715667311412,0.9,0.3,
12,10,4-2,0.9411764705882353,0.41666666666666663,0.4639629200463499,0.9,0.3,
13,11,4-3,0.9473684210526315,0.3513513513513513,0.40476190476190466,0.9,0.3,
14,14,5-2,0.9534883720930233,0.32258064516129037,0.4313725490196078,0.9,0.3,
15,4,10-4,0.9565217391304348,0.03448275862068961,0.0666666666666666,0.9,0.3,
16,18,6-2,0.9615384615384616,0.2545454545454545,0.3886812600106781,0.9,0.3,
17,19,6-3,0.9642857142857143,0.22352941176470587,0.33398395142051607,0.9,0.3,
18,12,4-4,0.9736842105263158,0.2195121951219512,0.3446475195822455,0.9,0.3,
19,22,7-2,0.9767441860465116,0.21678321678321677,0.33082706766917286,0.9,0.3,
20,32,9-4,0.9782608695652174,0.04424778761061943,0.08474576271186433,0.9,0.3,
21,3,10-3,0.9787234042553191,0.07308377896613194,0.1360763355052835,0.9,0.3,
22,26,8-2,0.9787234042553191,0.2056737588652482,0.33333333333333326,0.9,0.3,
23,16,5-4,0.9811320754716981,0.14893617021276595,0.2553191489361702,0.9,0.3,
24,2,10-2,1.0,0.16666666666666663,0.2783505154639176,0.9,0.3,
25,8,3-4,1.0,0.3004807692307693,0.38834951456310685,0.9,0.3,
26,20,6-4,1.0,0.12068965517241381,0.20481927710843364,0.9,0.3,
27,23,7-3,1.0,0.16756756756756752,0.2870370370370369,0.9,0.3,
28,24,7-4,1.0,0.09144542772861353,0.16700777732296365,0.9,0.3,
29,27,8-3,1.0,0.1504424778761062,0.2607069384701702,0.9,0.3,
30,28,8-4,1.0,0.05882352941176472,0.11072664359861593,0.9,0.3,
31,30,9-2,1.0,0.17766497461928932,0.3017241379310345,0.9,0.3,
32,31,9-3,1.0,0.11111111111111116,0.20000000000000007,0.9,0.3,
