rank,index,type,%bugs,%effort,F1,y=0.9,y=0.3,
1,5,3-1,0.782608695652174,0.5605095541401274,0.41106719367588934,0.9,0.3,
2,13,5-1,0.875,0.5038167938931297,0.529839883551674,0.9,0.3,
3,17,6-1,0.8846153846153846,0.4516129032258065,0.5149754135002236,0.9,0.3,
4,9,4-1,0.8888888888888888,0.5151515151515151,0.4794520547945206,0.9,0.3,
5,21,7-1,0.9090909090909091,0.4122137404580153,0.48376259798432253,0.9,0.3,
6,1,10-1,0.9347826086956522,0.38053097345132747,0.48381877022653713,0.9,0.3,
7,25,8-1,0.9347826086956522,0.36633663366336633,0.48325358851674644,0.9,0.3,
8,29,9-1,0.9347826086956522,0.3959731543624161,0.48325358851674644,0.9,0.3,
9,10,4-2,0.9523809523809523,0.3548387096774194,0.4586466165413534,0.9,0.3,
10,6,3-2,0.9565217391304348,0.3557046979865772,0.47058823529411764,0.9,0.3,
11,15,5-3,0.9565217391304348,0.23076923076923073,0.37133550488599343,0.9,0.3,
12,4,10-4,0.96,0.032258064516129004,0.062499999999999944,0.9,0.3,
13,7,3-3,0.9629629629629629,0.3313253012048193,0.45833333333333326,0.9,0.3,
14,11,4-3,0.9736842105263158,0.28648648648648645,0.40476190476190466,0.9,0.3,
15,32,9-4,0.9782608695652174,0.03883495145631066,0.07455197132616484,0.9,0.3,
16,3,10-3,0.9855072463768116,0.055118110236220486,0.10447761194029855,0.9,0.3,
17,2,10-2,1.0,0.09090909090909094,0.16666666666666674,0.9,0.3,
18,8,3-4,1.0,0.23783783783783785,0.37073170731707317,0.9,0.3,
19,12,4-4,1.0,0.14093959731543626,0.24705882352941183,0.9,0.3,
20,14,5-2,1.0,0.23913043478260865,0.3720930232558139,0.9,0.3,
21,16,5-4,1.0,0.11255411255411252,0.2023346303501945,0.9,0.3,
22,18,6-2,1.0,0.2195121951219512,0.33398395142051607,0.9,0.3,
23,19,6-3,1.0,0.13580246913580252,0.23913043478260876,0.9,0.3,
24,20,6-4,1.0,0.07692307692307687,0.14207650273224035,0.9,0.3,
25,22,7-2,1.0,0.15339233038348088,0.26347305389221554,0.9,0.3,
26,23,7-3,1.0,0.12121212121212122,0.21621621621621626,0.9,0.3,
27,24,7-4,1.0,0.06666666666666665,0.12380952380952379,0.9,0.3,
28,26,8-2,1.0,0.14893617021276595,0.25925925925925924,0.9,0.3,
29,27,8-3,1.0,0.10659898477157359,0.19266055045871558,0.9,0.3,
30,28,8-4,1.0,0.04950495049504955,0.09433962264150951,0.9,0.3,
31,30,9-2,1.0,0.11111111111111116,0.20000000000000007,0.9,0.3,
32,31,9-3,1.0,0.08860759493670889,0.16279069767441864,0.9,0.3,
