rank,index,type,%bugs,%effort,F1,y=0.9,y=0.3,
1,21,3,0.42857142857142855,0.8725490196078431,0.3307369682444578,0.9,0.3,
2,28,5,0.4375,0.8765432098765432,0.39664218258132217,0.9,0.3,
3,29,6,0.5333333333333333,0.831275720164609,0.4311146752205293,0.9,0.3,
4,30,7,0.5454545454545454,0.8173076923076923,0.45655314757481946,0.9,0.3,
5,27,4,0.55,0.8291139240506329,0.40634238108035475,0.9,0.3,
6,32,9,0.5789473684210527,0.8291139240506329,0.4494618009976371,0.9,0.3,
7,31,8,0.5882352941176471,0.8083832335329342,0.4588804422944023,0.9,0.3,
8,1,10,0.6,0.8103448275862069,0.5021851410409217,0.9,0.3,
9,2,11,0.625,0.7967914438502673,0.5312710154673841,0.9,0.3,
10,3,12,0.6666666666666666,0.7411764705882353,0.5681688533941814,0.9,0.3,
11,4,13,0.7142857142857143,0.7209302325581395,0.5681688533941814,0.9,0.3,
12,5,14,0.72,0.6982758620689655,0.5681688533941814,0.9,0.3,
13,9,18,0.8,0.6823529411764706,0.6021964612568639,0.9,0.3,
14,6,15,0.8125,0.6761904761904762,0.5450589301903899,0.9,0.3,
15,10,19,0.8333333333333334,0.6491228070175439,0.6000000000000001,0.9,0.3,
16,7,16,0.84,0.6747967479674797,0.5835095137420719,0.9,0.3,
17,8,17,0.84,0.6747967479674797,0.5841348274949263,0.9,0.3,
18,11,20,0.8431372549019608,0.5948275862068966,0.5912773320748781,0.9,0.3,
19,12,21,0.8888888888888888,0.5948275862068966,0.5803091284201982,0.9,0.3,
20,14,23,0.9019607843137255,0.5759493670886076,0.5945945945945946,0.9,0.3,
21,17,26,0.9259259259259259,0.5096153846153846,0.6078418275332309,0.9,0.3,
22,13,22,0.9285714285714286,0.5759493670886076,0.5803091284201982,0.9,0.3,
23,16,25,0.9285714285714286,0.5196078431372548,0.5999000166638893,0.9,0.3,
24,18,27,0.9285714285714286,0.47468354430379744,0.6000000000000001,0.9,0.3,
25,15,24,0.9411764705882353,0.5166666666666666,0.5803091284201982,0.9,0.3,
26,19,28,1.0,0.4545454545454546,0.587618735669833,0.9,0.3,
27,20,29,1.0,0.37815126050420167,0.5395279130760584,0.9,0.3,
28,22,30,1.0,0.0,0.0,0.9,0.3,
29,23,31,1.0,0.27450980392156865,0.42424242424242425,0.9,0.3,
30,24,32,1.0,0.0,0.0,0.9,0.3,
31,25,33,1.0,0.0,0.0,0.9,0.3,
32,26,34,1.0,0.0,0.0,0.9,0.3,
