rank,index,type,%bugs,%effort,F1,y=0.9,y=0.3,
1,5,3-1,0.14285714285714285,0.9090909090909091,0.24598930481283424,0.9,0.3,
2,9,4-1,0.16666666666666666,0.8787878787878788,0.2837066315327184,0.9,0.3,
3,13,5-1,0.21428571428571427,0.8484848484848485,0.3474663908996897,0.9,0.3,
4,17,6-1,0.2608695652173913,0.8181818181818181,0.3862173419159409,0.9,0.3,
5,21,7-1,0.30434782608695654,0.791044776119403,0.43701799485861187,0.9,0.3,
6,25,8-1,0.3333333333333333,0.7730496453900709,0.45555555555555555,0.9,0.3,
7,29,9-1,0.35294117647058826,0.7482517482517482,0.4791666666666667,0.9,0.3,
8,1,10-1,0.4117647058823529,0.7202797202797202,0.5175097276264591,0.9,0.3,
9,7,3-3,0.4444444444444444,0.7870967741935484,0.5344239945466939,0.9,0.3,
10,6,3-2,0.45454545454545453,0.7872340425531915,0.5487719298245614,0.9,0.3,
11,10,4-2,0.5098039215686274,0.7647058823529411,0.5543710021321961,0.9,0.3,
12,11,4-3,0.5609756097560976,0.7318435754189945,0.5620075868106215,0.9,0.3,
13,15,5-3,0.6666666666666666,0.5886075949367089,0.577319587628866,0.9,0.3,
14,14,5-2,0.7,0.6195652173913043,0.6187845303867403,0.9,0.3,
15,18,6-2,0.7222222222222222,0.5909090909090908,0.5827633378932967,0.9,0.3,
16,19,6-3,0.7727272727272727,0.5609756097560976,0.5927089880578252,0.9,0.3,
17,23,7-3,0.7857142857142857,0.5095541401273885,0.5536332179930796,0.9,0.3,
18,8,3-4,0.8181818181818182,0.5371428571428571,0.5594405594405595,0.9,0.3,
19,22,7-2,0.8181818181818182,0.5172413793103448,0.5786452353616534,0.9,0.3,
20,27,8-3,0.8478260869565217,0.42342342342342343,0.5271966527196652,0.9,0.3,
21,30,9-2,0.8571428571428571,0.45038167938931295,0.557549504950495,0.9,0.3,
22,12,4-4,0.8695652173913043,0.4590163934426229,0.5598272138228942,0.9,0.3,
23,26,8-2,0.8695652173913043,0.4514285714285714,0.5608228980322004,0.9,0.3,
24,3,10-3,0.8823529411764706,0.30379746835443033,0.45054945054945056,0.9,0.3,
25,2,10-2,0.8913043478260869,0.34959349593495936,0.46761133603238864,0.9,0.3,
26,31,9-3,0.9,0.3076923076923077,0.4255319148936171,0.9,0.3,
27,16,5-4,0.9285714285714286,0.3312101910828026,0.4805194805194805,0.9,0.3,
28,20,6-4,0.9375,0.23404255319148937,0.3766233766233766,0.9,0.3,
29,4,10-4,0.9523809523809523,0.051724137931034475,0.09716599190283401,0.9,0.3,
30,32,9-4,0.9523809523809523,0.06399999999999995,0.11982026959560649,0.9,0.3,
31,24,7-4,0.96,0.07999999999999996,0.14765100671140935,0.9,0.3,
32,28,8-4,0.967741935483871,0.0714285714285714,0.13333333333333328,0.9,0.3,
