project,bugsDetected,totalBugs,percentBugsDetected,reportsSubmit,totalReports,percentReportsSubmit,percentSavedEffort,F1,E1,optimalReportsSubmit,differenceWithOptimal
213-416-bug经常直播内测版测试_1470654528.csv,51.0,51.0,1.0,406.0,416.0,0.9759615384615384,0.024038461538461564,0.04694835680751178,0.04694835680751178,204.0,202.0,
72-213-花友测试_1463737504.csv,26.0,26.0,1.0,203.0,213.0,0.9530516431924883,0.04694835680751175,0.08968609865470854,0.08968609865470854,104.0,99.0,
