2932690,3
14857283,9
14355588,5
14538221,1
14495882,2
16524115,2
2362747,2
14471438,7
9589524,2
15107218,6
13911484,1
3318425,4
15818337,2
16879147,2
8195872,3
10635683,2
8666845,1
2849269,3
15313122,92
16574846,1
13913678,2
16742460,2
6402670,1
17340820,4
5223229,1
1379306,3
3056875,1
16577900,2
16928610,2
13853055,1
17057392,2
16858688,8
2590458,340
14460791,4
13910182,2
93838,2
845255,9
3469400,7
16872961,162
16847580,111
2673732,1
1619566,15
949464,2
14430928,2
16976741,2
2612745,2
15362964,3
8654815,2
1346402,1
7018782,2
3468985,5
539524,2
14355531,41
16696064,3
3381715,11
5213894,3
15418232,3
763232,1
16623078,5
14491498,1
1203070,1
14081521,1
794827,21
4299025,2
17351919,1
2069012,4
15381229,59
9258933,17
16472811,12
1766536,1
1821075,1
3572438,12
16734882,3
16626134,1
1233708,1
16650674,2
14118972,1
15199331,9
14471897,1
5136771,3
1781349,2
16617660,42
16647037,6
4829785,2
4774900,1
1313097,30
14468238,2
15405391,7
14466056,1
12439611,4
13889431,1
764538,3
763692,11
15065700,878
1746925,2
1718481,1
14867488,499
3912413,36
11796247,4
15346447,112
14834563,16
14225003,1
17294416,1
13272024,9
767249,4
88408,1
14860843,1
1488480,1
14389752,2
1583402,3
13973795,63
15405731,1
3068009,5
4932342,1
14200616,2
16623024,51
17270460,24
13925256,2
1077214,1
14087265,1
13403010,6
15437332,7
16618925,118
11595708,13
16622183,3
11333447,2
15429718,1
14325754,2
16859941,3
5294068,1
14671513,6
16880504,4
14297993,3
14669672,2
2028945,2
16739213,21
55983,3
14076596,5
1309807,1
15809487,1
5957837,1
14241501,5
13948377,4
2118943,1
2308821,1
1800186,2
14344034,1
9263486,31
11029090,11
13913299,1
2990531,6
630947,4
1169070,2
16637641,30
2194244,4
16563362,255
5314574,10
1747404,1
1147284,12
1746555,1
14101226,30
14449547,2
4749092,3
15437387,5
14249025,20
2258835,1
2246857,1
15444902,19
1369128,2
835045,1
14264660,1
1210670,2
615384,1
1222653,1
15397285,1
2771714,4
6205265,7
5066794,8
1165965,319
16599322,117
7358634,87
13195718,2
14482110,1
1870048,1
1119624,1
2787376,265
2279759,37
14086364,2
6378030,2
3681197,1
1129881,2
1048739,3
16506283,1
14099778,1
16681322,38
1299108,2
2986008,1
1644934,5
1659182,1
786838,2
5417814,21
1456813,1
14111879,4
11002359,3
14188380,3
15206657,246
12189276,1
5481153,1
14030898,1
1725266,2
2261255,1
14981682,8
14019633,1
2013944,17
5448562,1
5024550,1
16613757,130
2093509,13
14106,1
787700,2
1740866,2
1816001,2
11100923,282
2913156,3
15378410,31
14165281,2
1191741,2
9113424,1
211775,90
864321,3
1863275,4
295817,1
16012171,4
1668003,1
770460,1
14166136,3
10113455,1
1679133,1
7089058,3
504060,111
14098373,1
14322185,1
16726352,32
16750867,1
16623512,9
1574176,1
15374034,9
2801224,1
6231169,4
10273433,7
1800951,5
2271095,1
14209480,2
1491743,5
2872823,58
772622,4
14799708,14
1011090,2
16577597,3
14349669,2
14250996,2
8689133,6
11597463,82
3693699,1
14133689,1
2922908,2
16623534,3
16682706,1
5898506,1
16736145,253
2930535,1
16296721,2
4876185,2
16392218,4
2239372,3
5982916,6
5049841,5
16577147,1
302600,1
1370086,2
16622672,2
1994718,2
15378843,24
14158959,1
14533381,4
11649722,1
2553816,2
3982710,1
1828494,5
14176378,1
770411,1
2986529,10
1626206,1
3777717,4
17338564,7
2234027,1
39475,7
16617275,2
15477478,4
2348838,1
4042861,1
7287803,712
14363126,1
16859118,5
1589612,3
1669750,1
17170179,1
9233125,24
5090911,2
16713884,1
13964068,1
14744198,6
14421200,1
15259912,2
16732152,1
16679508,5
17053080,7
16623978,2
14525329,10
15215515,24
15351336,22
214890,1
3216461,17
14826484,77
2977175,3
4484863,3
11813811,1
13877420,2
4772249,3
16560746,435
763766,1
9831681,1
1387789,2
14037473,1
16657713,3
15363329,6
1394070,8
7160185,1
2924217,1
11944232,1
17316333,2
782434,3
14108662,5
8529960,1
16848034,7
2970123,1
3304198,2
2042876,1
15448944,6
15203502,1
6783508,5
16596724,140
4286930,1
15270735,1
13915928,1
15174553,7
14873695,1
17045020,8
57270,3
360069,4
14379092,7
16627031,2
772212,26
15304100,20
2123436,17
8199,2
2934057,237
1191779,1
1293000,10
15394227,1
15200451,1
15080474,1
17391171,1
2038357,6
8041705,1
2240752,1
1077716,10
14035248,3
16650290,206
14315024,1
17105120,1
13908195,1
509713,1
17125194,8
13414951,2
90440,1
3856589,13
17196276,14
1262360,1
1366573,2
778895,10
14313822,1
443493,5
14484634,1
1062906,3
923151,2
16636073,6
55200,1
1335833,1
3353320,3
2281529,7
14555919,33
15407637,1
8581252,2
1667970,3
16860405,4
1548108,2
15477505,21
14630455,1
4608691,2
2190402,1
44538,3
2780186,3
1088297,2
14562697,1
14771869,44
995221,3
13877352,1
3468894,2
14322761,1
14243410,1
16460706,179
1723972,1
14056471,3
9098814,3
6858028,2
950762,12
14639264,4
17072474,20
14045379,5
16484711,30
1753377,1
11519082,12
3047824,1
14040912,2
803924,7
1635914,14
16500020,77
4514026,2
951619,6
6772972,6
3056766,29
1446324,1
14285259,1
1605205,2
14195477,6
1835783,2
15073440,2
17095534,2
848804,3
16675632,54
14181269,1
16734535,4
2059358,30
16902320,2
14725915,4
7517481,3
8114968,2
16597655,108
14267893,1
13788698,2
16615585,4
16711427,7
16662798,2
15280042,1
4826373,147
14206876,5
16570166,26
2272612,2
6207967,1
3858794,1
15211894,12
14381564,2
16615591,12
1020210,1
1138623,2
1562888,4
15432623,1
14426765,2
1197804,1
2351553,2
14539009,1
16835023,2
1882991,9
14470444,28
14458799,13
16593278,10
16558080,183
17143795,36
443461,1
14700671,8
2075471,2
14151412,1
9393605,310
755374,1
2089644,1
4384318,1
13962303,1
2785497,2
6827332,2
2737722,7
14800430,4
16615525,21
6494272,1
14134482,1
3003848,2
10379,2
2921600,4
1676843,2
6942591,2
15326704,1
16575414,3
1196125,1
2917115,1
14271487,6
6632811,1
15280052,1
16496782,2
1595765,16
1720065,37
187820,15
13964940,2
4850833,127
7020321,2
16739335,13
16740312,54
14210529,2
15424597,1
14286972,1
14348505,3
16727338,6
350801,4
15205163,68
1830526,2
1736891,3
2135150,10
5568506,3
4487686,1
16661890,11
16592805,1
15116937,9
16649744,4
16635582,23
1835382,3
16880444,2
771816,3
15207303,8
6149761,103
14162905,1
14601012,655
1983081,2
16623103,3
2910517,2
5070920,3
1908693,13
2849586,3
758821,1
16567867,5
1495163,2
14927138,77
14764663,51
13909853,2
8007361,2
14018599,1
16739371,1
2848240,2
4134191,1
2152512,2
16585267,72
4317949,3
765108,1
233637,1
16574149,2
5322032,2
16709972,2
14276746,2
14276748,2
3598481,1
2215226,2
17248361,2
14233270,218
8459046,5
1850066,1
661921,10
283921,2
3487628,4
11037338,3
13280843,1
2239675,10
14376974,861
14519399,106
14132681,2
16622332,1
2147581,8
14006209,9
5160035,1
2295397,15
16681542,2
3590533,1
15195321,81
14061057,1
14100603,1
8359313,16
8993718,63
14099562,1
2780615,26
16507444,1
14433506,1
12138826,17
1091925,2
17008344,2
16783003,1
16571921,5
3357223,2
1048262,2
16759381,1
14452258,87
8926093,2
1147949,1
14865310,36
15025752,9
1131124,1
13795407,482
13998312,1
