1399806,13
1509428,1
2074195,3
2548558,10
2158259,8
475868,6
1440586,1
16461108,12
361416,1
3282877,6
2285132,1
16622785,90
5216595,1
336506,1
15053395,84
16455730,1
16569621,2
13906763,3
1639857,3
15287469,124
15414415,2
381030,1
314714,1
556889,2
1091945,1
11231044,12
1744081,1
2685290,2
9742256,457
6842025,2
14294690,1
619105,1
189951,5
15449988,35
769576,2
13941483,8
14437063,2
2100056,2
14178892,1
14764705,2
648537,2
1156853,14
63205,9
14059145,1
14853378,25
14824819,2
16567470,30
2822499,4
9251736,2
1895387,1
13918254,1
14397490,1
9786285,11
1866861,8
15052078,1
14218044,1
14217190,1
3980417,1
11735789,4
6772139,1
14461170,2
16689445,57
2814888,1
1957681,2
212314,1
1904729,7
2778711,2
14540821,2
2914504,1
14321847,1
10190920,13
1632333,1
15419237,154
720700,1
16492727,6
11043195,2
1194755,2
1009996,7
1438667,1
16873781,45
17198859,6
3469357,2
14471830,128
16916915,8
14309717,2
2021602,1
14206954,1
2973722,22
16566151,1
16466417,4
14121961,1
5292646,1
14137061,6
14236705,9
14086732,1
7778278,9
16558554,7
2951947,2
1017125,1
2899366,1
16566177,5
3288199,2
5989239,4
14185167,1
16573700,4
16896885,2
4395470,1
14126389,5
17302229,4
13965481,3
1820221,6
3224575,1
15477140,16
7950625,1
481216,36
14137035,3
9316675,1
15432650,2
209198,1
1362140,1
2936783,1
1703194,1
16828778,58
7715983,1
15116103,2
16676574,8
14686795,15
14255468,2
4648739,64
13880937,1
15453584,370
372169,1
2999908,2
3101741,3
14430091,3
1732947,1
5344708,1
16566198,1
15174427,7
12457545,1
14706835,3
15422431,1
1247286,1
1843321,2
14210189,1
1717782,1
15422438,1
16617366,6
840017,1
14294610,2
2858800,6
2994687,1
15455774,2
3155115,124
17360564,1
2005577,5
13971746,1
309781,22
17297299,1
2386105,2
14267021,1
1134666,1
1623445,1
5842460,1
644570,1
3471659,2
12341890,2
13908081,3
16656930,1
1716475,1
3297956,1
15401517,146
16584849,5
14154892,2
14173132,1
15106364,2
11570290,1
1236140,1
14411788,3
14525236,2
17037746,79
2110233,1
14937829,102
12216720,2
16676531,442
2991151,1
7472919,2
4584225,1
14246,1
2050597,3
16631668,7
2329141,62
15422426,1
1282094,2
2041740,1
13993568,1
5452027,3
14150436,2
1605595,3
14342025,1
14413305,2
1289971,1
1538667,1
14263135,1
7346028,1
13984604,109
1070418,2
9448590,1
14345547,28
4450449,2
548648,1
16662469,40
1318596,54
16620625,139
12063861,1
2464995,1
13507099,4
15437163,52
16827706,3
16685571,8
779835,10
14628016,13
14398087,1
13790873,1
4354171,1
1516873,1
16617463,96
17046497,17
16675762,2
16491365,2
15320906,6
6470551,1
17059329,2
7954262,5
15085574,15
1684398,15
501590,2
14439982,62
16563524,2
19660,1
3767718,1
17265212,1
15346258,5
16753343,27
14352262,3
10967778,5
14505109,1
14266208,2
1671912,3
2416479,4
17303663,1
3052264,3
7156205,1
10587689,53
14943542,31
13909333,1
5247878,1
1740149,5
5292089,4
1205038,2
13731602,2
2351431,10
15464775,2
16949753,6
867237,1
1118921,2
4259613,1
1168372,1
2770209,1
1305240,4
820171,1
16938618,271
1210855,7
8033124,8
14329011,187
14171360,62
779468,374
14347321,1
14236383,2
10000129,4
16681150,12
14323344,1
4910335,69
2984042,4
16832691,14
14399314,1
14110395,1
1602914,2
16602347,1
14388675,3
2755040,4
2182072,18
2996022,2
14429725,1
4869107,1
935095,1
11355,1
14474773,9
211920,1
2986692,3
3173456,2
1047213,10
9245813,1
1838597,12
6287747,4
16906229,2
1035237,89
4565355,2
14402237,2
13096593,1
1711269,1
16984985,38
1165739,3
15275851,98
1811068,1
16618710,29
1024101,3
13896822,1
1133707,3
13873726,2
13871548,1
2242694,1
17199230,38
15471034,35
14717178,65
1735689,1
16555960,24
15404695,4
14177041,4
16834429,2
16625897,1
2919432,1
4409856,1
8029010,1
829858,1
15342275,184
14529152,1
1735655,3
1549757,1
12590520,7
1608652,1
17331278,5
13972277,3
305822,24
15140900,621
3688824,1
14305901,1
3724606,1
1127454,1
14207439,10
14262214,1
3897836,3
336572,1
1164840,5
15449577,3
1803001,1
1291856,3
14343379,34
10758809,5
16672613,2
42496,2
1025879,3
9011981,3
1016922,1
16738157,2
7275563,2
2231129,3
14251100,1
14778957,254
841899,1
1922436,1
5472429,1
14008734,1
17011861,2
15379525,1
1760252,1
5092490,3
13919641,1
17192118,110
15401656,170
14920030,99
14133892,1
1053506,1
4331970,5
820942,20
15379512,7
9440197,2
14878307,1
14764414,1
97980,4
1050472,45
10550764,1
2754232,1
2400531,1
1887442,39
16626842,1
16587110,1
3534716,2
2249342,2
16694891,45
17054563,2
17292096,7
14406679,1
14154336,1
1213537,10
1841240,1
1340882,7
2238236,2
1846946,1
1349220,1
16587120,1
14353934,19
3309298,14
16635790,4
1187480,2
1513807,1
14085349,8
1199453,2
2296148,1
1861279,1
14694490,1
16533794,2
14223149,4
16657524,6
16634886,243
16464560,8
759424,1
1629923,1
2092467,3
15315078,119
15412365,331
1079711,2
810719,1
14040892,9
1618805,1
16738571,1
16755099,1
16978260,9
14940938,765
16626806,4
16993422,2
16614817,292
14683377,8
14285840,1
3428786,1
15297125,4
15403892,46
14702172,5
2284132,1
8246849,1
14408434,3
4740476,1
768348,59
4772040,1
14386477,63
10134582,2
1798448,1
1757922,7
3875265,1
14389085,1
14204425,1
351303,142
16620206,374
14539706,196
15318528,2
14073319,6
16517555,4
1812748,2
1341797,5
1548074,1
16554285,22
7055,1
14818620,11
2320276,1
12068343,5
165486,1
10746346,1
16547520,14
16566274,1
222254,3
1904611,1
14293846,271
16727802,18
3301718,2
14245313,1
16578280,1
14395300,3
7572758,1
11808651,1
11631340,1
14936807,113
16806012,40
9630431,17
212469,1
16299593,4
18755,35
16815330,5
15453297,103
1401052,4
10877692,3
1997623,2
1235374,2
16559517,13
14435658,1
1781142,1
17303689,2
28563,1
12690712,1
16361330,6
2952932,1
2681645,2
753702,106
13865601,1
772466,4
1809124,1
2752413,7
1180431,3
10367972,2
851270,1
14442363,9
2846756,1
3716531,4
3841044,3
14260955,3
2025284,5
1576509,6
14151275,8
14212477,1
16988476,4
215540,3
1782022,9
9536483,2
16639281,50
1484622,1
3463911,115
14278234,1
2867640,1
11840393,9
2760016,13
2759018,1
13995803,1
9504441,28
16537307,8
5349056,2
2038122,3
12575837,2
16698424,3
968017,1
15320825,1
331785,3
1163091,1
800502,7
1857627,4
14457874,1
2927522,11
3855016,5
14264570,1
3001819,257
2311274,1
16620724,3
16593011,3
15235654,1
13080710,9
16631855,33
11963982,2
2965026,3
16629527,1
8872858,1
14037961,1
2063648,1
2843603,1
1197611,1
2613987,2
996311,27
1609823,1
14482679,1
16730356,10
16629564,17
17201968,81
14529894,51
82603,2
10314569,1
15429648,10
16634901,2
7624875,1
14818801,23
1755793,1
17013476,2
2243027,1
15280223,1
14447487,24
16626041,1
14643506,392
1962789,2
17222895,56
9176690,1
14414980,202
14082990,3
477462,12
16584588,18
1182568,2
15461367,2
14140550,1
13948202,38
1742473,1
781866,1
3695295,5
17115469,137
855338,6
2843652,6
3720748,2
3564953,2
2557765,5
14733774,19
3354852,3
16639772,86
16673689,1
5194926,1
17312244,6
6897417,3
6058696,1
4140259,2
14275274,5
14517450,4
14171220,2
13475233,3
16626464,26
6126496,1
1219760,1
838820,4
1618370,5
3320611,3
12528013,8
13991050,4
14185881,73
16998680,10
14473710,11
1722848,3
2610422,1
17335346,1
1606741,1
14859352,19
14370693,11
1031599,1
13832699,1
1633530,4
1379696,1
1424756,11
1470613,1
13843347,1
2211493,4
15443503,17
17335331,7
2091704,4
14999424,16
779589,1
2836008,2
16541417,430
2073852,2
7625354,2
6325887,187
4105835,1
16658022,3
4628474,1
745327,2
7575570,2
16626432,7
3658239,4
2315241,35
1776690,47
16626416,5
14667360,4
16801009,253
785364,1
1158085,1
1345012,1
15221875,2
1452390,1
2961033,1
3105885,134
3957901,2
1582699,4
16575683,1
14285880,4
1705948,3
16572178,1
7617716,6
15427880,3
1453255,2
3811049,1
356346,18
16635395,38
14182320,1
6964104,5
3470906,9
2847100,1
3426390,29
15473335,9
14276942,23
16577854,2
14886086,13
269825,1
14405690,1
14458146,1
2172332,2
772901,7
14088686,1
3244406,3
3907150,2
13916697,2
15318060,7
15220516,3
14190369,1
14140940,1
17041100,7
14016172,4
930556,1
14636358,2
14379406,4
857138,2
2874713,12
14043765,1
16518393,24
10711540,1
172539,2
14124473,1
2255459,12
14181415,2
16612222,31
1629895,7
301145,1
15112353,3
14858430,14
1989872,1
13799511,11
10873611,2
14281088,1
16763673,8
1557699,1
15414121,6
770708,22
211619,1
2893467,3
14179114,2
14105720,2
2125169,3
16485842,49
658185,8
9095193,5
4138790,4
17001905,388
12276649,1
13585076,838
6286101,1
1721125,1
11631802,174
14069914,4
701737,1
847350,3
2224714,8
2850786,1
2809269,2
14440014,1
1501705,6
2468216,3
1232397,25
1841342,19
7424653,1
1600101,2
2925477,1
5527461,1
14301156,504
17087384,15
16626932,4
2768742,1
1877795,1
5000489,1
17295232,1
14451152,30
13953659,1
1176255,1
16783218,33
16705754,13
1668111,9
16825099,34
795693,3
16568993,101
14279246,2
15293084,17
13840608,1
16896242,2
13921616,3
7138849,2
602923,1
70189,8
14292213,1
851370,294
14429674,17
1876444,2
16935823,98
15293098,1
16590896,4
16598377,1
16622545,1
5981935,6
14164489,2
757354,1
11586465,243
5855911,1
14525866,2
15021564,13
5088071,7
16774712,3
11668373,1
2027198,2
1997078,22
767163,5
737755,10
2960292,3
16621200,2
1613471,1
17326092,1
16738208,3
7916517,18
5002228,8
14245053,1
16942573,2
1321046,4
17310970,1
16573909,2
16634548,15
16614931,1
1234118,2
2296456,2
13870015,7
14109244,330
1646399,2
287289,32
17193333,3
15346918,3
16646508,1
14480904,22
14423920,1
2960279,24
14245070,1
198643,11
90167,2
1516364,3
16620326,1
15422630,23
7699261,2
6084565,1
14491201,1
2892516,2
10405711,1
2933013,1
6989442,124
2612133,8
2596483,4
6411778,1
5762537,4
16958553,12
14276164,2
10108370,548
14380394,1
458244,8
14478211,44
1865384,11
1866231,33
4527427,2
8374335,1
15264166,9
13358026,1
2574241,1
5823905,1
16257846,4
14445323,2
14916718,10
16528538,7
1147303,1
2235490,1
14150253,7
50975,3
14086961,1
14597989,2
16634980,2
16826358,1
1447376,1
11759531,1
2312992,3
2864060,2
15164866,1
1621487,1
1211098,2
1668577,4
1015164,2
2800896,1
1015162,1
1207834,3
13846800,2
14062970,31
7049330,2
16642560,21
760595,58
1262678,5
14611874,19
14281556,8
531756,252
999066,1
17315360,2
14249835,1
8078,1
1669886,1
16622960,4
1638700,1
16642538,16
15383487,1
14499588,8
14529852,1
1950882,1
1402456,1
1889300,6
14550888,4
1105903,1
2831136,1
14842876,1
16617144,3
15331,1
443182,5
3738444,1
15282844,20
1333890,1
1008871,2
11621694,1
16689605,16
1145553,3
175148,2
2833787,2
15051825,1
