min,first-quarter,median,third-quarter,max
0.313131313,0.333333333,0.353535354,0.353535354,0.383838384
0.411764706,0.411764706,0.411764706,0.411764706,0.411764706
0.448275862,0.448275862,0.448275862,0.448275862,0.482758621
0.46875,0.46875,0.46875,0.5,0.5
0.433962264,0.471698113,0.471698113,0.471698113,0.471698113
0.433962264,0.471698113,0.471698113,0.471698113,0.471698113
0.476190476,0.476190476,0.476190476,0.476190476,0.476190476
0.434782609,0.449275362,0.47826087,0.47826087,0.507246377
0.425925926,0.481481481,0.481481481,0.481481481,0.481481481
0.5,0.5,0.5,0.5,0.5
0.5,0.5,0.5,0.5,0.5
0.5,0.5,0.5,0.5,0.5
0.333333333,0.5,0.5,0.5,0.5
0.47826087,0.47826087,0.507246377,0.507246377,0.507246377
0.461538462,0.512820513,0.512820513,0.512820513,0.538461538
0.52173913,0.52173913,0.52173913,0.52173913,0.52173913
0.403508772,0.49122807,0.526315789,0.526315789,0.543859649
0.470588235,0.529411765,0.529411765,0.529411765,0.529411765
0.470588235,0.529411765,0.529411765,0.529411765,0.588235294
0.533333333,0.533333333,0.533333333,0.533333333,0.533333333
0.533333333,0.533333333,0.533333333,0.533333333,0.7
0.535714286,0.535714286,0.535714286,0.535714286,0.571428571
0.535714286,0.535714286,0.535714286,0.535714286,0.571428571
0.5,0.543478261,0.543478261,0.543478261,0.543478261
0.484848485,0.545454545,0.545454545,0.545454545,0.545454545
0.5,0.547619048,0.547619048,0.547619048,0.547619048
0.551724138,0.551724138,0.551724138,0.620689655,0.965517241
0.444444444,0.555555556,0.555555556,0.555555556,0.638888889
0.555555556,0.555555556,0.555555556,0.555555556,0.592592593
0.5,0.5625,0.5625,0.5625,0.625
0.5,0.5625,0.5625,0.5625,0.625
0.565217391,0.565217391,0.565217391,0.565217391,0.565217391
0.565217391,0.565217391,0.565217391,0.565217391,0.565217391
0.575,0.575,0.575,0.575,0.575
0.555555556,0.583333333,0.583333333,0.583333333,0.694444444
0.6,0.6,0.6,0.6,0.6
0.567567568,0.621621622,0.621621622,0.621621622,0.702702703
0.583333333,0.638888889,0.638888889,0.638888889,0.694444444
0.580645161,0.64516129,0.64516129,0.64516129,0.64516129
0.580645161,0.580645161,0.64516129,0.64516129,0.64516129
0.625,0.65,0.65,0.65,0.825
0.605263158,0.657894737,0.657894737,0.684210526,0.789473684
0.58974359,0.666666667,0.666666667,0.666666667,0.717948718
0.641025641,0.666666667,0.666666667,0.666666667,0.717948718
0.666666667,0.666666667,0.666666667,0.666666667,1
0.666666667,0.666666667,0.666666667,0.8,1
0.617647059,0.676470588,0.676470588,0.676470588,0.676470588
0.580645161,0.64516129,0.677419355,0.677419355,0.677419355
0.681818182,0.681818182,0.681818182,1,1
0.634146341,0.634146341,0.682926829,0.682926829,0.731707317
0.631578947,0.684210526,0.684210526,0.684210526,0.842105263
0.615384615,0.615384615,0.692307692,0.769230769,1
0.615384615,0.692307692,0.692307692,0.692307692,1
0.695652174,0.695652174,0.695652174,0.695652174,0.695652174
0.606060606,0.696969697,0.696969697,0.696969697,0.787878788
0.705882353,0.705882353,0.705882353,0.705882353,0.705882353
0.6,0.657142857,0.714285714,0.714285714,0.742857143
0.642857143,0.642857143,0.714285714,0.714285714,0.75
0.642857143,0.642857143,0.714285714,0.714285714,0.75
0.714285714,0.714285714,0.714285714,0.714285714,0.761904762
0.727272727,0.727272727,0.727272727,0.727272727,0.727272727
0.617647059,0.676470588,0.735294118,0.735294118,0.735294118
0.605263158,0.684210526,0.736842105,0.736842105,0.789473684
0.666666667,0.740740741,0.740740741,0.740740741,0.777777778
0.666666667,0.75,0.75,0.75,0.75
0.62,0.72,0.76,0.76,0.86
0.714285714,0.714285714,0.761904762,0.761904762,0.857142857
0.764705882,0.764705882,0.764705882,0.764705882,0.941176471
0.782608696,0.782608696,0.782608696,0.782608696,0.782608696
0.782608696,0.782608696,0.782608696,0.782608696,0.869565217
0.742857143,0.8,0.8,0.8,0.885714286
0.64,0.72,0.8,0.8,0.84
0.8,0.8,0.8,0.8,0.866666667
0.692307692,0.769230769,0.807692308,0.807692308,0.884615385
0.769230769,0.807692308,0.807692308,0.807692308,0.884615385
0.807692308,0.807692308,0.807692308,0.807692308,0.884615385
0.8125,0.8125,0.8125,0.8125,0.8125
0.8125,0.8125,0.8125,0.8125,0.8125
0.821428571,0.821428571,0.821428571,0.821428571,0.928571429
0.764705882,0.764705882,0.823529412,0.823529412,0.823529412
0.75,0.75,0.833333333,0.833333333,0.833333333
0.833333333,0.833333333,0.833333333,0.833333333,1
0.722222222,0.722222222,0.833333333,0.833333333,0.888888889
0.677419355,0.838709677,0.838709677,0.838709677,0.967741935
0.806451613,0.838709677,0.838709677,0.838709677,0.967741935
0.6,0.8,0.84,0.84,0.92
0.842105263,0.842105263,0.842105263,0.842105263,0.842105263
0.789473684,0.842105263,0.842105263,0.842105263,0.947368421
0.851851852,0.851851852,0.851851852,0.851851852,0.925925926
0.851851852,0.851851852,0.851851852,0.851851852,0.925925926
0.857142857,0.857142857,0.857142857,0.857142857,0.857142857
0.8,0.8,0.866666667,1,1
0.866666667,0.866666667,0.866666667,0.866666667,0.866666667
0.866666667,0.866666667,0.866666667,0.866666667,0.866666667
0.866666667,0.866666667,0.866666667,0.866666667,1
0.869565217,0.869565217,0.869565217,0.869565217,0.869565217
0.666666667,0.833333333,0.875,0.875,0.875
0.882352941,0.882352941,0.882352941,0.882352941,0.882352941
0.764705882,0.764705882,0.882352941,0.882352941,0.882352941
0.882352941,0.882352941,0.882352941,0.882352941,1
0.882352941,0.882352941,0.882352941,0.882352941,0.941176471
0.888888889,0.888888889,0.888888889,0.888888889,0.888888889
0.8,0.9,0.9,0.9,1
0.818181818,0.909090909,0.909090909,0.909090909,0.909090909
0.727272727,0.818181818,0.909090909,0.909090909,0.909090909
0.869565217,0.913043478,0.913043478,0.913043478,1
0.869565217,0.913043478,0.913043478,0.913043478,1
0.425531915,0.808510638,0.914893617,0.914893617,0.914893617
0.324324324,0.918918919,0.918918919,0.918918919,0.918918919
0.72,0.92,0.92,0.92,0.92
0.84,0.92,0.92,0.92,0.92
0.777777778,0.925925926,0.925925926,0.925925926,0.962962963
0.925925926,0.925925926,0.925925926,0.925925926,0.962962963
0.851851852,0.925925926,0.925925926,0.925925926,0.925925926
0.851851852,0.925925926,0.925925926,0.925925926,0.925925926
0.925925926,0.925925926,0.925925926,0.925925926,0.962962963
0.829268293,0.87804878,0.926829268,0.926829268,1
0.928571429,0.928571429,0.928571429,0.928571429,1
0.8125,0.8125,0.9375,0.9375,0.9375
0.941176471,0.941176471,0.941176471,0.941176471,1
0.941176471,0.941176471,0.941176471,0.941176471,1
0.789473684,0.947368421,0.947368421,0.947368421,1
0.947368421,0.947368421,0.947368421,0.947368421,0.947368421
0.857142857,0.857142857,0.952380952,0.952380952,0.952380952
0.962962963,0.962962963,0.962962963,0.962962963,0.962962963
0.962962963,0.962962963,0.962962963,0.962962963,0.962962963
0.705882353,0.882352941,0.970588235,0.970588235,1
0.511627907,0.976744186,0.976744186,0.976744186,1
1,1,1,1,1
1,1,1,1,1
0.777777778,1,1,1,1
0.941176471,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
0.695652174,1,1,1,1
1,1,1,1,1
1,1,1,1,1
