min,first-quarter,median,third-quarter,max
0.681528662,0.681528662,0.681528662,0.681528662,0.681528662
0.684466019,0.684466019,0.684466019,0.684466019,0.849514563
0.668224299,0.686915888,0.686915888,0.710280374,0.742990654
0.687782805,0.687782805,0.687782805,0.7239819,0.805429864
0.618852459,0.68852459,0.68852459,0.745901639,0.745901639
0.618852459,0.68852459,0.68852459,0.745901639,0.745901639
0.608108108,0.689189189,0.689189189,0.689189189,0.810810811
0.608108108,0.689189189,0.689189189,0.689189189,0.689189189
0.697674419,0.697674419,0.697674419,0.697674419,0.71627907
0.700361011,0.700361011,0.700361011,0.747292419,0.747292419
0,0.724637681,0.724637681,0.724637681,0.724637681
0.725490196,0.725490196,0.725490196,0.725490196,0.725490196
0,0,0.729559748,0.729559748,0.729559748
0.73255814,0.73255814,0.73255814,0.73255814,0.73255814
0.704225352,0.737089202,0.737089202,0.737089202,0.737089202
0.610738255,0.738255034,0.738255034,0.744966443,0.744966443
0,0.614130435,0.739130435,0.777173913,0.777173913
0,0.739130435,0.739130435,0.739130435,0.777173913
0.740740741,0.740740741,0.740740741,0.740740741,0.785185185
0.705445545,0.752475248,0.752475248,0.784653465,0.844059406
0.702830189,0.754716981,0.754716981,0.79245283,0.811320755
0.702830189,0.754716981,0.754716981,0.754716981,0.79245283
0.730964467,0.756345178,0.756345178,0.756345178,0.756345178
0.730964467,0.756345178,0.756345178,0.756345178,0.756345178
0.752173913,0.760869565,0.760869565,0.760869565,0.760869565
0.681818182,0.724025974,0.769480519,0.769480519,0.805194805
0.748091603,0.77480916,0.77480916,0.809160305,0.809160305
0.748091603,0.77480916,0.77480916,0.77480916,0.809160305
0.600719424,0.787769784,0.787769784,0.787769784,0.830935252
0.6,0.788,0.788,0.788,0.848
0.6,0.788,0.788,0.788,0.792
0.767527675,0.767527675,0.793357934,0.793357934,0.793357934
0.715686275,0.794117647,0.794117647,0.81372549,0.852941176
0.792387543,0.795847751,0.795847751,0.809688581,0.826989619
0.751515152,0.796969697,0.796969697,0.812121212,0.812121212
0.711934156,0.798353909,0.798353909,0.798353909,0.798353909
0.801526718,0.801526718,0.801526718,0.828244275,0.828244275
0.802120141,0.802120141,0.802120141,0.816254417,0.83745583
0.771300448,0.802690583,0.802690583,0.802690583,0.816143498
0.8057041,0.8057041,0.8057041,0.859180036,0.859180036
0.63803681,0.806748466,0.806748466,0.806748466,0.809815951
0.808823529,0.808823529,0.808823529,0.808823529,0.827205882
0.81120944,0.81120944,0.81120944,0.81120944,0.81120944
0.81120944,0.81120944,0.81120944,0.81120944,0.81120944
0.8,0.815151515,0.815151515,0.815151515,0.860606061
0.790769231,0.821538462,0.821538462,0.821538462,0.84
0.790769231,0.821538462,0.821538462,0.821538462,0.824615385
0.821576763,0.821576763,0.821576763,0.821576763,0.821576763
0.785454545,0.821818182,0.821818182,0.821818182,0.858181818
0.795138889,0.822916667,0.822916667,0.822916667,0.864583333
0.826568266,0.826568266,0.826568266,0.826568266,0.859778598
0.323340471,0.800856531,0.82869379,0.82869379,0.82869379
0.806349206,0.834920635,0.834920635,0.834920635,0.857142857
0.745762712,0.837288136,0.837288136,0.837288136,0.847457627
0.837837838,0.837837838,0.837837838,0.837837838,0.859459459
0.837962963,0.837962963,0.837962963,0.837962963,0.854166667
0.795774648,0.838028169,0.838028169,0.838028169,0.855633803
0.84272997,0.84272997,0.84272997,0.84272997,0.84272997
0.849462366,0.849462366,0.849462366,0.849462366,0.849462366
0.849462366,0.849462366,0.849462366,0.849462366,0.849462366
0.849514563,0.849514563,0.849514563,0.849514563,0.849514563
0.852760736,0.852760736,0.852760736,0.852760736,0.852760736
0.854460094,0.854460094,0.854460094,0.854460094,0.875586854
0.854460094,0.854460094,0.854460094,0.854460094,0.875586854
0.81316726,0.859430605,0.859430605,0.866548043,0.868327402
0.866242038,0.883227176,0.883227176,0.883227176,0.883227176
0.881209503,0.885529158,0.885529158,0.889848812,0.92224622
0.917293233,0.928571429,0.928571429,0.943609023,0.949874687
