1-284-∞Ÿ∂» ÷ª˙Œ¿ øπ¶ƒ‹ÃÂ—È_1463737109.csv,0.9444444444444444,0.9444444444444444,0.9444444444444444,0.9444444444444444,0.9444444444444444,0.5070422535211268,0.5211267605633803,0.5211267605633803,0.5246478873239437,0.5316901408450705,0.6598382749326145,0.6716497597437265,0.6716497597437265,0.6745672436750999,0.68036045587066,
101-120-ΩÒ»’ ±…–≤‚ ‘_1463737561.csv,1.0,1.0,1.0,1.0,1.0,0.16666666666666663,0.17500000000000004,0.17500000000000004,0.19999999999999996,0.19999999999999996,0.2857142857142857,0.29787234042553196,0.29787234042553196,0.33333333333333326,0.33333333333333326,
102-223-µœ–≈Õ®≤‚ ‘_1463737571.csv,0.8148148148148148,0.8518518518518519,0.8518518518518519,1.0,1.0,0.32735426008968604,0.3542600896860987,0.6053811659192825,0.6053811659192825,0.6860986547085202,0.4932432432432432,0.52317880794702,0.707772965580123,0.707772965580123,0.7449374792519641,
106-103-ª˘ΩÀŸ¿¿2.3≤‚ ‘_1463737575.csv,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,1.0,0.12621359223300976,0.5339805825242718,0.5339805825242718,0.5631067961165048,0.5631067961165048,0.22413793103448287,0.6580259222333001,0.6580259222333001,0.6796875,0.6796875,
107-174-”≤º˛±‡¬Î≤‚ ‘_1463737567.csv,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.48275862068965514,0.48275862068965514,0.48275862068965514,0.49425287356321834,0.49425287356321834,0.6420737786640079,0.6420737786640079,0.6420737786640079,0.6521595779756016,0.6521595779756016,
108-272-”≈”≈ÀÕ“©≤‚ ‘_1463737584.csv,0.6764705882352942,0.6764705882352942,0.6764705882352942,0.9705882352941176,0.9705882352941176,0.2647058823529411,0.2720588235294118,0.6176470588235294,0.6176470588235294,0.6397058823529411,0.41596638655462176,0.42499129829446575,0.6457219251336899,0.6457219251336899,0.6575747617482748,
11-117-π„∏Ê‘∆Õ∆ÀÕµ˜—–≤‚ ‘_1463737325.csv,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4444444444444444,0.6581196581196581,0.7692307692307692,0.7948717948717949,0.7948717948717949,0.8205128205128205,0.46511627906976744,0.46511627906976744,0.4696969696969697,0.4696969696969697,0.5305770887166235,
111-241-µœ–≈Õ®≤‚ ‘∂˛_1463737590.csv,0.9,0.9,0.9,0.9,0.9,0.41908713692946054,0.43568464730290457,0.43983402489626555,0.43983402489626555,0.43983402489626555,0.5718779490405788,0.5871388630009319,0.590895013936203,0.590895013936203,0.590895013936203,
112-119-ÀºŒ¨ºÚÕº≤‚ ‘_1463737602.csv,1.0,1.0,1.0,1.0,1.0,0.15966386554621848,0.16806722689075626,0.16806722689075626,0.19327731092436973,0.19327731092436973,0.2753623188405797,0.28776978417266186,0.28776978417266186,0.32394366197183094,0.32394366197183094,
113-177-Hark≤‚ ‘_1463737599.csv,0.6666666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.3220338983050848,0.3220338983050848,0.3389830508474576,0.3389830508474576,0.6440677966101696,0.4766248574686432,0.4766248574686432,0.4949381327334083,0.4949381327334083,0.6551724137931035,
114-119-æ©∂´Œ¢¡™≤‚ ‘_1463737617.csv,0.6470588235294118,0.6470588235294118,0.6470588235294118,0.6470588235294118,0.6470588235294118,0.5798319327731092,0.5966386554621849,0.5966386554621849,0.6218487394957983,0.6470588235294117,0.6116035455278,0.6208267090620032,0.6208267090620032,0.634203350214258,0.6470588235294118,
115-157-ÃÏÃÏ∫Ï∞¸≤‚ ‘_1463737606.csv,0.4117647058823529,0.4117647058823529,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.4267515923566879,0.4267515923566879,0.445859872611465,0.7961783439490446,0.7961783439490446,0.542803970223325,0.542803970223325,0.5752718946765883,0.5752718946765883,0.6090100111234705,
119-337-º±æ»øÏÕ®≤‚ ‘_1463737643.csv,0.7857142857142857,0.7857142857142857,0.7857142857142857,0.7857142857142857,0.9047619047619048,0.43620178041543023,0.5964391691394659,0.5964391691394659,0.599406528189911,0.6053412462908012,0.5886195995785036,0.6781168532433676,0.6781168532433676,0.6800306044376436,0.6838336126771294,
122-138-π∫ŒÔøÒ≤‚ ‘_1463737645.csv,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.49275362318840576,0.536231884057971,0.536231884057971,0.5434782608695652,0.5434782608695652,0.634032634032634,0.6689265536723162,0.6689265536723162,0.6745362563237773,0.6745362563237773,
