1-284-∞Ÿ∂» ÷ª˙Œ¿ øπ¶ƒ‹ÃÂ—È_1463737109.csv,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.8028169014084507,0.8028169014084507,0.8028169014084507,0.8028169014084507,0.8169014084507042,0.548604427333975,0.548604427333975,0.548604427333975,0.548604427333975,0.5518553758325404,
101-120-ΩÒ»’ ±…–≤‚ ‘_1463737561.csv,0.8235294117647058,0.8235294117647058,0.8235294117647058,0.8235294117647058,0.8823529411764706,0.5,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.6382978723404256,0.6473988439306358,0.6473988439306358,0.6473988439306358,0.6473988439306358,
102-223-µœ–≈Õ®≤‚ ‘_1463737571.csv,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.7488789237668161,0.7488789237668161,0.7488789237668161,0.7488789237668161,0.7488789237668161,0.7053854276663146,0.7053854276663146,0.7053854276663146,0.7053854276663146,0.7053854276663146,
106-103-ª˘ΩÀŸ¿¿2.3≤‚ ‘_1463737575.csv,0.7857142857142857,0.7857142857142857,0.7857142857142857,0.7857142857142857,1.0,0.3398058252427184,0.4563106796116505,0.4563106796116505,0.4563106796116505,0.4563106796116505,0.5072463768115942,0.5773310999441652,0.5773310999441652,0.5773310999441652,0.5773310999441652,
107-174-”≤º˛±‡¬Î≤‚ ‘_1463737567.csv,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.625,0.6781609195402298,0.6781609195402298,0.6781609195402298,0.6781609195402298,0.7011494252873562,0.6271829916476841,0.6271829916476841,0.6271829916476841,0.6271829916476841,0.6608884073672806,
108-272-”≈”≈ÀÕ“©≤‚ ‘_1463737584.csv,0.35294117647058826,0.38235294117647056,0.38235294117647056,0.38235294117647056,0.4117647058823529,0.75,0.7941176470588236,0.7941176470588236,0.7941176470588236,0.8088235294117647,0.4914370811615786,0.5161764705882352,0.5161764705882352,0.5161764705882352,0.5316455696202532,
11-117-π„∏Ê‘∆Õ∆ÀÕµ˜—–≤‚ ‘_1463737325.csv,0.4444444444444444,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.41880341880341876,0.5213675213675213,0.5213675213675213,0.5213675213675213,0.5213675213675213,0.4312431243124312,0.5379188712522045,0.5379188712522045,0.5379188712522045,0.5379188712522045,
111-241-µœ–≈Õ®≤‚ ‘∂˛_1463737590.csv,0.3333333333333333,0.4666666666666667,0.4666666666666667,0.4666666666666667,0.5,0.7178423236514523,0.7676348547717842,0.7676348547717842,0.7676348547717842,0.7842323651452282,0.46782178217821774,0.5804571940833707,0.5804571940833707,0.5804571940833707,0.5894378194207835,
112-119-ÀºŒ¨ºÚÕº≤‚ ‘_1463737602.csv,0.625,0.625,0.625,0.625,0.6875,0.4285714285714286,0.5294117647058824,0.5294117647058824,0.5294117647058824,0.5630252100840336,0.528,0.5732484076433121,0.5732484076433121,0.5732484076433121,0.5923961096374889,
113-177-Hark≤‚ ‘_1463737599.csv,0.4166666666666667,0.5,0.5,0.5,0.5,0.615819209039548,0.6836158192090396,0.6836158192090396,0.6836158192090396,0.7062146892655368,0.4970360237118103,0.5775656324582339,0.5775656324582339,0.5775656324582339,0.585480093676815,
