min,first-quarter,median,third-quarter,max
0.00990099,0.01980198,0.01980198,0.04950495,0.04950495
0.008849558,0.008849558,0.026548673,0.044247788,0.044247788
0.032258065,0.032258065,0.032258065,0.139784946,0.139784946
0.017857143,0.035714286,0.035714286,0.071428571,0.071428571
0.024096386,0.024096386,0.036144578,0.036144578,0.036144578
0.029126214,0.038834951,0.038834951,0.067961165,0.067961165
0.033557047,0.033557047,0.060402685,0.463087248,0.483221477
0.051724138,0.068965517,0.068965517,0.103448276,0.103448276
0.034482759,0.034482759,0.068965517,0.068965517,0.068965517
0.037037037,0.037037037,0.074074074,0.083333333,0.083333333
0.060402685,0.087248322,0.087248322,0.093959732,0.10738255
0.090909091,0.090909091,0.102272727,0.113636364,0.113636364
0.104477612,0.126865672,0.126865672,0.164179104,0.164179104
0.104477612,0.126865672,0.126865672,0.164179104,0.164179104
0.145,0.145,0.15,0.16,0.16
0.150943396,0.150943396,0.150943396,0.547169811,0.547169811
0.040983607,0.040983607,0.155737705,0.213114754,0.254098361
0.158878505,0.158878505,0.158878505,0.177570093,0.177570093
0.137724551,0.137724551,0.161676647,0.185628743,0.497005988
0.159663866,0.168067227,0.168067227,0.193277311,0.193277311
0.166666667,0.175,0.175,0.2,0.2
0.147727273,0.181818182,0.181818182,0.181818182,0.181818182
0.14893617,0.170212766,0.187943262,0.205673759,0.205673759
0.189189189,0.189189189,0.189189189,0.783783784,0.783783784
0.18699187,0.195121951,0.195121951,0.219512195,0.219512195
0.193548387,0.201612903,0.201612903,0.225806452,0.225806452
0.2,0.208,0.208,0.232,0.232
0.117647059,0.117647059,0.215686275,0.215686275,0.450980392
0.117647059,0.117647059,0.215686275,0.215686275,0.450980392
0.066666667,0.22,0.22,0.253333333,0.44
0.230769231,0.230769231,0.230769231,0.247863248,0.247863248
0.238095238,0.238095238,0.238095238,0.571428571,0.571428571
0.224137931,0.224137931,0.24137931,0.24137931,0.275862069
0.224137931,0.224137931,0.24137931,0.24137931,0.275862069
0.248120301,0.255639098,0.255639098,0.278195489,0.278195489
0.236641221,0.244274809,0.255725191,0.267175573,0.267175573
0.235294118,0.258823529,0.258823529,0.388235294,0.388235294
0.235294118,0.258823529,0.258823529,0.388235294,0.423529412
0.240506329,0.259493671,0.259493671,0.291139241,0.291139241
0.256880734,0.256880734,0.266055046,0.266055046,0.266055046
0.00990099,0.287128713,0.287128713,0.287128713,0.287128713
0.291338583,0.291338583,0.291338583,0.307086614,0.307086614
0.035087719,0.052631579,0.298245614,0.298245614,0.298245614
0.051094891,0.277372263,0.299270073,0.299270073,0.591240876
0.051094891,0.277372263,0.299270073,0.299270073,0.299270073
0.304347826,0.304347826,0.304347826,0.686956522,0.686956522
0.187817259,0.30964467,0.30964467,0.314720812,0.85786802
0.187817259,0.30964467,0.314720812,0.314720812,0.85786802
0.307692308,0.307692308,0.316239316,0.316239316,0.316239316
0.310344828,0.317241379,0.317241379,0.337931034,0.337931034
0.044692737,0.044692737,0.329608939,0.329608939,0.329608939
0.32885906,0.33557047,0.33557047,0.355704698,0.483221477
0.287128713,0.287128713,0.336633663,0.366336634,0.376237624
0.108280255,0.140127389,0.337579618,0.337579618,0.375796178
0.322033898,0.322033898,0.338983051,0.338983051,0.644067797
0.336065574,0.336065574,0.344262295,0.344262295,0.344262295
0.282758621,0.282758621,0.348275862,0.348275862,0.710344828
0.177664975,0.177664975,0.350253807,0.350253807,0.360406091
0.27027027,0.27027027,0.351351351,0.351351351,0.369369369
0.357142857,0.357142857,0.357142857,0.365079365,0.365079365
0.347826087,0.364130435,0.364130435,0.391304348,0.391304348
0.306930693,0.366336634,0.366336634,0.376237624,0.376237624
0.351351351,0.367567568,0.367567568,0.394594595,0.394594595
0.351351351,0.351351351,0.369369369,0.423423423,0.423423423
0.291338583,0.291338583,0.37007874,0.37007874,0.724409449
0.147286822,0.372093023,0.372093023,0.627906977,0.674418605
0.346405229,0.37254902,0.37254902,0.382352941,0.725490196
0.373913043,0.373913043,0.373913043,0.373913043,0.391304348
0.361702128,0.361702128,0.375886525,0.375886525,0.404255319
0.307692308,0.376923077,0.376923077,0.384615385,0.384615385
0.347826087,0.364130435,0.377717391,0.391304348,0.391304348
0.32038835,0.378640777,0.378640777,0.563106796,0.563106796
0.32038835,0.378640777,0.378640777,0.563106796,0.563106796
0.32038835,0.378640777,0.378640777,0.388349515,0.388349515
0.35483871,0.361290323,0.380645161,0.380645161,0.412903226
0.361111111,0.361111111,0.382716049,0.382716049,0.814814815
0.307692308,0.307692308,0.384615385,0.384615385,0.401709402
