,1,2,3,4,5,6,7,8,
1,0,0.000,0.041785101509130444,0.000,0.000,0.000,0.000,0.000,
2, , ,0.000,0.000,0.000,0.000,0.000,0.000,
3, , , ,0.002552944942794317,0.000,0.000,0.000,0.000,
4, , , , ,0.000,0.000,0.000,0.000,
5, , , , , ,0.000,0.6057602282002434,0.000,
6, , , , , , ,0.000,0.000,
7, , , , , , , ,0.000,
8, , , , , , , , ,
