 ,  ,number
10,10,0.9859154929577465
10,10,0.9166666666666666
10,10,0.9865470852017937
10,10,0.970873786407767
10,10,0.9770114942528736
10,10,0.9926470588235294
10,10,0.9401709401709402
10,10,0.995850622406639
10,10,0.9243697478991597
10,10,0.96045197740113
10,10,0.9243697478991597
10,10,0.9554140127388535
10,10,0.9792284866468842
10,10,0.9420289855072463
10,10,0.9565217391304348
10,10,0.9815950920245399
10,10,0.9401709401709402
10,10,0.996309963099631
10,10,0.9565217391304348
10,10,0.9558823529411765
10,10,0.9929078014184397
10,10,0.995475113122172
10,10,0.9876543209876543
10,10,0.9767441860465116
10,10,0.9826589595375722
10,10,0.9230769230769231
10,10,0.9448818897637795
10,10,0.967741935483871
10,10,0.9920634920634921
10,10,0.9917355371900827
10,10,0.9818181818181818
10,10,0.9939759036144579
10,10,0.967741935483871
10,10,0.9937888198757764
10,10,0.9712230215827338
10,10,0.9493670886075949
10,10,0.9629629629629629
10,10,0.9951456310679612
10,10,0.9444444444444444
10,10,0.9815950920245399
10,10,0.9859154929577465
10,10,0.967741935483871
10,10,0.9395973154362416
10,10,0.9655172413793104
10,10,0.9696969696969697
10,10,0.9580838323353293
10,10,0.9401709401709402
10,10,0.996309963099631
10,10,0.967741935483871
10,10,0.9493670886075949
10,10,0.9688581314878892
10,10,0.9722222222222222
10,10,0.9696969696969697
10,10,0.9883720930232558
10,10,0.9649122807017544
10,10,0.8832807570977917
10,10,0.9923664122137404
10,10,0.9477124183006536
10,10,0.9830508474576272
10,10,0.9978768577494692
10,10,0.9790209790209791
10,10,0.8796296296296297
10,10,0.9935205183585313
10,10,0.9900990099009901
10,10,0.990990990990991
10,10,0.9405940594059405
10,10,0.7692307692307693
10,10,0.9734513274336283
10,10,0.9734513274336283
10,10,0.9893992932862191
10,10,0.9722222222222222
10,10,0.970873786407767
10,10,0.970873786407767
10,10,0.7769423558897243
10,10,0.9868421052631579
10,10,0.3291139240506329
10,10,0.9859154929577465
10,10,0.9859154929577465
10,10,0.9846153846153847
10,10,0.9846153846153847
10,10,0.9836065573770492
10,10,0.9836065573770492
10,10,0.967741935483871
10,10,0.967741935483871
10,10,0.9714285714285714
10,10,0.9714285714285714
10,10,0.8556149732620321
10,10,0.99644128113879
10,10,0.9848484848484849
10,10,0.9848484848484849
10,10,0.96
10,10,0.96
10,10,0.990990990990991
10,10,0.990990990990991
10,10,0.975609756097561
10,10,0.975609756097561
10,10,0.9946236559139785
10,10,0.9946236559139785
10,10,0.9774436090225563
10,10,0.9774436090225563
10,10,0.9743589743589743
10,10,0.9644670050761421
10,10,0.9905660377358491
10,10,0.9905660377358491
10,10,0.979381443298969
10,10,0.979381443298969
10,10,0.958904109589041
10,10,0.9395973154362416
10,10,0.9961685823754789
10,10,0.9961685823754789
10,10,0.9923664122137404
10,10,0.9923664122137404
10,10,0.9782608695652174
10,10,0.9782608695652174
10,10,0.9482758620689655
10,10,0.9482758620689655
10,10,0.9333333333333333
10,10,0.9790209790209791
10,10,0.9790209790209791
10,10,0.9375
10,10,0.9375
10,10,0.9644670050761421
10,10,0.9655172413793104
10,10,0.9644670050761421
10,10,0.948905109489051
10,10,0.948905109489051
10,10,0.9411764705882353
10,10,0.9411764705882353
10,10,0.972972972972973
10,10,0.972972972972973
10,10,0.9243697478991597
10,10,0.9243697478991597
10,10,0.9923664122137404
10,10,0.9923664122137404
10,10,0.9644670050761421
10,10,0.9644670050761421
10,10,0.9302325581395349
10,10,0.9302325581395349
10,10,0.9956709956709957
10,10,0.9956709956709957
10,10,0.9623430962343096
10,10,0.9623430962343096
10,10,0.9803921568627451
10,10,0.9803921568627451
10,10,0.9497206703910615
10,10,0.9803921568627451
10,10,0.9841269841269841
10,10,0.974025974025974
10,10,0.9774436090225563
10,10,0.9565217391304348
10,10,0.9813084112149533
10,10,0.8918918918918919
10,10,0.9850107066381156
10,10,0.9743589743589743
10,10,0.9876543209876543
10,10,0.975609756097561
10,10,0.9523809523809523
10,10,0.9701492537313433
10,10,0.9747292418772563
10,10,0.967741935483871
10,10,0.9883720930232558
10,10,0.970873786407767
10,10,0.9848484848484849
10,10,0.9900990099009901
10,10,0.9821428571428571
10,10,0.9929078014184397
10,10,0.9395973154362416
10,10,0.9774436090225563
10,10,0.9644670050761421
10,10,0.9629629629629629
10,10,0.9302325581395349
10,10,0.9836065573770492
10,10,0.9554140127388535
10,10,0.9734513274336283
10,10,0.967741935483871
10,10,0.9923664122137404
10,10,0.9900990099009901
10,10,0.9900990099009901
10,10,0.9174311926605505
10,10,0.9523809523809523
10,10,0.970873786407767
10,10,0.9701492537313433
10,10,0.967741935483871
10,10,0.9259259259259259
10,10,0.9649122807017544
10,10,0.970873786407767
10,10,0.9836065573770492
10,10,0.9322033898305084
10,10,0.990990990990991
10,10,0.9848484848484849
10,10,0.9230769230769231
10,10,0.9433962264150944
10,10,0.9659090909090909
10,10,0.96
10,10,0.9848484848484849
10,10,0.963855421686747
10,10,0.9482758620689655
10,10,0.9401709401709402
10,10,0.95
10,10,0.9433962264150944
10,10,0.9482758620689655
10,10,0.9722222222222222
10,10,0.990990990990991
10,10,0.9420289855072463
10,10,0.9448818897637795
10,10,0.9859154929577465
10,10,0.9565217391304348
10,10,0.9734513274336283
10,10,0.9803921568627451
10,10,0.9848484848484849
10,10,0.975609756097561
10,10,0.9166666666666666
10,10,0.9774436090225563
10,10,0.9615384615384616
10,10,0.9433962264150944
10,10,0.9345794392523364
10,10,0.9401709401709402
10,10,0.9615384615384616
10,2,0.528169014084507
10,2,0.9166666666666666
10,2,0.7174887892376681
10,2,0.970873786407767
10,2,0.7471264367816092
10,2,0.7720588235294118
10,2,0.9401709401709402
10,2,0.6224066390041494
10,2,0.9243697478991597
10,2,0.96045197740113
10,2,0.9243697478991597
10,2,0.9554140127388535
10,2,0.5934718100890207
10,2,0.5797101449275363
10,2,0.34782608695652173
10,2,0.6441717791411042
10,2,0.8547008547008547
10,2,0.996309963099631
10,2,0.782608695652174
10,2,0.6617647058823529
10,2,0.7092198581560284
10,2,0.45248868778280543
10,2,0.7818930041152263
10,2,0.6511627906976745
10,2,0.9826589595375722
10,2,0.8461538461538461
10,2,0.7086614173228346
10,2,0.7096774193548387
10,2,0.3968253968253968
10,2,0.9090909090909091
10,2,0.8
10,2,0.7831325301204819
10,2,0.967741935483871
10,2,0.43478260869565216
10,2,0.7194244604316546
10,2,0.8227848101265823
10,2,0.7777777777777778
10,2,0.7038834951456311
10,2,0.9444444444444444
10,2,0.6748466257668712
10,2,0.528169014084507
10,2,0.6451612903225806
10,2,0.9395973154362416
10,2,0.7931034482758621
10,2,0.3333333333333333
10,2,0.8982035928143712
10,2,0.7692307692307693
10,2,0.5535055350553506
10,2,0.8870967741935484
10,2,0.8227848101265823
10,2,0.41522491349480967
10,2,0.6018518518518519
10,2,0.5454545454545454
10,2,0.872093023255814
10,2,0.5263157894736842
10,2,0.6309148264984227
10,2,0.6870229007633588
10,2,0.6862745098039216
10,2,0.847457627118644
10,2,0.6794055201698513
10,2,0.5594405594405595
10,2,0.46296296296296297
10,2,0.2591792656587473
10,2,0.7920792079207921
10,2,0.8108108108108109
10,2,0.5693069306930693
10,2,0.5769230769230769
10,2,0.5014749262536873
10,2,0.5014749262536873
10,2,0.6713780918727915
10,2,0.6944444444444444
10,2,0.970873786407767
10,2,0.970873786407767
10,2,0.47619047619047616
10,2,0.19736842105263158
10,2,0.12658227848101267
10,2,0.539906103286385
10,2,0.539906103286385
10,2,0.49230769230769234
10,2,0.49230769230769234
10,2,0.9016393442622951
10,2,0.9016393442622951
10,2,0.5069124423963134
10,2,0.5069124423963134
10,2,0.9142857142857143
10,2,0.9142857142857143
10,2,0.10695187165775401
10,2,0.10676156583629894
10,2,0.5303030303030303
10,2,0.5303030303030303
10,2,0.52
10,2,0.52
10,2,0.5405405405405406
10,2,0.5405405405405406
10,2,0.8292682926829268
10,2,0.8292682926829268
10,2,0.7795698924731183
10,2,0.7795698924731183
10,2,0.6015037593984962
10,2,0.6015037593984962
10,2,0.9743589743589743
10,2,0.5076142131979695
10,2,0.6132075471698113
10,2,0.6132075471698113
10,2,0.6185567010309279
10,2,0.6185567010309279
10,2,0.821917808219178
10,2,0.9395973154362416
10,2,0.842911877394636
10,2,0.842911877394636
10,2,0.6106870229007634
10,2,0.6106870229007634
10,2,0.8695652173913043
10,2,0.8695652173913043
10,2,0.8620689655172413
10,2,0.8620689655172413
10,2,0.9333333333333333
10,2,0.8391608391608392
10,2,0.8391608391608392
10,2,0.9375
10,2,0.9375
10,2,0.9644670050761421
10,2,0.7586206896551724
10,2,0.9644670050761421
10,2,0.948905109489051
10,2,0.948905109489051
10,2,0.8235294117647058
10,2,0.8235294117647058
