 ,  ,number
Trend,%bug,0.9
Trend,%reducedCost,0.49250673551863494
Trend,F1,0.6084833327908399
Trend,%bug,0.9130434782608695
Trend,%reducedCost,0.48662894349275254
Trend,F1,0.6046015246015246
Trend,%bug,0.9
Trend,%reducedCost,0.4981203007518797
Trend,F1,0.6097113468608796
Trend,%bug,0.9096467391304348
Trend,%reducedCost,0.4948329448329448
Trend,F1,0.6053909803141517
Trend,%bug,0.9136645962732919
Trend,%reducedCost,0.4910285669316125
Trend,F1,0.6062544041416499
Trend,%bug,0.9065217391304348
Trend,%reducedCost,0.4931529030765672
Trend,F1,0.6118013047402844
Trend,%bug,0.9023809523809524
Trend,%reducedCost,0.4929374389051808
Trend,F1,0.6098786647919596
Trend,%bug,0.9154761904761904
Trend,%reducedCost,0.49554298116425083
Trend,F1,0.6035959739053222
Trend,%bug,0.9096467391304348
Trend,%reducedCost,0.4943923773820681
Trend,F1,0.6088585574735715
Trend,%bug,0.9023809523809524
Trend,%reducedCost,0.4973637722516646
Trend,F1,0.6100243550366597
Trend,%bug,0.9177927927927928
Trend,%reducedCost,0.4906702723585088
Trend,F1,0.6064846842971171
Trend,%bug,0.9130434782608695
Trend,%reducedCost,0.490934184888504
Trend,F1,0.6037388189956165
Trend,%bug,0.9089026915113871
Trend,%reducedCost,0.49329322638146167
Trend,F1,0.6088585574735715
Trend,%bug,0.9055059523809523
Trend,%reducedCost,0.4962119038053148
Trend,F1,0.6097113468608796
Trend,%bug,0.9130434782608695
Trend,%reducedCost,0.4993734335839599
Trend,F1,0.6098570371055797
Trend,%bug,0.9023809523809524
Trend,%reducedCost,0.49689009078616964
Trend,F1,0.6098570371055797
Trend,%bug,0.9089026915113871
Trend,%reducedCost,0.4913444964294509
Trend,F1,0.609004549103559
Trend,%bug,0.9136645962732919
Trend,%reducedCost,0.4845825426944972
Trend,F1,0.6025462855217691
Trend,%bug,0.9154761904761904
Trend,%reducedCost,0.490934184888504
Trend,F1,0.6046015246015246
Trend,%bug,0.9096467391304348
Trend,%reducedCost,0.4931529030765672
Trend,F1,0.6048099326223655
Trend,%bug,0.9177927927927928
Trend,%reducedCost,0.4921509480423541
Trend,F1,0.603575769134783
Trend,%bug,0.9136645962732919
Trend,%reducedCost,0.48662894349275254
Trend,F1,0.6035817388385365
Trend,%bug,0.9154761904761904
Trend,%reducedCost,0.4887218045112782
Trend,F1,0.6037388189956165
Trend,%bug,0.9136645962732919
Trend,%reducedCost,0.49081310276022616
Trend,F1,0.6092340835415906
Trend,%bug,0.9130434782608695
Trend,%reducedCost,0.48453608247422686
Trend,F1,0.6035817388385365
Trend,%bug,0.9023809523809524
Trend,%reducedCost,0.4974741874276139
Trend,F1,0.6108044429219501
Trend,%bug,0.9215384615384616
Trend,%reducedCost,0.47221269296741
Trend,F1,0.5907815777814485
Trend,%bug,0.9130434782608695
Trend,%reducedCost,0.490934184888504
Trend,F1,0.6035817388385365
Trend,%bug,0.9089026915113871
Trend,%reducedCost,0.49508999772157664
Trend,F1,0.6068599089798488
Trend,%bug,0.9023809523809524
Trend,%reducedCost,0.4962119038053148
Trend,F1,0.6095623318100909
Trend,%bug,0.9194594594594595
Trend,%reducedCost,0.49529184462070364
Trend,F1,0.6103678527056685
Trend,%bug,0.9130434782608695
Trend,%reducedCost,0.4941460525716368
Trend,F1,0.6075615701599953
Trend,%bug,0.9096467391304348
Trend,%reducedCost,0.497850117182454
Trend,F1,0.6118315771306613
Trend,%bug,0.9065217391304348
Trend,%reducedCost,0.4945703028810638
Trend,F1,0.6093358207928605
Trend,%bug,0.903125
Trend,%reducedCost,0.4948453608247423
Trend,F1,0.6093358207928605
Trend,%bug,0.9023809523809524
Trend,%reducedCost,0.4993734335839599
Trend,F1,0.6103375803152915
Trend,%bug,0.896551724137931
Trend,%reducedCost,0.49689009078616964
Trend,F1,0.6115323252849776
Trend,%bug,0.9177927927927928
Trend,%reducedCost,0.4961149961149961
Trend,F1,0.6125291802036139
Trend,%bug,0.9177927927927928
Trend,%reducedCost,0.4874924196482717
Trend,F1,0.5997390469493196
Trend,%bug,0.8956442831215972
Trend,%reducedCost,0.5036279509963721
Trend,F1,0.6125039718293919
Trend,%bug,0.9023809523809524
Trend,%reducedCost,0.4892062630803814
Trend,F1,0.6054423081779124
Trend,%bug,0.9130434782608695
Trend,%reducedCost,0.490934184888504
Trend,F1,0.6046015246015246
Trend,%bug,0.8982758620689655
Trend,%reducedCost,0.4979564145417239
Trend,F1,0.6118315771306613
Trend,%bug,0.9055059523809523
Trend,%reducedCost,0.49598354861512756
Trend,F1,0.609186805742072
Trend,%bug,0.9096467391304348
Trend,%reducedCost,0.4887218045112782
Trend,F1,0.6019621397995825
Trend,%bug,0.9096467391304348
Trend,%reducedCost,0.4887218045112782
Trend,F1,0.6048099326223655
Trend,%bug,0.9089026915113871
Trend,%reducedCost,0.49554904554904555
Trend,F1,0.6020728763948686
Trend,%bug,0.9
Trend,%reducedCost,0.49689009078616964
Trend,F1,0.6137123974021311
Trend,%bug,0.9177927927927928
Trend,%reducedCost,0.4896907216494846
Trend,F1,0.600364716759795
Trend,%bug,0.9089026915113871
Trend,%reducedCost,0.4962119038053148
Trend,F1,0.6048099326223655
Trend,%bug,0.9230769230769231
Trend,%reducedCost,0.47915119100678455
Trend,F1,0.6021990042050409
Trend,%bug,0.9177927927927928
Trend,%reducedCost,0.4903543428606704
Trend,F1,0.6036143011181176
Trend,%bug,0.9055059523809523
Trend,%reducedCost,0.4973637722516646
Trend,F1,0.611456838710559
Trend,%bug,0.9130434782608695
Trend,%reducedCost,0.48491510006064287
Trend,F1,0.6037388189956165
Trend,%bug,0.903125
Trend,%reducedCost,0.49238912336539126
Trend,F1,0.6029975025184688
Trend,%bug,0.9130434782608695
Trend,%reducedCost,0.49554298116425083
Trend,F1,0.6057237686244101
Trend,%bug,0.9023809523809524
Trend,%reducedCost,0.49660514923672816
Trend,F1,0.6095623318100909
Trend,%bug,0.9130434782608695
Trend,%reducedCost,0.4975804847868838
Trend,F1,0.6108763454089847
Trend,%bug,0.9194594594594595
Trend,%reducedCost,0.4931529030765672
Trend,F1,0.6081724829580966
Trend,%bug,0.8973684210526316
Trend,%reducedCost,0.4982517482517482
Trend,F1,0.6147894658532957
Trend,%bug,0.893796992481203
Trend,%reducedCost,0.5005840966414443
Trend,F1,0.6103958021992728
Trend,%bug,0.9177927927927928
Trend,%reducedCost,0.4922912713472486
Trend,F1,0.6044325050369376
Trend,%bug,0.9194594594594595
Trend,%reducedCost,0.49250673551863494
Trend,F1,0.6076336101746324
Trend,%bug,0.9023809523809524
Trend,%reducedCost,0.49682514166298275
Trend,F1,0.6099009900990099
Trend,%bug,0.9089026915113871
Trend,%reducedCost,0.49618539551425456
Trend,F1,0.6098570371055797
Trend,%bug,0.9215384615384616
Trend,%reducedCost,0.48130145990451806
Trend,F1,0.5946920143410661
Trend,%bug,0.9136645962732919
Trend,%reducedCost,0.490934184888504
Trend,F1,0.6046528524652852
Trend,%bug,0.8982758620689655
Trend,%reducedCost,0.5025062656641603
Trend,F1,0.6141984367206786
Trend,%bug,0.9177927927927928
Trend,%reducedCost,0.48623680241327305
Trend,F1,0.597634605392033
Trend,%bug,0.9096467391304348
Trend,%reducedCost,0.49682514166298275
Trend,F1,0.6113647145240027
Trend,%bug,0.9065217391304348
Trend,%reducedCost,0.5
Trend,F1,0.6147894658532957
Trend,%bug,0.9177927927927928
Trend,%reducedCost,0.4898154477101846
Trend,F1,0.604438474740691
Trend,%bug,0.9136645962732919
Trend,%reducedCost,0.4931529030765672
Trend,F1,0.6054423081779124
Trend,%bug,0.9177927927927928
Trend,%reducedCost,0.4896907216494846
Trend,F1,0.5995243585430277
Trend,%bug,0.9215384615384616
Trend,%reducedCost,0.49488851955219665
Trend,F1,0.604438474740691
Trend,%bug,0.9130434782608695
Trend,%reducedCost,0.4898118037777624
Trend,F1,0.6046528524652852
Trend,%bug,0.9136645962732919
Trend,%reducedCost,0.490934184888504
Trend,F1,0.6054423081779124
Trend,%bug,0.9055059523809523
Trend,%reducedCost,0.49183251144769286
Trend,F1,0.6073312900045281
Trend,%bug,0.9136645962732919
Trend,%reducedCost,0.4950613000231321
Trend,F1,0.6082530526353727
Trend,%bug,0.9130434782608695
Trend,%reducedCost,0.490934184888504
Trend,F1,0.6048099326223655
Trend,%bug,0.9023809523809524
Trend,%reducedCost,0.49624060150375937
Trend,F1,0.6095623318100909
Trend,%bug,0.9177927927927928
Trend,%reducedCost,0.4930967863537838
Trend,F1,0.5994293015924721
Trend,%bug,0.92
Trend,%reducedCost,0.48453608247422686
Trend,F1,0.5977151210654436
Trend,%bug,0.9130434782608695
Trend,%reducedCost,0.4931529030765672
Trend,F1,0.6103375803152915
Trend,%bug,0.9
Trend,%reducedCost,0.4972660205410097
Trend,F1,0.6098570371055797
Trend,%bug,0.9
Trend,%reducedCost,0.4975804847868838
Trend,F1,0.6109066177993616
Trend,%bug,0.9096467391304348
Trend,%reducedCost,0.49054410836250933
Trend,F1,0.6088585574735715
Trend,%bug,0.9055059523809523
Trend,%reducedCost,0.4958002913092734
Trend,F1,0.6135260420219479
Trend,%bug,0.92
Trend,%reducedCost,0.48914986358932544
Trend,F1,0.6022817254047697
Trend,%bug,0.9096467391304348
Trend,%reducedCost,0.49598354861512756
Trend,F1,0.6095623318100909
Trend,%bug,0.8987179487179487
Trend,%reducedCost,0.49554298116425083
Trend,F1,0.6112978693035747
Trend,%bug,0.9136645962732919
Trend,%reducedCost,0.48662894349275254
Trend,F1,0.6046015246015246
Trend,%bug,0.9
Trend,%reducedCost,0.4973582901898314
Trend,F1,0.6068599089798488
Trend,%bug,0.9148550724637681
Trend,%reducedCost,0.49838709677419357
Trend,F1,0.6076952196388076
Trend,%bug,0.9023809523809524
Trend,%reducedCost,0.4940464539701181
Trend,F1,0.6088690250369971
Trend,%bug,0.8960863697705803
Trend,%reducedCost,0.5033082706766918
Trend,F1,0.6180036019888134
Trend,%bug,0.9
