p1,p2,p3,p4,p5,p6,p7,p8,p9,,,,
0.588235294,0.481481481,0.777777778,0.333333333,0.451612903,0.666666667,0.722222222,0.724137931,0.534482759,,,,
0.588235294,0.481481481,0.777777778,0.333333333,0.451612903,0.666666667,0.722222222,0.724137931,0.534482759,,,,
0.588235294,0.5,0.777777778,0.333333333,0.451612903,0.722222222,0.722222222,0.724137931,0.534482759,,,,
0.588235294,0.5,0.777777778,0.333333333,0.451612903,0.722222222,0.722222222,0.724137931,0.534482759,,,,
0.588235294,0.518518519,0.805555556,0.333333333,0.451612903,0.722222222,0.722222222,0.724137931,0.534482759,,,,
0.588235294,0.537037037,0.805555556,0.333333333,0.451612903,0.722222222,0.722222222,0.724137931,0.534482759,,,,
0.588235294,0.537037037,0.805555556,0.333333333,0.451612903,0.722222222,0.722222222,0.724137931,0.534482759,,,,
0.588235294,0.537037037,0.805555556,0.333333333,0.451612903,0.722222222,0.722222222,0.724137931,0.534482759,,,,
0.607843137,0.555555556,0.805555556,0.333333333,0.451612903,0.722222222,0.722222222,0.75862069,0.534482759,,,,
0.607843137,0.555555556,0.805555556,0.333333333,0.451612903,0.722222222,0.722222222,0.75862069,0.534482759,,,,
0.607843137,0.555555556,0.805555556,0.333333333,0.451612903,0.722222222,0.75,0.75862069,0.534482759,,,,
0.62745098,0.574074074,0.805555556,0.333333333,0.451612903,0.722222222,0.75,0.75862069,0.551724138,,,,
0.647058824,0.592592593,0.805555556,0.333333333,0.483870968,0.722222222,0.777777778,0.75862069,0.551724138,,,,
0.647058824,0.611111111,0.805555556,0.333333333,0.483870968,0.777777778,0.777777778,0.75862069,0.551724138,,,,
0.647058824,0.62962963,0.805555556,0.333333333,0.483870968,0.777777778,0.777777778,0.75862069,0.551724138,,,,
0.666666667,0.62962963,0.805555556,0.333333333,0.483870968,0.777777778,0.777777778,0.75862069,0.551724138,,,,
0.666666667,0.648148148,0.805555556,0.333333333,0.483870968,0.777777778,0.777777778,0.75862069,0.568965517,,,,
0.666666667,0.666666667,0.805555556,0.333333333,0.516129032,0.777777778,0.777777778,0.75862069,0.568965517,,,,
0.666666667,0.685185185,0.805555556,0.333333333,0.516129032,0.777777778,0.805555556,0.75862069,0.568965517,,,,
0.666666667,0.685185185,0.805555556,0.333333333,0.516129032,0.777777778,0.805555556,0.75862069,0.568965517,,,,
0.68627451,0.703703704,0.805555556,0.333333333,0.516129032,0.777777778,0.805555556,0.75862069,0.586206897,,,,
0.705882353,0.703703704,0.833333333,0.333333333,0.516129032,0.777777778,0.805555556,0.75862069,0.586206897,,,,
0.705882353,0.703703704,0.833333333,0.333333333,0.516129032,0.777777778,0.805555556,0.75862069,0.603448276,,,,
0.705882353,0.722222222,0.833333333,0.333333333,0.516129032,0.777777778,0.805555556,0.75862069,0.603448276,,,,
0.705882353,0.722222222,0.833333333,0.333333333,0.516129032,0.777777778,0.805555556,0.793103448,0.603448276,,,,
0.705882353,0.722222222,0.833333333,0.333333333,0.516129032,0.777777778,0.805555556,0.793103448,0.620689655,,,,
0.705882353,0.722222222,0.833333333,0.333333333,0.516129032,0.777777778,0.805555556,0.793103448,0.637931034,,,,
0.705882353,0.722222222,0.833333333,0.333333333,0.516129032,0.777777778,0.833333333,0.793103448,0.637931034,,,,
0.725490196,0.722222222,0.861111111,0.333333333,0.516129032,0.777777778,0.833333333,0.827586207,0.637931034,,,,
0.725490196,0.740740741,0.888888889,0.333333333,0.516129032,0.777777778,0.833333333,0.827586207,0.637931034,,,,
0.725490196,0.740740741,0.888888889,0.333333333,0.516129032,0.833333333,0.833333333,0.827586207,0.637931034,,,,
0.725490196,0.740740741,0.888888889,0.333333333,0.516129032,0.833333333,0.833333333,0.827586207,0.655172414,,,,
0.725490196,0.740740741,0.888888889,0.333333333,0.516129032,0.833333333,0.833333333,0.827586207,0.655172414,,,,
0.725490196,0.740740741,0.888888889,0.333333333,0.516129032,0.833333333,0.833333333,0.827586207,0.655172414,,,,
0.725490196,0.740740741,0.888888889,0.333333333,0.516129032,0.888888889,0.833333333,0.827586207,0.655172414,,,,
0.725490196,0.740740741,0.888888889,0.333333333,0.516129032,0.888888889,0.833333333,0.827586207,0.672413793,,,,
0.725490196,0.740740741,0.888888889,0.333333333,0.516129032,0.888888889,0.833333333,0.827586207,0.689655172,,,,
0.745098039,0.740740741,0.888888889,0.333333333,0.516129032,0.888888889,0.833333333,0.827586207,0.706896552,,,,
0.745098039,0.740740741,0.888888889,0.333333333,0.516129032,0.888888889,0.833333333,0.827586207,0.706896552,,,,
0.745098039,0.740740741,0.916666667,0.333333333,0.516129032,0.888888889,0.833333333,0.827586207,0.706896552,,,,
0.745098039,0.740740741,0.916666667,0.333333333,0.516129032,0.888888889,0.833333333,0.827586207,0.706896552,,,,
0.745098039,0.740740741,0.916666667,0.333333333,0.516129032,0.888888889,0.833333333,0.827586207,0.724137931,,,,
0.745098039,0.740740741,0.916666667,0.333333333,0.516129032,0.888888889,0.833333333,0.827586207,0.74137931,,,,
0.764705882,0.740740741,0.916666667,0.333333333,0.516129032,0.888888889,0.833333333,0.827586207,0.74137931,,,,
0.764705882,0.740740741,0.916666667,0.333333333,0.516129032,0.888888889,0.833333333,0.827586207,0.75862069,,,,
0.764705882,0.740740741,0.916666667,0.333333333,0.516129032,0.888888889,0.861111111,0.827586207,0.775862069,,,,
0.764705882,0.740740741,0.916666667,0.333333333,0.516129032,0.944444444,0.861111111,0.827586207,0.775862069,,,,
0.764705882,0.740740741,0.944444444,0.333333333,0.516129032,1,0.861111111,0.862068966,0.775862069,,,,
0.764705882,0.740740741,0.944444444,0.333333333,0.516129032,1,0.861111111,0.896551724,0.775862069,,,,
0.784313725,0.740740741,0.944444444,0.333333333,0.516129032,1,0.861111111,0.896551724,0.775862069,,,,
0.784313725,0.740740741,0.944444444,0.333333333,0.516129032,1,0.861111111,0.896551724,0.775862069,,,,
0.784313725,0.740740741,0.944444444,0.333333333,0.516129032,1,0.861111111,0.896551724,0.775862069,,,,
0.784313725,0.759259259,0.944444444,0.333333333,0.516129032,1,0.861111111,0.896551724,0.775862069,,,,
0.803921569,0.777777778,0.944444444,0.333333333,0.516129032,1,0.861111111,0.896551724,0.793103448,,,,
0.803921569,0.777777778,0.944444444,0.333333333,0.516129032,1,0.888888889,0.896551724,0.793103448,,,,
0.803921569,0.777777778,0.944444444,0.333333333,0.516129032,1,0.888888889,0.896551724,0.810344828,,,,
0.803921569,0.777777778,0.944444444,0.333333333,0.548387097,1,0.888888889,0.896551724,0.810344828,,,,
0.803921569,0.777777778,0.944444444,0.333333333,0.548387097,1,0.916666667,0.896551724,0.810344828,,,,
0.823529412,0.777777778,0.944444444,0.333333333,0.580645161,1,0.916666667,0.896551724,0.810344828,,,,
0.823529412,0.777777778,0.944444444,0.333333333,0.612903226,1,0.916666667,0.896551724,0.810344828,,,,
0.823529412,0.777777778,0.944444444,0.333333333,0.64516129,1,0.916666667,0.896551724,0.810344828,,,,
0.823529412,0.777777778,0.944444444,0.333333333,0.64516129,1,0.916666667,0.896551724,0.827586207,,,,
0.823529412,0.777777778,0.944444444,0.333333333,0.64516129,1,0.916666667,0.896551724,0.827586207,,,,
0.823529412,0.796296296,0.944444444,0.333333333,0.64516129,1,0.916666667,0.896551724,0.827586207,,,,
0.823529412,0.796296296,0.944444444,0.333333333,0.677419355,1,0.916666667,0.896551724,0.827586207,,,,
0.823529412,0.796296296,0.944444444,0.333333333,0.677419355,1,0.916666667,0.896551724,0.827586207,,,,
0.843137255,0.796296296,0.944444444,0.333333333,0.677419355,1,0.916666667,0.896551724,0.827586207,,,,
0.862745098,0.814814815,0.944444444,0.333333333,0.709677419,1,0.916666667,0.896551724,0.827586207,,,,
0.862745098,0.814814815,0.944444444,0.333333333,0.741935484,,0.916666667,0.896551724,0.827586207,,,,
0.862745098,0.814814815,0.944444444,0.333333333,0.741935484,,0.916666667,0.896551724,0.827586207,,,,
0.862745098,0.814814815,0.944444444,0.333333333,0.774193548,,0.916666667,0.896551724,0.827586207,,,,
0.862745098,0.814814815,0.944444444,0.333333333,0.774193548,,0.944444444,0.896551724,0.844827586,,,,
0.862745098,0.833333333,0.944444444,0.333333333,0.774193548,,0.944444444,0.896551724,0.844827586,,,,
0.862745098,0.833333333,0.944444444,0.333333333,0.774193548,,0.944444444,0.896551724,0.844827586,,,,
0.862745098,0.833333333,0.944444444,0.333333333,0.774193548,,0.944444444,0.896551724,0.844827586,,,,
0.862745098,0.833333333,0.944444444,0.333333333,0.774193548,,0.944444444,0.896551724,0.844827586,,,,
0.862745098,0.833333333,0.944444444,0.333333333,0.774193548,,0.944444444,0.896551724,0.844827586,,,,
0.862745098,0.833333333,0.944444444,0.333333333,0.774193548,,0.944444444,0.896551724,0.844827586,,,,
0.862745098,0.833333333,0.944444444,0.333333333,0.774193548,,0.944444444,0.896551724,0.844827586,,,,
0.862745098,0.851851852,0.944444444,0.333333333,0.774193548,,0.944444444,0.896551724,0.844827586,,,,
0.862745098,0.851851852,0.944444444,0.333333333,0.774193548,,0.944444444,0.896551724,0.844827586,,,,
0.862745098,0.851851852,0.972222222,0.333333333,0.774193548,,0.944444444,0.896551724,0.844827586,,,,
0.862745098,0.851851852,0.972222222,0.333333333,0.774193548,,0.944444444,0.896551724,0.844827586,,,,
0.862745098,0.851851852,0.972222222,0.333333333,0.774193548,,0.944444444,0.896551724,0.862068966,,,,
0.862745098,0.851851852,0.972222222,0.333333333,0.774193548,,0.944444444,0.896551724,0.862068966,,,,
0.862745098,0.851851852,0.972222222,0.333333333,0.774193548,,0.944444444,0.896551724,0.862068966,,,,
0.862745098,0.851851852,0.972222222,0.333333333,0.774193548,,0.944444444,0.896551724,0.862068966,,,,
0.862745098,0.851851852,0.972222222,0.333333333,0.774193548,,0.944444444,0.896551724,0.862068966,,,,
0.862745098,0.851851852,0.972222222,0.333333333,0.774193548,,0.944444444,0.896551724,0.862068966,,,,
0.862745098,0.851851852,0.972222222,0.333333333,0.774193548,,0.944444444,0.896551724,0.862068966,,,,
0.862745098,0.851851852,0.972222222,0.333333333,0.774193548,,0.944444444,0.896551724,0.862068966,,,,
0.862745098,0.851851852,0.972222222,0.333333333,0.774193548,,0.944444444,0.896551724,0.862068966,,,,
0.862745098,0.87037037,0.972222222,0.333333333,0.774193548,,0.972222222,0.896551724,0.862068966,,,,
0.862745098,0.87037037,0.972222222,0.333333333,0.774193548,,0.972222222,0.896551724,0.862068966,,,,
0.862745098,0.87037037,0.972222222,0.333333333,0.774193548,,0.972222222,0.896551724,0.862068966,,,,
0.882352941,0.888888889,0.972222222,0.333333333,0.806451613,,0.972222222,0.896551724,0.862068966,,,,
0.882352941,0.888888889,0.972222222,0.333333333,0.838709677,,0.972222222,0.896551724,0.862068966,,,,
0.882352941,0.888888889,0.972222222,0.333333333,0.870967742,,0.972222222,0.896551724,0.862068966,,,,
0.882352941,0.888888889,0.972222222,0.333333333,0.903225806,,0.972222222,0.896551724,0.862068966,,,,
0.882352941,0.888888889,0.972222222,0.333333333,0.903225806,,0.972222222,0.896551724,0.862068966,,,,
0.882352941,0.888888889,0.972222222,0.333333333,0.903225806,,0.972222222,0.896551724,0.862068966,,,,
0.882352941,0.888888889,0.972222222,0.333333333,0.903225806,,0.972222222,0.896551724,0.862068966,,,,
0.882352941,0.888888889,0.972222222,0.333333333,0.903225806,,0.972222222,0.896551724,0.862068966,,,,
0.882352941,0.888888889,0.972222222,0.333333333,0.903225806,,0.972222222,0.896551724,0.862068966,,,,
0.901960784,0.888888889,0.972222222,0.333333333,0.935483871,,0.972222222,0.896551724,0.862068966,,,,
0.901960784,0.888888889,0.972222222,0.333333333,0.935483871,,0.972222222,0.896551724,0.862068966,,,,
0.901960784,0.888888889,0.972222222,0.333333333,0.935483871,,0.972222222,0.896551724,0.862068966,,,,
0.901960784,0.888888889,0.972222222,0.333333333,0.935483871,,0.972222222,0.896551724,0.862068966,,,,
0.901960784,0.888888889,1,0.333333333,0.935483871,,0.972222222,0.896551724,0.862068966,,,,
0.901960784,0.888888889,1,0.357142857,0.935483871,,0.972222222,0.931034483,0.862068966,,,,
0.901960784,0.888888889,1,0.357142857,0.935483871,,0.972222222,0.931034483,0.862068966,,,,
0.901960784,0.888888889,1,0.380952381,0.935483871,,0.972222222,0.931034483,0.862068966,,,,
0.901960784,0.888888889,1,0.380952381,0.935483871,,0.972222222,0.931034483,0.862068966,,,,
0.901960784,0.888888889,1,0.380952381,0.935483871,,0.972222222,0.931034483,0.879310345,,,,
0.901960784,0.888888889,1,0.380952381,0.935483871,,0.972222222,0.931034483,0.879310345,,,,
0.901960784,0.888888889,1,0.404761905,0.935483871,,0.972222222,0.931034483,0.879310345,,,,
0.901960784,0.888888889,1,0.428571429,0.935483871,,0.972222222,0.931034483,0.879310345,,,,
0.901960784,0.888888889,1,0.428571429,0.935483871,,0.972222222,0.931034483,0.879310345,,,,
0.901960784,0.888888889,1,0.428571429,0.935483871,,0.972222222,0.931034483,0.879310345,,,,
0.901960784,0.888888889,1,0.428571429,0.935483871,,0.972222222,0.931034483,0.879310345,,,,
0.901960784,0.888888889,1,0.428571429,0.935483871,,0.972222222,0.931034483,0.879310345,,,,
0.901960784,0.888888889,1,0.452380952,0.935483871,,0.972222222,0.931034483,0.879310345,,,,
0.901960784,0.888888889,1,0.452380952,0.935483871,,0.972222222,0.931034483,0.879310345,,,,
0.901960784,0.888888889,1,0.476190476,0.935483871,,0.972222222,0.965517241,0.879310345,,,,
0.901960784,0.888888889,1,0.476190476,0.935483871,,0.972222222,0.965517241,0.879310345,,,,
0.921568627,0.888888889,1,0.476190476,0.935483871,,0.972222222,0.965517241,0.879310345,,,,
0.921568627,0.888888889,1,0.476190476,0.935483871,,0.972222222,0.965517241,0.879310345,,,,
0.921568627,0.888888889,1,0.476190476,0.935483871,,0.972222222,0.965517241,0.879310345,,,,
0.941176471,0.888888889,1,0.476190476,0.935483871,,0.972222222,0.965517241,0.879310345,,,,
0.960784314,0.888888889,1,0.5,0.935483871,,0.972222222,0.965517241,0.879310345,,,,
0.960784314,0.888888889,1,0.523809524,0.935483871,,0.972222222,0.965517241,0.879310345,,,,
0.960784314,0.888888889,1,0.547619048,0.935483871,,0.972222222,0.965517241,0.879310345,,,,
0.980392157,0.888888889,1,0.571428571,0.935483871,,0.972222222,0.965517241,0.879310345,,,,
0.980392157,0.888888889,1,0.571428571,0.935483871,,0.972222222,0.965517241,0.896551724,,,,
1,0.888888889,1,0.571428571,0.967741935,,0.972222222,0.965517241,0.896551724,,,,
1,0.888888889,1,0.571428571,0.967741935,,0.972222222,0.965517241,0.896551724,,,,
1,0.888888889,1,0.571428571,1,,0.972222222,0.965517241,0.896551724,,,,
1,0.888888889,1,0.595238095,1,,0.972222222,0.965517241,0.896551724,,,,
1,0.888888889,1,0.619047619,1,,0.972222222,0.965517241,0.896551724,,,,
1,0.888888889,1,0.642857143,1,,0.972222222,0.965517241,0.896551724,,,,
1,0.888888889,1,0.666666667,1,,0.972222222,0.965517241,0.896551724,,,,
1,0.888888889,1,0.666666667,1,,0.972222222,0.965517241,0.896551724,,,,
1,0.888888889,1,0.69047619,1,,0.972222222,0.965517241,0.896551724,,,,
1,0.888888889,1,0.714285714,1,,0.972222222,0.965517241,0.896551724,,,,
1,0.907407407,1,0.738095238,1,,0.972222222,1,0.896551724,,,,
1,0.925925926,1,0.738095238,1,,0.972222222,1,0.913793103,,,,
1,0.925925926,1,0.738095238,1,,0.972222222,1,0.913793103,,,,
1,0.925925926,1,0.738095238,1,,0.972222222,1,0.913793103,,,,
1,0.925925926,1,0.738095238,1,,0.972222222,1,0.913793103,,,,
1,0.925925926,1,0.761904762,1,,0.972222222,1,0.913793103,,,,
1,0.925925926,1,0.761904762,1,,0.972222222,1,0.913793103,,,,
1,0.925925926,1,0.761904762,1,,0.972222222,1,0.913793103,,,,
1,0.925925926,1,0.761904762,1,,0.972222222,1,0.913793103,,,,
1,0.925925926,1,0.761904762,1,,0.972222222,1,0.913793103,,,,
1,0.944444444,1,0.785714286,1,,0.972222222,1,0.913793103,,,,
1,0.944444444,1,0.785714286,1,,0.972222222,1,0.913793103,,,,
1,0.944444444,1,0.785714286,1,,0.972222222,1,0.913793103,,,,
1,0.944444444,1,0.785714286,1,,0.972222222,1,0.913793103,,,,
1,0.944444444,1,0.80952381,1,,0.972222222,1,0.913793103,,,,
1,0.944444444,1,0.80952381,1,,0.972222222,1,0.913793103,,,,
1,0.944444444,1,0.80952381,1,,0.972222222,1,0.913793103,,,,
1,0.944444444,1,0.80952381,1,,0.972222222,1,0.913793103,,,,
1,0.944444444,1,0.833333333,1,,0.972222222,1,0.913793103,,,,
1,0.944444444,1,0.857142857,1,,1,1,0.913793103,,,,
1,0.944444444,1,0.880952381,1,,1,1,0.913793103,,,,
1,0.944444444,1,0.880952381,1,,1,1,0.913793103,,,,
1,0.944444444,1,0.880952381,1,,1,1,0.913793103,,,,
1,0.944444444,1,0.880952381,1,,1,1,0.913793103,,,,
1,0.944444444,1,0.880952381,1,,1,1,0.913793103,,,,
1,0.944444444,1,0.880952381,1,,1,1,0.913793103,,,,
1,0.944444444,1,0.880952381,1,,1,,0.913793103,,,,
1,0.944444444,1,0.880952381,1,,1,,0.913793103,,,,
1,0.944444444,1,0.880952381,1,,1,,0.913793103,,,,
1,0.944444444,1,0.880952381,1,,1,,0.913793103,,,,
1,0.944444444,1,0.880952381,1,,1,,0.913793103,,,,
1,0.944444444,1,0.880952381,1,,1,,0.913793103,,,,
1,0.944444444,1,0.880952381,1,,1,,0.913793103,,,,
1,0.944444444,1,0.880952381,1,,1,,0.913793103,,,,
1,0.944444444,1,0.880952381,1,,1,,0.913793103,,,,
1,0.944444444,1,0.880952381,1,,1,,0.913793103,,,,
1,0.944444444,1,0.904761905,1,,1,,0.931034483,,,,
1,0.944444444,1,0.904761905,1,,1,,0.931034483,,,,
1,0.962962963,1,0.904761905,1,,1,,0.931034483,,,,
1,0.962962963,1,0.928571429,,,1,,0.931034483,,,,
1,0.962962963,1,0.928571429,,,1,,0.948275862,,,,
1,0.981481481,1,0.952380952,,,1,,0.948275862,,,,
1,0.981481481,1,0.952380952,,,1,,0.948275862,,,,
1,0.981481481,1,0.952380952,,,1,,0.948275862,,,,
1,0.981481481,1,0.952380952,,,1,,0.948275862,,,,
1,0.981481481,1,0.952380952,,,1,,0.948275862,,,,
1,0.981481481,1,0.952380952,,,1,,0.965517241,,,,
1,0.981481481,1,0.952380952,,,1,,0.965517241,,,,
1,0.981481481,1,0.952380952,,,1,,0.965517241,,,,
1,0.981481481,1,0.952380952,,,1,,0.965517241,,,,
1,0.981481481,1,0.952380952,,,1,,0.965517241,,,,
1,0.981481481,1,0.952380952,,,1,,0.965517241,,,,
1,0.981481481,1,0.952380952,,,1,,0.965517241,,,,
1,0.981481481,1,0.952380952,,,1,,0.965517241,,,,
1,0.981481481,1,0.952380952,,,1,,0.965517241,,,,
1,0.981481481,1,0.952380952,,,1,,0.965517241,,,,
1,1,1,0.952380952,,,1,,0.965517241,,,,
1,1,1,0.952380952,,,1,,0.965517241,,,,
1,1,1,0.952380952,,,1,,0.965517241,,,,
1,1,1,0.952380952,,,1,,0.965517241,,,,
1,1,1,0.952380952,,,1,,0.965517241,,,,
1,1,1,0.952380952,,,1,,0.965517241,,,,
1,1,1,0.952380952,,,1,,0.965517241,,,,
1,1,1,0.952380952,,,1,,0.965517241,,,,
1,1,1,0.952380952,,,1,,0.965517241,,,,
1,1,1,0.952380952,,,1,,0.965517241,,,,
1,1,1,0.952380952,,,1,,0.965517241,,,,
1,1,1,0.952380952,,,1,,0.965517241,,,,
1,1,1,0.952380952,,,1,,0.965517241,,,,
1,1,1,0.952380952,,,1,,0.982758621,,,,
1,1,1,0.952380952,,,1,,0.982758621,,,,
1,1,,0.952380952,,,1,,0.982758621,,,,
