p1,p2,p3,p4,p5,p6,p7,p8,p9,,,,
1,1,,0.952380952,,,1,,0.982758621,,,,
1,1,,0.952380952,,,1,,0.982758621,,,,
1,1,,0.952380952,,,1,,0.982758621,,,,
1,1,,0.952380952,,,,,0.982758621,,,,
1,1,,0.952380952,,,,,0.982758621,,,,
1,1,,0.952380952,,,,,0.982758621,,,,
1,1,,0.976190476,,,,,0.982758621,,,,
1,1,,0.976190476,,,,,0.982758621,,,,
1,1,,0.976190476,,,,,0.982758621,,,,
1,1,,0.976190476,,,,,0.982758621,,,,
1,1,,0.976190476,,,,,0.982758621,,,,
1,1,,0.976190476,,,,,0.982758621,,,,
1,1,,0.976190476,,,,,0.982758621,,,,
1,1,,0.976190476,,,,,0.982758621,,,,
1,1,,0.976190476,,,,,0.982758621,,,,
1,1,,0.976190476,,,,,0.982758621,,,,
1,1,,0.976190476,,,,,0.982758621,,,,
1,1,,0.976190476,,,,,0.982758621,,,,
1,1,,0.976190476,,,,,0.982758621,,,,
1,1,,1,,,,,0.982758621,,,,
1,1,,1,,,,,0.982758621,,,,
1,1,,1,,,,,0.982758621,,,,
1,1,,1,,,,,0.982758621,,,,
1,1,,1,,,,,0.982758621,,,,
1,1,,1,,,,,0.982758621,,,,
1,1,,1,,,,,0.982758621,,,,
1,1,,1,,,,,0.982758621,,,,
1,1,,1,,,,,0.982758621,,,,
1,1,,1,,,,,0.982758621,,,,
1,1,,1,,,,,0.982758621,,,,
1,1,,1,,,,,0.982758621,,,,
1,1,,1,,,,,0.982758621,,,,
1,1,,1,,,,,0.982758621,,,,
1,1,,1,,,,,0.982758621,,,,
1,1,,1,,,,,0.982758621,,,,
1,1,,1,,,,,0.982758621,,,,
1,1,,1,,,,,0.982758621,,,,
1,1,,1,,,,,0.982758621,,,,
1,1,,1,,,,,0.982758621,,,,
1,1,,1,,,,,0.982758621,,,,
1,1,,1,,,,,0.982758621,,,,
1,1,,1,,,,,0.982758621,,,,
1,1,,1,,,,,0.982758621,,,,
1,1,,1,,,,,0.982758621,,,,
1,1,,1,,,,,0.982758621,,,,
1,1,,1,,,,,0.982758621,,,,
1,1,,1,,,,,0.982758621,,,,
1,1,,1,,,,,0.982758621,,,,
1,1,,1,,,,,0.982758621,,,,
1,1,,1,,,,,0.982758621,,,,
1,1,,1,,,,,0.982758621,,,,
1,1,,1,,,,,0.982758621,,,,
1,1,,1,,,,,0.982758621,,,,
1,1,,1,,,,,0.982758621,,,,
1,1,,1,,,,,0.982758621,,,,
1,1,,1,,,,,0.982758621,,,,
1,1,,1,,,,,0.982758621,,,,
1,1,,1,,,,,0.982758621,,,,
1,1,,1,,,,,0.982758621,,,,
1,1,,1,,,,,0.982758621,,,,
1,1,,1,,,,,0.982758621,,,,
1,1,,1,,,,,0.982758621,,,,
1,1,,1,,,,,0.982758621,,,,
1,1,,1,,,,,0.982758621,,,,
1,1,,1,,,,,0.982758621,,,,
1,1,,1,,,,,0.982758621,,,,
1,1,,1,,,,,0.982758621,,,,
1,1,,1,,,,,0.982758621,,,,
1,1,,1,,,,,0.982758621,,,,
1,1,,1,,,,,0.982758621,,,,
1,1,,1,,,,,0.982758621,,,,
1,1,,1,,,,,0.982758621,,,,
1,1,,1,,,,,0.982758621,,,,
1,1,,1,,,,,0.982758621,,,,
1,1,,1,,,,,0.982758621,,,,
1,1,,1,,,,,0.982758621,,,,
1,1,,1,,,,,0.982758621,,,,
1,1,,1,,,,,0.982758621,,,,
1,1,,1,,,,,0.982758621,,,,
1,1,,1,,,,,0.982758621,,,,
1,1,,1,,,,,0.982758621,,,,
1,1,,1,,,,,0.982758621,,,,
1,1,,1,,,,,0.982758621,,,,
1,1,,1,,,,,0.982758621,,,,
1,1,,1,,,,,0.982758621,,,,
1,1,,1,,,,,0.982758621,,,,
1,1,,1,,,,,0.982758621,,,,
1,1,,1,,,,,0.982758621,,,,
1,1,,1,,,,,0.982758621,,,,
1,1,,1,,,,,0.982758621,,,,
1,1,,1,,,,,0.982758621,,,,
1,1,,1,,,,,0.982758621,,,,
1,1,,1,,,,,0.982758621,,,,
1,1,,1,,,,,0.982758621,,,,
1,1,,1,,,,,0.982758621,,,,
1,1,,1,,,,,0.982758621,,,,
1,1,,1,,,,,0.982758621,,,,
1,1,,1,,,,,0.982758621,,,,
1,1,,1,,,,,0.982758621,,,,
1,1,,1,,,,,0.982758621,,,,
1,1,,1,,,,,0.982758621,,,,
1,1,,1,,,,,0.982758621,,,,
1,1,,1,,,,,0.982758621,,,,
1,1,,1,,,,,0.982758621,,,,
1,1,,1,,,,,0.982758621,,,,
1,1,,1,,,,,0.982758621,,,,
1,1,,1,,,,,0.982758621,,,,
1,1,,1,,,,,0.982758621,,,,
1,1,,1,,,,,0.982758621,,,,
1,1,,1,,,,,0.982758621,,,,
1,1,,,,,,,0.982758621,,,,
1,1,,,,,,,1,,,,
1,1,,,,,,,1,,,,
1,1,,,,,,,1,,,,
1,1,,,,,,,1,,,,
1,1,,,,,,,1,,,,
1,1,,,,,,,1,,,,
1,1,,,,,,,1,,,,
1,1,,,,,,,1,,,,
1,1,,,,,,,1,,,,
1,1,,,,,,,1,,,,
1,1,,,,,,,1,,,,
1,1,,,,,,,1,,,,
1,1,,,,,,,1,,,,
1,1,,,,,,,1,,,,
1,1,,,,,,,1,,,,
1,1,,,,,,,1,,,,
1,1,,,,,,,1,,,,
1,1,,,,,,,1,,,,
1,1,,,,,,,1,,,,
1,1,,,,,,,1,,,,
,1,,,,,,,1,,,,
,1,,,,,,,1,,,,
,1,,,,,,,1,,,,
,1,,,,,,,1,,,,
,1,,,,,,,1,,,,
,1,,,,,,,1,,,,
,1,,,,,,,1,,,,
,1,,,,,,,1,,,,
,1,,,,,,,1,,,,
,1,,,,,,,1,,,,
,1,,,,,,,1,,,,
,1,,,,,,,1,,,,
,1,,,,,,,1,,,,
,1,,,,,,,1,,,,
,1,,,,,,,1,,,,
,1,,,,,,,1,,,,
,,,,,,,,1,,,,
,,,,,,,,1,,,,
,,,,,,,,1,,,,
,,,,,,,,1,,,,
,,,,,,,,1,,,,
,,,,,,,,1,,,,
,,,,,,,,1,,,,
,,,,,,,,1,,,,
,,,,,,,,1,,,,
,,,,,,,,1,,,,
,,,,,,,,1,,,,
,,,,,,,,1,,,,
,,,,,,,,1,,,,
,,,,,,,,1,,,,
,,,,,,,,1,,,,
,,,,,,,,1,,,,
,,,,,,,,1,,,,
,,,,,,,,1,,,,
,,,,,,,,1,,,,
,,,,,,,,1,,,,
,,,,,,,,1,,,,
,,,,,,,,1,,,,
,,,,,,,,1,,,,
,,,,,,,,1,,,,
,,,,,,,,1,,,,
,,,,,,,,1,,,,
,,,,,,,,1,,,,
,,,,,,,,1,,,,
,,,,,,,,1,,,,
,,,,,,,,1,,,,
,,,,,,,,1,,,,
,,,,,,,,1,,,,
,,,,,,,,1,,,,
,,,,,,,,1,,,,
,,,,,,,,1,,,,
,,,,,,,,1,,,,
,,,,,,,,1,,,,
,,,,,,,,1,,,,
,,,,,,,,1,,,,
