 ,  ,number
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,0.98989898989899
10,10,1.0
10,10,0.3333333333333333
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,10,1.0
10,2,0.9444444444444444
10,2,1.0
10,2,1.0
10,2,1.0
10,2,1.0
10,2,0.9705882352941176
10,2,1.0
10,2,0.9
10,2,1.0
10,2,1.0
10,2,1.0
10,2,1.0
10,2,0.9047619047619048
10,2,0.8888888888888888
10,2,0.4
10,2,0.975
10,2,1.0
10,2,1.0
10,2,0.9285714285714286
10,2,0.9473684210526315
10,2,1.0
10,2,0.875
10,2,1.0
10,2,0.9166666666666666
10,2,1.0
10,2,1.0
10,2,0.8333333333333334
10,2,1.0
10,2,0.5161290322580645
10,2,1.0
10,2,0.9705882352941176
10,2,1.0
10,2,1.0
10,2,0.8260869565217391
10,2,0.9090909090909091
10,2,1.0
10,2,0.967741935483871
10,2,0.9607843137254902
10,2,1.0
10,2,0.975
10,2,0.9142857142857143
10,2,0.8125
10,2,1.0
10,2,0.9705882352941176
10,2,0.717948717948718
10,2,1.0
10,2,1.0
10,2,0.8787878787878788
10,2,1.0
10,2,1.0
10,2,0.7714285714285715
10,2,0.96
10,2,0.926829268292683
10,2,1.0
10,2,1.0
10,2,1.0
10,2,1.0
10,2,1.0
10,2,0.9722222222222222
10,2,0.9827586206896551
10,2,0.8958333333333334
10,2,0.8888888888888888
10,2,0.7192982456140351
10,2,1.0
10,2,1.0
10,2,0.98
10,2,1.0
10,2,0.9047619047619048
10,2,0.9047619047619048
10,2,0.9705882352941176
10,2,0.9722222222222222
10,2,1.0
10,2,1.0
10,2,0.8787878787878788
10,2,0.4117647058823529
10,2,0.3333333333333333
10,2,0.8867924528301887
10,2,0.8867924528301887
10,2,0.8974358974358975
10,2,0.8974358974358975
10,2,1.0
10,2,1.0
10,2,0.8518518518518519
10,2,0.8518518518518519
10,2,1.0
10,2,1.0
10,2,0.34782608695652173
10,2,0.34782608695652173
10,2,0.9444444444444444
10,2,0.9444444444444444
10,2,0.967741935483871
10,2,0.967741935483871
10,2,0.9629629629629629
10,2,0.9629629629629629
10,2,1.0
10,2,1.0
10,2,1.0
10,2,1.0
10,2,0.8947368421052632
10,2,0.8947368421052632
10,2,1.0
10,2,0.8571428571428571
10,2,0.9615384615384616
10,2,0.9615384615384616
10,2,0.9629629629629629
10,2,0.9629629629629629
10,2,0.95
10,2,1.0
10,2,0.96875
10,2,0.96875
10,2,0.9375
10,2,0.9375
10,2,1.0
10,2,1.0
10,2,1.0
10,2,1.0
