 ,  ,number
Peak,F1,0.686862176
Peak,%bug,0.666666667
Peak,%reducedCost,0.821538462
Peak,F1,0.736044108
Peak,%bug,0.866666667
Peak,%reducedCost,0.586206897
Peak,F1,0.699367089
Peak,%bug,0.529411765
Peak,%reducedCost,0.821818182
Peak,F1,0.643976571
Peak,%bug,1
Peak,%reducedCost,0
Peak,F1,0
Peak,%bug,1
Peak,%reducedCost,0
Peak,F1,0
Peak,%bug,0.952380952
Peak,%reducedCost,0.474683544
Peak,F1,0.633579725
Peak,%bug,1
Peak,%reducedCost,0
Peak,F1,0
Peak,%bug,1
Peak,%reducedCost,0
Peak,F1,0
Peak,%bug,1
Peak,%reducedCost,0
Peak,F1,0
Peak,%bug,0.695652174
Peak,%reducedCost,0.73255814
Peak,F1,0.713628319
Peak,%bug,0.866666667
Peak,%reducedCost,0.586206897
Peak,F1,0.699367089
Peak,%bug,1
Peak,%reducedCost,0
Peak,F1,0
Peak,%bug,0.962962963
Peak,%reducedCost,0.582474227
Peak,F1,0.725880173
Peak,%bug,0.8
Peak,%reducedCost,0.686915888
Peak,F1,0.739157762
Peak,%bug,0.5
Peak,%reducedCost,0.684466019
Peak,F1,0.577868852
Peak,%bug,1
Peak,%reducedCost,0
Peak,F1,0
Peak,%bug,0.471698113
Peak,%reducedCost,0.854460094
Peak,F1,0.607841828
Peak,%bug,1
Peak,%reducedCost,0
Peak,F1,0
Peak,%bug,0.353535354
Peak,%reducedCost,0.928571429
Peak,F1,0.512099043
Peak,%bug,1
Peak,%reducedCost,0
Peak,F1,0
Peak,%bug,0.851851852
Peak,%reducedCost,0.65437788
Peak,F1,0.740169972
Peak,%bug,1
Peak,%reducedCost,0
Peak,F1,0
Peak,%bug,0.5
Peak,%reducedCost,0.81120944
Peak,F1,0.618672666
Peak,%bug,0.8125
Peak,%reducedCost,0.613445378
Peak,F1,0.69907919
Peak,%bug,1
Peak,%reducedCost,0
Peak,F1,0
Peak,%bug,1
Peak,%reducedCost,0
Peak,F1,0
Peak,%bug,0.471698113
Peak,%reducedCost,0.854460094
Peak,F1,0.607841828
Peak,%bug,0.869565217
Peak,%reducedCost,0.433526012
Peak,F1,0.578592093
Peak,%bug,1
Peak,%reducedCost,0
Peak,F1,0
Peak,%bug,0.92
Peak,%reducedCost,0.619512195
Peak,F1,0.740430925
Peak,%bug,1
Peak,%reducedCost,0
Peak,F1,0
Peak,%bug,1
Peak,%reducedCost,0
Peak,F1,0
Peak,%bug,0.476190476
Peak,%reducedCost,0.84272997
Peak,F1,0.608527962
Peak,%bug,0.507246377
Peak,%reducedCost,0.8057041
Peak,F1,0.622552781
Peak,%bug,0.9
Peak,%reducedCost,0.579310345
Peak,F1,0.704895105
Peak,%bug,1
Peak,%reducedCost,0
Peak,F1,0
Peak,%bug,0.842105263
Peak,%reducedCost,0.654135338
Peak,F1,0.736313145
Peak,%bug,0.47826087
Peak,%reducedCost,0.859430605
Peak,F1,0.614539356
Peak,%bug,1
Peak,%reducedCost,0
Peak,F1,0
Peak,%bug,0.696969697
Peak,%reducedCost,0.787769784
Peak,F1,0.739593275
Peak,%bug,0.92
Peak,%reducedCost,0.619512195
Peak,F1,0.740430925
Peak,%bug,0.529411765
Peak,%reducedCost,0.808823529
Peak,F1,0.639948287
Peak,%bug,1
Peak,%reducedCost,0
Peak,F1,0
Peak,%bug,0.533333333
Peak,%reducedCost,0.821576763
Peak,F1,0.64679461
Peak,%bug,0.565217391
Peak,%reducedCost,0.849462366
Peak,F1,0.678783873
Peak,%bug,1
Peak,%reducedCost,0
Peak,F1,0
Peak,%bug,0.838709677
Peak,%reducedCost,0.788
Peak,F1,0.812564448
Peak,%bug,1
Peak,%reducedCost,0
Peak,F1,0
Peak,%bug,1
Peak,%reducedCost,0
Peak,F1,0
Peak,%bug,1
Peak,%reducedCost,0
Peak,F1,0
Peak,%bug,1
Peak,%reducedCost,0
Peak,F1,0
Peak,%bug,1
Peak,%reducedCost,0
Peak,F1,0
Peak,%bug,0.970588235
Peak,%reducedCost,0.337931034
Peak,F1,0.501317625
Peak,%bug,1
Peak,%reducedCost,0.1875
Peak,F1,0.315789474
Peak,%bug,0.638888889
Peak,%reducedCost,0.838028169
Peak,F1,0.725033113
Peak,%bug,0.547619048
Peak,%reducedCost,0.491139241
Peak,F1,0.517843672
Peak,%bug,0.8
Peak,%reducedCost,0.588785047
Peak,F1,0.67833109
Peak,%bug,0.833333333
Peak,%reducedCost,0.409090909
Peak,F1,0.548780488
Peak,%bug,1
Peak,%reducedCost,0
Peak,F1,0
Peak,%bug,0.807692308
Peak,%reducedCost,0.754716981
Peak,F1,0.780306549
Peak,%bug,0.448275862
Peak,%reducedCost,0.883227176
Peak,F1,0.594710508
Peak,%bug,0.583333333
Peak,%reducedCost,0.837288136
Peak,F1,0.687611851
Peak,%bug,0.875
Peak,%reducedCost,0.687782805
Peak,F1,0.770177343
Peak,%bug,1
Peak,%reducedCost,0
Peak,F1,0
Peak,%bug,0.666666667
Peak,%reducedCost,0.821538462
Peak,F1,0.736044108
Peak,%bug,0.705882353
Peak,%reducedCost,0.681528662
Peak,F1,0.693491763
Peak,%bug,1
Peak,%reducedCost,0
Peak,F1,0
Peak,%bug,0.918918919
Peak,%reducedCost,0.529968454
Peak,F1,0.67223726
Peak,%bug,0.782608696
Peak,%reducedCost,0.605882353
Peak,F1,0.682998711
Peak,%bug,0.882352941
Peak,%reducedCost,0.540322581
Peak,F1,0.670223408
Peak,%bug,0.909090909
Peak,%reducedCost,0.620253165
Peak,F1,0.737396539
Peak,%bug,1
Peak,%reducedCost,0
Peak,F1,0
Peak,%bug,1
Peak,%reducedCost,0
Peak,F1,0
Peak,%bug,1
Peak,%reducedCost,0
Peak,F1,0
Peak,%bug,1
Peak,%reducedCost,0
Peak,F1,0
Peak,%bug,1
Peak,%reducedCost,0
Peak,F1,0
Peak,%bug,0.821428571
Peak,%reducedCost,0.654822335
Peak,F1,0.728724057
Peak,%bug,0.682926829
Peak,%reducedCost,0.796969697
Peak,F1,0.735554113
Peak,%bug,0.621621622
Peak,%reducedCost,0.834920635
Peak,F1,0.712653157
Peak,%bug,1
Peak,%reducedCost,0
Peak,F1,0
Peak,%bug,0.526315789
Peak,%reducedCost,0.885529158
Peak,F1,0.660225443
Peak,%bug,0.882352941
Peak,%reducedCost,0.596638655
Peak,F1,0.711898396
Peak,%bug,1
Peak,%reducedCost,0
Peak,F1,0
Peak,%bug,0.677419355
Peak,%reducedCost,0.53968254
Peak,F1,0.600757257
Peak,%bug,1
Peak,%reducedCost,0
Peak,F1,0
Peak,%bug,0.5625
Peak,%reducedCost,0.77480916
Peak,F1,0.651801641
Peak,%bug,1
Peak,%reducedCost,0
Peak,F1,0
Peak,%bug,1
Peak,%reducedCost,0
Peak,F1,0
Peak,%bug,0.909090909
Peak,%reducedCost,0.419354839
Peak,F1,0.573951435
Peak,%bug,0.736842105
Peak,%reducedCost,0.794117647
Peak,F1,0.764408493
Peak,%bug,0.925925926
Peak,%reducedCost,0.482051282
Peak,F1,0.634021314
Peak,%bug,1
Peak,%reducedCost,0
Peak,F1,0
Peak,%bug,1
Peak,%reducedCost,0
Peak,F1,0
Peak,%bug,0.666666667
Peak,%reducedCost,0.648648649
Peak,F1,0.657534247
Peak,%bug,0.714285714
Peak,%reducedCost,0.68852459
Peak,F1,0.701168614
Peak,%bug,1
Peak,%reducedCost,0
Peak,F1,0
Peak,%bug,0.851851852
Peak,%reducedCost,0.65437788
Peak,F1,0.740169972
Knee,%bug,1
Knee,%reducedCost,0.175
Knee,F1,0.29787234
Knee,%bug,0.5
Knee,%reducedCost,0.868544601
Knee,F1,0.63464837
Knee,%bug,1
Knee,%reducedCost,0
Knee,F1,0
Knee,%bug,1
Knee,%reducedCost,0.102272727
Knee,F1,0.18556701
Knee,%bug,0.555555556
Knee,%reducedCost,0.755905512
Knee,F1,0.640426951
Knee,%bug,0.717948718
Knee,%reducedCost,0.712121212
Knee,F1,0.715023092
Knee,%bug,0.869565217
Knee,%reducedCost,0.537142857
Knee,F1,0.664076298
Knee,%bug,0.9
Knee,%reducedCost,0.744186047
Knee,F1,0.814710042
Knee,%bug,0.888888889
Knee,%reducedCost,0.592307692
Knee,F1,0.710905943
Knee,%bug,1
Knee,%reducedCost,0.376237624
Knee,F1,0.54676259
Knee,%bug,1
Knee,%reducedCost,0
Knee,F1,0
Knee,%bug,0.875
Knee,%reducedCost,0.435483871
Knee,F1,0.581538462
Knee,%bug,0.72
Knee,%reducedCost,0.794594595
Knee,F1,0.755460385
Knee,%bug,0.972222222
Knee,%reducedCost,0.302083333
Knee,F1,0.460944596
Knee,%bug,0.525
Knee,%reducedCost,0.865030675
Knee,F1,0.653426018
Knee,%bug,1
Knee,%reducedCost,0.168478261
Knee,F1,0.288372093
Knee,%bug,0.857142857
Knee,%reducedCost,0.601941748
Knee,F1,0.707224335
Knee,%bug,1
Knee,%reducedCost,0
Knee,F1,0
Knee,%bug,1
Knee,%reducedCost,0.366336634
Knee,F1,0.536231884
Knee,%bug,1
Knee,%reducedCost,0
Knee,F1,0
Knee,%bug,1
Knee,%reducedCost,0.234234234
Knee,F1,0.379562044
Knee,%bug,1
Knee,%reducedCost,0
Knee,F1,0
Knee,%bug,0.882352941
Knee,%reducedCost,0.386554622
Knee,F1,0.53759252
Knee,%bug,0.888888889
Knee,%reducedCost,0.579710145
Knee,F1,0.701754386
Knee,%bug,0.411764706
Knee,%reducedCost,0.888157895
Knee,F1,0.562667461
Knee,%bug,0.347826087
Knee,%reducedCost,0.919354839
Knee,F1,0.504703929
Knee,%bug,0.25
Knee,%reducedCost,0.923857868
Knee,F1,0.393513514
Knee,%bug,1
Knee,%reducedCost,0.152671756
Knee,F1,0.264900662
Knee,%bug,0.6875
Knee,%reducedCost,0.754789272
Knee,F1,0.719574963
Knee,%bug,1
Knee,%reducedCost,0
Knee,F1,0
Knee,%bug,0.947368421
Knee,%reducedCost,0.463235294
Knee,F1,0.622222222
Knee,%bug,1
Knee,%reducedCost,0.113821138
Knee,F1,0.204379562
Knee,%bug,0.3
Knee,%reducedCost,0.835294118
Knee,F1,0.441450777
Knee,%bug,1
Knee,%reducedCost,0.081761006
Knee,F1,0.151162791
Knee,%bug,0.923076923
Knee,%reducedCost,0.63559322
Knee,F1,0.752823087
Knee,%bug,1
Knee,%reducedCost,0
Knee,F1,0
Knee,%bug,0.666666667
Knee,%reducedCost,0.604519774
Knee,F1,0.634074074
Knee,%bug,0.30952381
Knee,%reducedCost,0.926253687
Knee,F1,0.463995453
Knee,%bug,0.96969697
Knee,%reducedCost,0.303703704
Knee,F1,0.462541865
Knee,%bug,0.592592593
Knee,%reducedCost,0.850515464
Knee,F1,0.698505093
Knee,%bug,1
Knee,%reducedCost,0
Knee,F1,0
Knee,%bug,0.903225806
Knee,%reducedCost,0.648
Knee,F1,0.754616536
Knee,%bug,0.944444444
Knee,%reducedCost,0.628787879
Knee,F1,0.754949171
Knee,%bug,0.857142857
Knee,%reducedCost,0.631067961
Knee,F1,0.72693383
Knee,%bug,1
Knee,%reducedCost,0.147058824
Knee,F1,0.256410256
Knee,%bug,0.777777778
Knee,%reducedCost,0.705426357
Knee,F1,0.739837398
Knee,%bug,0.191489362
Knee,%reducedCost,0.937343358
Knee,F1,0.318012188
Knee,%bug,0.9375
Knee,%reducedCost,0.478632479
Knee,F1,0.633723123
Knee,%bug,1
Knee,%reducedCost,0
Knee,F1,0
Knee,%bug,0.647058824
Knee,%reducedCost,0.655462185
Knee,F1,0.651233397
Knee,%bug,0.942857143
Knee,%reducedCost,0.387323944
Knee,F1,0.549084859
Knee,%bug,0.25
Knee,%reducedCost,0.923857868
Knee,F1,0.393513514
Knee,%bug,1
Knee,%reducedCost,0.023255814
Knee,F1,0.045454545
Knee,%bug,0.857142857
Knee,%reducedCost,0.503355705
Knee,F1,0.634249471
Knee,%bug,0.742857143
Knee,%reducedCost,0.726643599
Knee,F1,0.734660926
Knee,%bug,1
Knee,%reducedCost,0.020576132
Knee,F1,0.040322581
Knee,%bug,1
Knee,%reducedCost,0.327027027
Knee,F1,0.49287169
Knee,%bug,1
Knee,%reducedCost,0.047169811
Knee,F1,0.09009009
Knee,%bug,1
Knee,%reducedCost,0
Knee,F1,0
Knee,%bug,1
Knee,%reducedCost,0.244274809
Knee,F1,0.392638037
Knee,%bug,1
Knee,%reducedCost,0
Knee,F1,0
Knee,%bug,1
Knee,%reducedCost,0.595419847
Knee,F1,0.746411483
Knee,%bug,1
Knee,%reducedCost,0.404761905
Knee,F1,0.576271186
Knee,%bug,1
Knee,%reducedCost,0
Knee,F1,0
Knee,%bug,0.8125
Knee,%reducedCost,0.475806452
Knee,F1,0.600156495
Knee,%bug,0.740740741
Knee,%reducedCost,0.719907407
Knee,F1,0.7301755
Knee,%bug,0.96
Knee,%reducedCost,0.328703704
Knee,F1,0.489725535
Knee,%bug,0.52173913
Knee,%reducedCost,0.747058824
Knee,F1,0.61439226
Knee,%bug,0.894736842
Knee,%reducedCost,0.473684211
Knee,F1,0.619433198
Knee,%bug,0.117647059
Knee,%reducedCost,0.959134615
Knee,F1,0.209586343
Knee,%bug,0.833333333
Knee,%reducedCost,0.628787879
Knee,F1,0.716753022
Knee,%bug,0.875
Knee,%reducedCost,0.549618321
Knee,F1,0.675150703
Knee,%bug,0.961538462
Knee,%reducedCost,0.438679245
Knee,F1,0.602487691
Knee,%bug,1
Knee,%reducedCost,0.047904192
Knee,F1,0.091428571
Knee,%bug,1
Knee,%reducedCost,0.143478261
Knee,F1,0.25095057
Knee,%bug,1
Knee,%reducedCost,0.168478261
Knee,F1,0.288372093
Knee,%bug,0.962962963
Knee,%reducedCost,0.545045045
Knee,F1,0.696094701
Knee,%bug,0.733333333
Knee,%reducedCost,0.6171875
Knee,F1,0.670266101
Knee,%bug,1
Knee,%reducedCost,0.405405405
Knee,F1,0.576923077
Knee,%bug,0.235294118
Knee,%reducedCost,0.917355372
Knee,F1,0.374525517
Knee,%bug,0.863636364
Knee,%reducedCost,0.698717949
Knee,F1,0.772472958
Knee,%bug,0.931034483
Knee,%reducedCost,0.368308351
Knee,F1,0.527817242
Knee,%bug,0.869565217
Knee,%reducedCost,0.537142857
Knee,F1,0.664076298
Knee,%bug,1
Knee,%reducedCost,0
Knee,F1,0
Knee,%bug,1
Knee,%reducedCost,0
Knee,F1,0
Knee,%bug,1
Knee,%reducedCost,0.111445783
Knee,F1,0.200542005
Knee,%bug,1
Knee,%reducedCost,0
Knee,F1,0
Knee,%bug,1
Knee,%reducedCost,0
Knee,F1,0
Knee,%bug,0.684210526
Knee,%reducedCost,0.654135338
Knee,F1,0.668835009
Knee,%bug,1
Knee,%reducedCost,0.299145299
Knee,F1,0.460526316
Knee,%bug,0.093023256
Knee,%reducedCost,0.924418605
Knee,F1,0.169036545
Knee,%bug,1
Knee,%reducedCost,0
Knee,F1,0
Knee,%bug,0.54
Knee,%reducedCost,0.893564356
Knee,F1,0.67318185
Knee,%bug,0.222222222
Knee,%reducedCost,0.861313869
Knee,F1,0.353293413
Knee,%bug,0.724137931
Knee,%reducedCost,0.677824268
Knee,F1,0.700216116
Knee,%bug,0.666666667
Knee,%reducedCost,0.774891775
Knee,F1,0.716716717
Knee,%bug,1
Knee,%reducedCost,0.545454545
Knee,F1,0.705882353
Knee,%bug,0.518518519
Knee,%reducedCost,0.896103896
Knee,F1,0.656919415
Knee,%bug,0.96969697
Knee,%reducedCost,0.184501845
Knee,F1,0.310017438
Knee,%bug,1
Knee,%reducedCost,0.037313433
Knee,F1,0.071942446
Knee,%bug,1
Knee,%reducedCost,0.061728395
Knee,F1,0.11627907
Knee,%bug,0.821428571
Knee,%reducedCost,0.69035533
Knee,F1,0.750209857
Knee,%bug,1
Knee,%reducedCost,0
Knee,F1,0
Knee,%bug,0.254901961
Knee,%reducedCost,0.922330097
Knee,F1,0.399417853
Knee,%bug,1
Knee,%reducedCost,0.299145299
Knee,F1,0.460526316
Knee,%bug,0.5
Knee,%reducedCost,0.857142857
Knee,F1,0.631578947
Knee,%bug,0.304347826
Knee,%reducedCost,0.883333333
Knee,F1,0.45271507
Knee,%bug,0.7
Knee,%reducedCost,0.79020979
Knee,F1,0.742374472
Knee,%bug,0.821428571
Knee,%reducedCost,0.69035533
Knee,F1,0.750209857
Knee,%bug,0.962962963
Knee,%reducedCost,0.54954955
Knee,F1,0.699757335
Knee,%bug,1
Knee,%reducedCost,0.269230769
Knee,F1,0.424242424
Knee,%bug,1
Knee,%reducedCost,0
Knee,F1,0
Knee,%bug,0.838709677
Knee,%reducedCost,0.537037037
Knee,F1,0.654798089
Knee,%bug,0.941176471
Knee,%reducedCost,0.44765343
Knee,F1,0.606727829
Knee,%bug,0.777777778
Knee,%reducedCost,0.65942029
Knee,F1,0.71372549
Knee,%bug,1
Knee,%reducedCost,0
Knee,F1,0
Knee,%bug,1
Knee,%reducedCost,0
Knee,F1,0
Knee,%bug,0.882352941
Knee,%reducedCost,0.572438163
Knee,F1,0.694384912
Knee,%bug,1
Knee,%reducedCost,0
Knee,F1,0
Knee,%bug,0.851851852
Knee,%reducedCost,0.627802691
Knee,F1,0.722864519
Knee,%bug,0.975
Knee,%reducedCost,0.306748466
Knee,F1,0.466674644
Knee,%bug,0.897435897
Knee,%reducedCost,0.473846154
Knee,F1,0.620217479
Knee,%bug,1
Knee,%reducedCost,0.060344828
Knee,F1,0.113821138
Knee,%bug,0.294117647
Knee,%reducedCost,0.923636364
Knee,F1,0.446161953
Knee,%bug,1
Knee,%reducedCost,0.113475177
Knee,F1,0.203821656
Knee,%bug,1
Knee,%reducedCost,0.595419847
Knee,F1,0.746411483
Knee,%bug,1
Knee,%reducedCost,0.088607595
Knee,F1,0.162790698
Knee,%bug,0.866666667
Knee,%reducedCost,0.542857143
Knee,F1,0.667567568
Knee,%bug,0.739130435
Knee,%reducedCost,0.540697674
Knee,F1,0.624530911
Knee,%bug,1
Knee,%reducedCost,0
Knee,F1,0
Knee,%bug,1
Knee,%reducedCost,0
Knee,F1,0
Knee,%bug,0.222222222
Knee,%reducedCost,0.861313869
Knee,F1,0.353293413
Knee,%bug,1
Knee,%reducedCost,0.060344828
Knee,F1,0.113821138
Knee,%bug,0.592592593
Knee,%reducedCost,0.850515464
Knee,F1,0.698505093
Knee,%bug,0.88
Knee,%reducedCost,0.504672897
Knee,F1,0.641468683
Knee,%bug,0.333333333
Knee,%reducedCost,0.762135922
Knee,F1,0.463810931
Knee,%bug,0.857142857
Knee,%reducedCost,0.556603774
Knee,F1,0.674928503
Knee,%bug,0.622641509
Knee,%reducedCost,0.751173709
Knee,F1,0.680894964
Knee,%bug,0.6875
Knee,%reducedCost,0.739463602
Knee,F1,0.71253566
Knee,%bug,0.98989899
Knee,%reducedCost,0.332080201
Knee,F1,0.497323797
Knee,%bug,0.826086957
Knee,%reducedCost,0.602484472
Knee,F1,0.696786389
Knee,%bug,0.851851852
Knee,%reducedCost,0.571428571
Knee,F1,0.68401487
Knee,%bug,1
Knee,%reducedCost,0.522123894
Knee,F1,0.686046512
Knee,%bug,0.30952381
Knee,%reducedCost,0.926253687
Knee,F1,0.463995453
Knee,%bug,1
Knee,%reducedCost,0.016806723
Knee,F1,0.033057851
Knee,%bug,0.724137931
Knee,%reducedCost,0.69874477
Knee,F1,0.711214764
Knee,%bug,1
Knee,%reducedCost,0
Knee,F1,0
Knee,%bug,0.622641509
Knee,%reducedCost,0.748826291
Knee,F1,0.679928952
Knee,%bug,0.52173913
Knee,%reducedCost,0.797687861
Knee,F1,0.630857143
Knee,%bug,1
Knee,%reducedCost,0
Knee,F1,0
Knee,%bug,0.92
Knee,%reducedCost,0.546341463
Knee,F1,0.685562209
Knee,%bug,0.5
Knee,%reducedCost,0.852173913
Knee,F1,0.63022508
Knee,%bug,1
Knee,%reducedCost,0.208
Knee,F1,0.344370861
Knee,%bug,0.976190476
Knee,%reducedCost,0.163204748
Knee,F1,0.279655237
Knee,%bug,0.347826087
Knee,%reducedCost,0.916221034
Knee,F1,0.504230533
Knee,%bug,1
Knee,%reducedCost,0.282758621
Knee,F1,0.440860215
Knee,%bug,0.653846154
Knee,%reducedCost,0.666666667
Knee,F1,0.660194175
Knee,%bug,0.894736842
Knee,%reducedCost,0.511278195
Knee,F1,0.650717703
Knee,%bug,0.347826087
Knee,%reducedCost,0.927046263
Knee,F1,0.505855938
Knee,%bug,0.708333333
Knee,%reducedCost,0.787356322
Knee,F1,0.745757285
Knee,%bug,0.696969697
Knee,%reducedCost,0.701438849
Knee,F1,0.699197131
Knee,%bug,0.92
Knee,%reducedCost,0.546341463
Knee,F1,0.685562209
Knee,%bug,1
Knee,%reducedCost,0.029411765
Knee,F1,0.057142857
Knee,%bug,0.7
Knee,%reducedCost,0.79020979
Knee,F1,0.742374472
Knee,%bug,1
Knee,%reducedCost,0.141078838
Knee,F1,0.247272727
Knee,%bug,0.347826087
Knee,%reducedCost,0.919354839
Knee,F1,0.504703929
Knee,%bug,0.9
Knee,%reducedCost,0.782945736
Knee,F1,0.837402119
Knee,%bug,0.903225806
Knee,%reducedCost,0.648
Knee,F1,0.754616536
Knee,%bug,0.944444444
Knee,%reducedCost,0.503937008
Knee,F1,0.657203262
Knee,%bug,0.944444444
Knee,%reducedCost,0.628787879
Knee,F1,0.754949171
Knee,%bug,1
Knee,%reducedCost,0.086538462
Knee,F1,0.159292035
Knee,%bug,1
Knee,%reducedCost,0.037313433
Knee,F1,0.071942446
Knee,%bug,0.95
Knee,%reducedCost,0.531914894
Knee,F1,0.681981335
Knee,%bug,0.970588235
Knee,%reducedCost,0.227586207
Knee,F1,0.368715084
Knee,%bug,0.733333333
Knee,%reducedCost,0.6171875
Knee,F1,0.670266101
Knee,%bug,0.972222222
Knee,%reducedCost,0.397887324
Knee,F1,0.564677327
Knee,%bug,0.333333333
Knee,%reducedCost,0.913924051
Knee,F1,0.48849797
Knee,%bug,1
Knee,%reducedCost,0
Knee,F1,0
Knee,%bug,0.611111111
Knee,%reducedCost,0.53030303
Knee,F1,0.567846608
Knee,%bug,1
Knee,%reducedCost,0.029411765
Knee,F1,0.057142857
Knee,%bug,0.961538462
Knee,%reducedCost,0.438679245
Knee,F1,0.602487691
Knee,%bug,0.879310345
Knee,%reducedCost,0.57537155
Knee,F1,0.695588716
Knee,%bug,0.916666667
Knee,%reducedCost,0.366101695
Knee,F1,0.523232768
Knee,%bug,0.875
Knee,%reducedCost,0.574660633
Knee,F1,0.693718299
Knee,%bug,1
Knee,%reducedCost,0
Knee,F1,0
Knee,%bug,0.897435897
Knee,%reducedCost,0.473846154
Knee,F1,0.620217479
Knee,%bug,1
Knee,%reducedCost,0.050955414
Knee,F1,0.096969697
Knee,%bug,0.083333333
Knee,%reducedCost,0.979020979
Knee,F1,0.153592979
Knee,%bug,1
Knee,%reducedCost,0.176656151
Knee,F1,0.300268097
Knee,%bug,0.52173913
Knee,%reducedCost,0.747058824
Knee,F1,0.61439226
Knee,%bug,1
Knee,%reducedCost,0.056451613
Knee,F1,0.106870229
Knee,%bug,0.954545455
Knee,%reducedCost,0.436708861
Knee,F1,0.599255583
Knee,%bug,1
Knee,%reducedCost,0
Knee,F1,0
Knee,%bug,0.857142857
Knee,%reducedCost,0.601941748
Knee,F1,0.707224335
Knee,%bug,1
Knee,%reducedCost,0.09
Knee,F1,0.165137615
Knee,%bug,1
Knee,%reducedCost,0.046979866
Knee,F1,0.08974359
Knee,%bug,0.68
Knee,%reducedCost,0.832432432
Knee,F1,0.748534668
Knee,%bug,0.756097561
Knee,%reducedCost,0.678787879
Knee,F1,0.715360049
Knee,%bug,0.964285714
Knee,%reducedCost,0.319796954
Knee,F1,0.480304956
Knee,%bug,0.72972973
Knee,%reducedCost,0.723809524
Knee,F1,0.72675757
Knee,%bug,0.772727273
Knee,%reducedCost,0.709677419
Knee,F1,0.739861523
Knee,%bug,1
Knee,%reducedCost,0
Knee,F1,0
Knee,%bug,0.882352941
Knee,%reducedCost,0.386554622
Knee,F1,0.53759252
Knee,%bug,0.824561404
Knee,%reducedCost,0.606911447
Knee,F1,0.699190005
Knee,%bug,0.451612903
Knee,%reducedCost,0.801587302
Knee,F1,0.57773238
Knee,%bug,1
Knee,%reducedCost,0.436893204
Knee,F1,0.608108108
Knee,%bug,0.875
Knee,%reducedCost,0.549618321
Knee,F1,0.675150703
Knee,%bug,1
Knee,%reducedCost,0
Knee,F1,0
Knee,%bug,0.941176471
Knee,%reducedCost,0.4
Knee,F1,0.561403509
Knee,%bug,1
Knee,%reducedCost,0
Knee,F1,0
Knee,%bug,1
Knee,%reducedCost,0.375816993
Knee,F1,0.54631829
Knee,%bug,1
Knee,%reducedCost,0
Knee,F1,0
Knee,%bug,0.555555556
Knee,%reducedCost,0.815384615
Knee,F1,0.66084788
Knee,%bug,1
Knee,%reducedCost,0
Knee,F1,0
Knee,%bug,0.333333333
Knee,%reducedCost,0.810810811
Knee,F1,0.472440945
Knee,%bug,1
Knee,%reducedCost,0
Knee,F1,0
Knee,%bug,1
Knee,%reducedCost,0.030769231
Knee,F1,0.059701493
Knee,%bug,0.851851852
Knee,%reducedCost,0.594470046
Knee,F1,0.700259618
M0,%bug,1
M0,%reducedCost,0.175
M0,F1,0.29787234
M0,%bug,0.923076923
M0,%reducedCost,0.577464789
M0,F1,0.710469314
M0,%bug,0.933333333
M0,%reducedCost,0.256880734
M0,F1,0.402877698
M0,%bug,1
M0,%reducedCost,0.181818182
M0,F1,0.307692308
M0,%bug,0.833333333
M0,%reducedCost,0.37007874
M0,F1,0.512540894
M0,%bug,0.717948718
M0,%reducedCost,0.709090909
M0,F1,0.713492323
M0,%bug,0.869565217
M0,%reducedCost,0.485714286
M0,F1,0.623281393
M0,%bug,1
M0,%reducedCost,0.565891473
M0,F1,0.722772277
M0,%bug,1
M0,%reducedCost,0.384615385
M0,F1,0.555555556
M0,%bug,1
M0,%reducedCost,0.376237624
M0,F1,0.54676259
M0,%bug,0.928571429
M0,%reducedCost,0.304347826
M0,F1,0.458438287
M0,%bug,0.875
M0,%reducedCost,0.483870968
M0,F1,0.623145401
M0,%bug,1
M0,%reducedCost,0.394594595
M0,F1,0.565891473
M0,%bug,0.944444444
M0,%reducedCost,0.46875
M0,F1,0.626535627
M0,%bug,0.875
M0,%reducedCost,0.509202454
M0,F1,0.643767313
M0,%bug,0.961538462
M0,%reducedCost,0.364130435
M0,F1,0.528224535
M0,%bug,0.857142857
M0,%reducedCost,0.563106796
M0,F1,0.6796875
M0,%bug,1
M0,%reducedCost,0.01980198
M0,F1,0.038834951
M0,%bug,1
M0,%reducedCost,0.287128713
M0,F1,0.446153846
M0,%bug,0.076923077
M0,%reducedCost,0.75
M0,F1,0.139534884
M0,%bug,1
M0,%reducedCost,0.27027027
M0,F1,0.425531915
M0,%bug,1
M0,%reducedCost,0.090909091
M0,F1,0.166666667
M0,%bug,0.882352941
M0,%reducedCost,0.394957983
M0,F1,0.545665635
M0,%bug,0.888888889
M0,%reducedCost,0.543478261
M0,F1,0.674536256
M0,%bug,0.411764706
M0,%reducedCost,0.868421053
M0,F1,0.558645707
M0,%bug,0.934782609
M0,%reducedCost,0.491935484
M0,F1,0.64463013
M0,%bug,0.928571429
M0,%reducedCost,0.314720812
M0,F1,0.470107903
M0,%bug,1
M0,%reducedCost,0.244274809
M0,F1,0.392638037
M0,%bug,0.875
M0,%reducedCost,0.517241379
M0,F1,0.650154799
M0,%bug,0.03125
M0,%reducedCost,0.898496241
M0,F1,0.060399292
M0,%bug,0.947368421
M0,%reducedCost,0.470588235
M0,F1,0.628820961
M0,%bug,1
M0,%reducedCost,0.195121951
M0,F1,0.326530612
M0,%bug,0.3
M0,%reducedCost,0.843137255
M0,F1,0.442538593
M0,%bug,0.863636364
