rank,index,type,%bugs,%effort,F1,%bugs=0.9,%effort=0.3,
1,27,4-1,0.42254901960784313,0.8817204301075269,0.598109303652968,0.9,0.3,
2,21,3-1,0.42857142857142855,0.8738090917339625,0.5974473985501744,0.9,0.3,
3,28,5-1,0.45555555555555555,0.8674873817703694,0.6134402483587266,0.9,0.3,
4,29,6-1,0.5,0.8408974768444586,0.6086624704956727,0.9,0.3,
5,30,7-1,0.5345238095238095,0.8437927663734115,0.6203354718779415,0.9,0.3,
6,31,8-1,0.5386904761904762,0.8341423948220065,0.6320035251486864,0.9,0.3,
7,32,9-1,0.5454545454545454,0.84,0.6253416149068323,0.9,0.3,
8,1,10-1,0.5555555555555556,0.8333333333333334,0.635605511240029,0.9,0.3,
9,2,11-1,0.5714285714285714,0.8159703457354673,0.6373631270690094,0.9,0.3,
10,3,12-1,0.6666666666666666,0.7614297329413973,0.652552292408291,0.9,0.3,
11,4,13-1,0.6666666666666666,0.7407805429864254,0.6531969309462915,0.9,0.3,
12,5,14-1,0.6830143540669856,0.7209302325581395,0.6542432517956447,0.9,0.3,
13,6,15-1,0.7314814814814814,0.7053207661903313,0.6490172267346179,0.9,0.3,
14,7,16-1,0.75,0.6904837610719964,0.6544709545679649,0.9,0.3,
15,9,18-1,0.75,0.6827606290040769,0.659813400166661,0.9,0.3,
16,8,17-1,0.7795138888888888,0.6795223352498895,0.6551434970057517,0.9,0.3,
17,10,19-1,0.7868937048503613,0.6537629037629038,0.6556047197640118,0.9,0.3,
18,11,20-1,0.8,0.6493477282950968,0.6551896395347652,0.9,0.3,
19,12,21-1,0.8,0.6328188259109312,0.6551896395347652,0.9,0.3,
20,14,23-1,0.8469785575048733,0.5897435897435898,0.6551896395347652,0.9,0.3,
21,13,22-1,0.8518518518518519,0.5924435028248587,0.6521663915966098,0.9,0.3,
22,16,25-1,0.8759590792838874,0.5788117989198172,0.6551697530864198,0.9,0.3,
23,15,24-1,0.8823529411764706,0.5547201336675021,0.6502213366497642,0.9,0.3,
24,17,26-1,0.9045454545454545,0.5627705627705628,0.6580621314491035,0.9,0.3,
25,18,27-1,0.9194594594594595,0.5408034921574429,0.6570664479871641,0.9,0.3,
26,19,28-1,0.922962962962963,0.519017094017094,0.6547367170515255,0.9,0.3,
27,22,30-1,0.9393382352941176,0.4264404251351855,0.6530604832956457,0.9,0.3,
28,20,29-1,0.9411764705882353,0.4808630393996247,0.6541353383458646,0.9,0.3,
29,23,31-1,0.9473684210526315,0.44036549025239646,0.6518989333641256,0.9,0.3,
30,24,32-1,0.967741935483871,0.39997721576668943,0.6342987882433568,0.9,0.3,
31,25,33-1,1.0,0.34645112781954884,0.6122731701376203,0.9,0.3,
32,26,34-1,1.0,0.2470472440944882,0.5936994336569579,0.9,0.3,
