21,3,4,43,
28,0,4,43,
35,16,8,43,
42,24,10,43,
49,32,12,43,
56,21,13,43,
63,32,17,43,
70,40,19,43,
77,46,21,43,
84,45,23,43,
91,45,26,43,
98,58,27,43,
105,45,28,43,
112,37,29,43,
119,39,30,43,
126,36,31,43,
133,38,32,43,
140,36,32,43,
147,36,32,43,
154,38,34,43,
161,38,34,43,
168,40,36,43,
175,40,36,43,
182,40,36,43,
189,42,37,43,
196,42,37,43,
203,42,37,43,
210,41,38,43,
217,42,39,43,
224,42,39,43,
231,43,40,43,
238,43,41,43,
245,43,41,43,
252,43,42,43,
259,43,42,43,
266,45,43,43,
273,45,43,43,
280,45,43,43,
287,44,43,43,
294,44,43,43,
301,44,43,43,
308,44,43,43,
315,44,43,43,
322,43,43,43,
329,43,43,43,
336,43,43,43,
343,43,43,43,
