21,10,10,34,
28,10,11,34,
35,30,14,34,
42,38,16,34,
49,36,18,34,
56,31,19,34,
63,38,21,34,
70,35,22,34,
77,28,22,34,
84,27,23,34,
91,28,24,34,
98,30,25,34,
105,30,25,34,
112,29,25,34,
119,30,26,34,
126,29,27,34,
133,31,28,34,
140,35,28,34,
147,34,28,34,
154,37,30,34,
161,36,30,34,
168,36,31,34,
175,34,31,34,
182,34,31,34,
189,37,33,34,
196,38,33,34,
203,38,33,34,
210,37,33,34,
217,37,33,34,
224,36,33,34,
231,36,33,34,
238,38,34,34,
245,37,34,34,
252,36,34,34,
259,36,34,34,
266,36,34,34,
273,36,34,34,
