21,0,6,48,
28,12,8,48,
35,36,11,48,
42,36,15,48,
49,44,17,48,
56,55,19,48,
63,71,22,48,
70,65,25,48,
77,85,29,48,
84,46,29,48,
91,46,31,48,
98,46,32,48,
105,50,34,48,
112,48,34,48,
119,50,36,48,
126,50,37,48,
133,50,37,48,
140,44,37,48,
147,44,37,48,
154,51,39,48,
161,55,41,48,
168,49,41,48,
175,48,41,48,
182,48,42,48,
189,47,42,48,
196,45,42,48,
203,45,42,48,
210,46,43,48,
217,46,43,48,
224,46,43,48,
231,46,43,48,
238,46,43,48,
245,47,44,48,
252,48,44,48,
259,47,44,48,
266,47,44,48,
273,47,44,48,
280,48,45,48,
287,48,46,48,
294,48,46,48,
301,47,46,48,
308,47,46,48,
315,48,47,48,
322,48,47,48,
329,48,47,48,
336,48,47,48,
343,48,47,48,
350,48,47,48,
357,48,47,48,
364,48,47,48,
371,49,48,48,
378,49,48,48,
385,49,48,48,
392,49,48,48,
399,48,48,48,
406,48,48,48,
413,48,48,48,
420,48,48,48,
427,48,48,48,
