21,9,8,41,
28,10,9,41,
35,12,10,41,
42,15,13,41,
49,21,17,41,
56,28,21,41,
63,31,23,41,
70,36,24,41,
77,39,25,41,
84,38,26,41,
91,41,27,41,
98,42,29,41,
105,39,30,41,
112,36,30,41,
119,38,31,41,
126,39,31,41,
133,40,33,41,
140,39,34,41,
147,39,35,41,
154,41,36,41,
161,41,36,41,
168,42,37,41,
175,41,37,41,
182,42,38,41,
189,42,38,41,
196,40,38,41,
203,40,38,41,
210,42,40,41,
217,41,40,41,
224,42,41,41,
231,41,41,41,
238,42,41,41,
245,42,41,41,
252,41,41,41,
259,41,41,41,
266,41,41,41,
273,41,41,41,
280,42,41,41,
287,41,41,41,
294,41,41,41,
301,41,41,41,
308,41,41,41,
315,41,41,41,
322,41,41,41,
329,41,41,41,
