21,45,13,34,
28,26,14,34,
35,26,14,34,
42,0,14,34,
49,0,14,34,
56,0,14,34,
63,0,14,34,
70,0,14,34,
77,0,14,34,
84,0,14,34,
91,28,16,34,
98,32,18,34,
105,25,19,34,
112,30,21,34,
119,37,24,34,
126,36,27,34,
133,42,30,34,
140,38,30,34,
147,37,31,34,
154,39,32,34,
161,40,33,34,
168,38,33,34,
175,38,33,34,
182,37,33,34,
189,36,33,34,
196,35,33,34,
203,35,33,34,
210,35,33,34,
217,37,34,34,
224,36,34,34,
231,36,34,34,
238,35,34,34,
245,35,34,34,
252,34,34,34,
259,34,34,34,
266,35,34,34,
273,35,34,34,
280,35,34,34,
287,35,34,34,
294,34,34,34,
301,34,34,34,
