21,45,18,69,
28,36,20,69,
35,72,24,69,
42,80,24,69,
49,80,24,69,
56,24,24,69,
63,24,24,69,
70,56,28,69,
77,72,32,69,
84,67,33,69,
91,60,33,69,
98,54,33,69,
105,57,35,69,
112,69,39,69,
119,69,41,69,
126,63,43,69,
133,65,44,69,
140,61,45,69,
147,59,45,69,
154,59,46,69,
161,66,49,69,
168,72,51,69,
175,72,51,69,
182,77,52,69,
189,80,53,69,
196,72,53,69,
203,68,53,69,
210,65,54,69,
217,63,54,69,
224,63,56,69,
231,62,56,69,
238,63,57,69,
245,64,58,69,
252,64,58,69,
259,66,59,69,
266,65,59,69,
273,65,60,69,
280,67,62,69,
287,67,63,69,
294,68,64,69,
301,68,64,69,
308,68,64,69,
315,67,64,69,
322,67,64,69,
329,68,65,69,
336,68,65,69,
343,68,65,69,
350,67,65,69,
357,67,65,69,
364,67,66,69,
371,68,67,69,
378,68,67,69,
385,68,67,69,
392,68,67,69,
399,68,67,69,
406,68,67,69,
413,68,67,69,
420,68,67,69,
427,68,67,69,
434,69,68,69,
441,69,68,69,
448,70,68,69,
455,70,68,69,
462,69,68,69,
469,69,68,69,
476,69,68,69,
483,69,68,69,
490,69,68,69,
497,69,68,69,
504,69,68,69,
511,70,69,69,
518,70,69,69,
525,69,69,69,
532,69,69,69,
539,69,69,69,
546,69,69,69,
553,69,69,69,
560,69,69,69,
