21,6,5,14,
28,15,9,14,
35,12,11,14,
42,16,13,14,
49,15,14,14,
56,14,14,14,
63,14,14,14,
70,14,14,14,
77,14,14,14,
84,14,14,14,
91,14,14,14,
98,14,14,14,
