21,5,6,37,
28,12,7,37,
35,12,7,37,
42,28,11,37,
49,56,15,37,
56,84,18,37,
63,84,18,37,
70,71,22,37,
77,58,24,37,
84,37,24,37,
91,40,25,37,
98,38,26,37,
105,40,28,37,
112,42,29,37,
119,42,30,37,
126,35,30,37,
133,37,31,37,
140,36,32,37,
147,37,33,37,
154,37,34,37,
161,37,35,37,
168,39,36,37,
175,40,37,37,
182,39,37,37,
189,39,37,37,
196,39,37,37,
203,39,37,37,
210,39,37,37,
217,38,37,37,
224,38,37,37,
231,38,37,37,
238,38,37,37,
245,38,37,37,
252,38,37,37,
259,38,37,37,
266,37,37,37,
273,37,37,37,
280,37,37,37,
287,37,37,37,
294,37,37,37,
301,37,37,37,
308,37,37,37,
315,37,37,37,
