21,66,17,99,
28,85,22,99,
35,187,27,99,
42,132,32,99,
49,82,33,99,
56,64,34,99,
63,57,36,99,
70,56,41,99,
77,59,44,99,
84,74,48,99,
91,76,50,99,
98,86,51,99,
105,86,51,99,
112,85,51,99,
119,91,53,99,
126,76,55,99,
133,77,57,99,
140,75,57,99,
147,78,58,99,
154,74,58,99,
161,72,59,99,
168,70,61,99,
175,71,62,99,
182,77,66,99,
189,79,68,99,
196,78,68,99,
203,78,69,99,
210,81,70,99,
217,78,70,99,
224,80,73,99,
231,80,74,99,
238,82,76,99,
245,83,77,99,
252,83,77,99,
259,84,78,99,
266,88,80,99,
273,88,81,99,
280,88,81,99,
287,88,81,99,
294,91,83,99,
301,90,83,99,
308,91,83,99,
315,93,84,99,
322,97,86,99,
329,96,86,99,
336,95,86,99,
343,95,86,99,
350,95,87,99,
357,95,87,99,
364,96,87,99,
371,95,87,99,
378,96,87,99,
385,96,87,99,
392,97,88,99,
399,96,88,99,
406,93,88,99,
413,93,88,99,
420,93,88,99,
427,93,89,99,
434,93,89,99,
441,97,92,99,
448,99,93,99,
455,98,93,99,
462,100,95,99,
469,100,95,99,
476,100,95,99,
483,101,96,99,
490,102,96,99,
497,101,96,99,
504,103,97,99,
511,104,98,99,
518,103,98,99,
525,103,98,99,
532,103,98,99,
539,102,98,99,
546,103,98,99,
553,103,98,99,
560,103,98,99,
567,103,98,99,
574,102,98,99,
581,102,98,99,
588,101,98,99,
595,101,98,99,
602,101,98,99,
609,101,98,99,
616,101,98,99,
623,101,98,99,
630,100,98,99,
637,100,98,99,
644,100,98,99,
651,100,98,99,
658,100,98,99,
665,100,98,99,
672,100,98,99,
679,100,98,99,
686,101,99,99,
693,101,99,99,
700,101,99,99,
707,101,99,99,
714,101,99,99,
721,101,99,99,
728,101,99,99,
735,101,99,99,
742,101,99,99,
749,101,99,99,
756,101,99,99,
763,101,99,99,
770,100,99,99,
777,100,99,99,
784,100,99,99,
791,100,99,99,
