21,77,17,50,
28,119,24,50,
35,102,27,50,
42,33,27,50,
49,32,27,50,
56,32,29,50,
63,36,31,50,
70,39,32,50,
77,38,33,50,
84,41,34,50,
91,43,36,50,
98,42,37,50,
105,46,40,50,
112,46,41,50,
119,48,43,50,
126,50,43,50,
133,48,43,50,
140,48,43,50,
147,51,45,50,
154,51,45,50,
161,51,45,50,
168,52,46,50,
175,52,46,50,
182,51,47,50,
189,51,48,50,
196,50,49,50,
203,50,49,50,
210,50,49,50,
217,50,49,50,
224,49,49,50,
231,49,49,50,
238,50,49,50,
245,49,49,50,
252,50,49,50,
259,50,49,50,
266,50,49,50,
273,51,50,50,
280,50,50,50,
287,50,50,50,
294,50,50,50,
301,50,50,50,
308,50,50,50,
315,50,50,50,
322,50,50,50,
329,50,50,50,
336,50,50,50,
343,50,50,50,
350,50,50,50,
357,50,50,50,
364,50,50,50,
371,50,50,50,
378,50,50,50,
385,50,50,50,
392,50,50,50,
399,50,50,50,
