21,0,0,24,
28,0,0,24,
35,0,0,24,
42,0,0,24,
49,0,0,24,
56,0,0,24,
63,0,3,24,
70,0,8,24,
77,0,12,24,
84,0,14,24,
91,0,15,24,
98,0,19,24,
105,0,21,24,
112,31,22,24,
119,31,22,24,
126,33,24,24,
133,33,24,24,
140,26,24,24,
147,25,24,24,
154,26,24,24,
161,26,24,24,
168,26,24,24,
175,25,24,24,
