21,8,9,47,
28,36,12,47,
35,24,14,47,
42,30,18,47,
49,31,20,47,
56,51,22,47,
63,32,22,47,
70,33,23,47,
77,36,24,47,
84,46,28,47,
91,51,31,47,
98,44,31,47,
105,44,31,47,
112,46,32,47,
119,46,32,47,
126,48,33,47,
133,51,34,47,
140,50,35,47,
147,48,35,47,
154,42,35,47,
161,42,36,47,
168,41,37,47,
175,41,37,47,
182,44,39,47,
189,43,39,47,
196,42,39,47,
203,44,40,47,
210,47,41,47,
217,45,41,47,
224,45,41,47,
231,44,41,47,
238,48,43,47,
245,48,43,47,
252,47,43,47,
259,46,43,47,
266,46,44,47,
273,46,44,47,
280,46,44,47,
287,46,44,47,
294,46,44,47,
301,47,45,47,
308,47,45,47,
315,48,46,47,
322,49,47,47,
329,49,47,47,
336,50,47,47,
343,49,47,47,
350,49,47,47,
357,49,47,47,
364,48,47,47,
371,48,47,47,
378,48,47,47,
385,48,47,47,
392,48,47,47,
