21,50,14,53,
28,18,15,53,
35,28,17,53,
42,60,19,53,
49,105,22,53,
56,42,23,53,
63,47,26,53,
70,43,28,53,
77,45,30,53,
84,48,33,53,
91,46,33,53,
98,48,33,53,
105,48,33,53,
112,46,34,53,
119,52,36,53,
126,46,36,53,
133,53,39,53,
140,57,40,53,
147,55,41,53,
154,51,41,53,
161,54,42,53,
168,57,42,53,
175,56,43,53,
182,57,45,53,
189,56,46,53,
196,58,47,53,
203,57,47,53,
210,58,47,53,
217,57,47,53,
224,56,47,53,
231,54,47,53,
238,54,47,53,
245,54,48,53,
252,52,49,53,
259,52,49,53,
266,51,49,53,
273,51,49,53,
280,51,49,53,
287,52,50,53,
294,52,50,53,
301,53,51,53,
308,53,51,53,
315,53,51,53,
322,54,52,53,
329,54,52,53,
336,54,52,53,
343,55,53,53,
350,54,53,53,
357,54,53,53,
364,54,53,53,
371,54,53,53,
378,54,53,53,
385,54,53,53,
392,53,53,53,
399,53,53,53,
406,53,53,53,
413,53,53,53,
420,53,53,53,
