21,40,12,38,
28,84,18,38,
35,48,21,38,
42,30,22,38,
49,29,23,38,
56,30,25,38,
63,34,28,38,
70,37,29,38,
77,33,29,38,
84,33,29,38,
91,35,30,38,
98,37,32,38,
105,37,33,38,
112,36,33,38,
119,37,34,38,
126,37,34,38,
133,38,35,38,
140,38,35,38,
147,39,36,38,
154,39,36,38,
161,40,37,38,
168,38,37,38,
175,39,38,38,
182,39,38,38,
189,39,38,38,
196,38,38,38,
203,38,38,38,
210,39,38,38,
217,39,38,38,
224,38,38,38,
231,38,38,38,
238,38,38,38,
245,38,38,38,
252,38,38,38,
259,38,38,38,
266,38,38,38,
273,38,38,38,
280,38,38,38,
287,38,38,38,
294,38,38,38,
301,38,38,38,
