21,33,15,46,
28,22,16,46,
35,18,16,46,
42,26,20,46,
49,32,23,46,
56,56,26,46,
63,50,29,46,
70,50,32,46,
77,48,34,46,
84,44,35,46,
91,42,35,46,
98,41,35,46,
105,42,37,46,
112,49,38,46,
119,51,39,46,
126,49,40,46,
133,48,41,46,
140,46,41,46,
147,45,41,46,
154,46,42,46,
161,46,42,46,
168,45,42,46,
175,47,43,46,
182,47,43,46,
189,45,43,46,
196,46,44,46,
203,46,44,46,
210,45,44,46,
217,45,44,46,
224,45,44,46,
231,46,45,46,
238,46,45,46,
245,46,45,46,
252,45,45,46,
259,47,46,46,
266,46,46,46,
273,46,46,46,
280,46,46,46,
287,46,46,46,
294,46,46,46,
301,46,46,46,
308,46,46,46,
315,46,46,46,
322,46,46,46,
329,46,46,46,
336,46,46,46,
343,46,46,46,
350,46,46,46,
357,46,46,46,
364,46,46,46,
371,46,46,46,
