21,0,0,40,
28,0,0,40,
35,0,0,40,
42,0,4,40,
49,0,8,40,
56,0,8,40,
63,0,9,40,
70,36,13,40,
77,44,15,40,
84,22,17,40,
91,27,20,40,
98,28,21,40,
105,30,22,40,
112,41,27,40,
119,36,27,40,
126,36,29,40,
133,35,30,40,
140,40,32,40,
147,38,32,40,
154,36,32,40,
161,37,33,40,
168,36,33,40,
175,40,36,40,
182,40,37,40,
189,39,37,40,
196,39,37,40,
203,37,37,40,
210,38,37,40,
217,39,38,40,
224,38,38,40,
231,38,38,40,
238,38,38,40,
245,38,38,40,
252,38,38,40,
259,39,39,40,
266,40,40,40,
273,40,40,40,
280,40,40,40,
287,40,40,40,
294,40,40,40,
301,40,40,40,
308,40,40,40,
315,40,40,40,
322,40,40,40,
