21,16,11,33,
28,33,15,33,
35,33,17,33,
42,30,18,33,
49,30,20,33,
56,34,22,33,
63,34,23,33,
70,28,23,33,
77,26,23,33,
84,24,23,33,
91,25,24,33,
98,25,24,33,
105,25,24,33,
112,27,26,33,
119,27,26,33,
126,27,26,33,
133,28,27,33,
140,28,27,33,
147,28,27,33,
154,31,29,33,
161,31,29,33,
168,30,29,33,
175,32,30,33,
182,33,30,33,
189,33,30,33,
196,33,30,33,
203,32,30,33,
210,31,30,33,
217,33,32,33,
224,34,33,33,
231,34,33,33,
238,33,33,33,
245,33,33,33,
252,33,33,33,
259,33,33,33,
266,33,33,33,
273,33,33,33,
