21,13,12,51,
28,15,13,51,
35,15,13,51,
42,20,16,51,
49,17,16,51,
56,22,19,51,
63,26,21,51,
70,36,25,51,
77,43,28,51,
84,48,30,51,
91,48,30,51,
98,49,32,51,
105,47,34,51,
112,45,36,51,
119,45,37,51,
126,43,38,51,
133,43,39,51,
140,42,39,51,
147,44,41,51,
154,45,43,51,
161,45,43,51,
168,46,43,51,
175,47,44,51,
182,48,45,51,
189,49,46,51,
196,49,46,51,
203,49,46,51,
210,48,46,51,
217,49,47,51,
224,49,47,51,
231,48,47,51,
238,49,48,51,
245,49,48,51,
252,49,48,51,
259,50,49,51,
266,50,49,51,
273,50,49,51,
280,50,49,51,
287,50,49,51,
294,49,49,51,
301,49,49,51,
308,49,49,51,
315,49,49,51,
322,51,50,51,
329,52,51,51,
336,52,51,51,
343,52,51,51,
350,52,51,51,
357,52,51,51,
364,52,51,51,
371,52,51,51,
378,51,51,51,
385,51,51,51,
392,52,51,51,
399,52,51,51,
406,52,51,51,
