project,m,R-square
1-284-百度手机卫士功能体验_1463737109.csv,1.024383485965233,0.9920235905678843,
101-120-今日时尚测试_1463737561.csv,0.8754428847045957,0.9470879258054025,
102-223-迪信通测试_1463737571.csv,1.0087364749835614,0.9913212084163434,
106-103-基金速览2.3测试_1463737575.csv,0.8710147735393363,0.957646670503149,
107-174-硬件编码测试_1463737567.csv,1.0162336538154415,0.9834926127182354,
108-272-优优送药测试_1463737584.csv,1.0353210004092304,0.9654465464723969,
11-117-广告云推送调研测试_1463737325.csv,1.0925143000623614,0.9328408850006714,
111-241-迪信通测试二_1463737590.csv,0.9522554438143637,0.9779215498836216,
112-119-思维简图测试_1463737602.csv,1.30338247295245,0.9840932107394397,
113-177-Hark测试_1463737599.csv,0.8395462957901364,0.9483722593439022,
114-119-京东微联测试_1463737617.csv,0.791082369089263,0.896574994464738,
115-157-天天红包测试_1463737606.csv,0.9840728443211555,0.9429571414618695,
119-337-急救快通测试_1463737643.csv,1.033377405616038,0.9950916379117944,
122-138-购物狂测试_1463737645.csv,1.1863582120313154,0.9258392707099213,
123-115-移动发布系统Beta测试_1463737586.csv,0.8988883612791748,0.8927767358688283,
124-326-衣批测试_1463737628.csv,0.9462832927432735,0.9725491629562533,
125-117-话费支付Demo测试_1463737673.csv,0.9756840135010888,0.9445011038940957,
127-271-365淘房测试_1463737634.csv,1.1800052958601432,0.9793187872168331,
128-115-蛋蛋赚测试_1463737676.csv,1.349265654938137,0.9670608049711823,
130-136-终极手电筒测试_1463737660.csv,1.661061243228617,0.889302761676,
133-141-幻径测试_1463737686.csv,1.1406148042747801,0.9668716000190406,
134-221-买车达人测试_1463737670.csv,0.8795968746637101,0.9273779647778745,
135-243-星联app测试_1463737684.csv,0.9831618599123009,0.957226241886949,
136-215-简明天气测试_1463737693.csv,1.0881829500680593,0.9835615168430621,
141-173-聚创测试_1463737689.csv,0.9235842375399658,0.9683346524081626,
142-130-hjdn测试_1463737703.csv,1.0801269325283929,0.9824739123628555,
143-127-荔枝FM测试_1463737709.csv,0.6890649520616217,0.9585556969857889,
145-155-手电筒测试_1463737698.csv,0.823336052167871,0.9273084508628987,
146-252-鸟人测试_1463737707.csv,0.7667959716164391,0.8253752533532334,
149-121-喜马拉雅FM测试_1463737711.csv,0.9048801851255024,0.9128286919196609,
150-275-石榴网APP测试_1463737733.csv,0.8845878652177497,0.9596921240147792,
151-332-道道云驾校测试_1463737724.csv,1.1117497492071717,0.9793648289671786,
154-186-BCHMS测试_1463737680.csv,1.1548791840654813,0.9794599828774214,
157-161-任意球测试_1463737744.csv,1.453214161250345,0.8432962362182375,
158-278-城市赛车手测试_1463737738.csv,0.7639341059848904,0.9720730511966779,
159-158-基金曲线速览测试_1463737717.csv,0.8761436883772058,0.9641321211994736,
161-270-凤凰视频beta版_1463737748.csv,1.1477873588012044,0.9681912495065216,
162-412-网上订餐软件测试_1463737768.csv,0.9751301830875018,0.9608376370775471,
163-180-局领导测试_1463737771.csv,1.0194526484656845,0.8419536319809346,
164-326-茄子医生测试_1463737777.csv,0.972891131732644,0.9840686226039724,
167-284-杏林题库测试_1463737790.csv,0.935637185288743,0.9592222776953858,
168-124-电台测试_1463737792.csv,0.9020114576083749,0.945718241362437,
170-149-Domino测试_1463737794.csv,1.053190920628955,0.9589554263826351,
171-290-百问百答测试_1463737762.csv,1.676835301867241,0.9710605217225652,
174-330-易试驾测试_1463737832.csv,0.9814586049228164,0.9712508204681438,
175-167-赛果不倒蛋测试_1463737842.csv,0.8346914477037215,0.9569236658721527,
181-271-网乐惠测试_1463737849.csv,1.0948276393754268,0.9859724717113294,
183-124-喜马拉雅FM测试_1463737863.csv,1.1403997628723215,0.9852091509250827,
184-158-叮叮搭车测试_1463737804.csv,1.0998486208769975,0.9818930647158541,
187-289-鸟人测试_1463737869.csv,0.8881975259523732,0.9592719418382503,
189-216-跑跑测试_1463737615.csv,0.9206867746853461,0.9620217069318715,
190-330-掌上PC板测试_1463737880.csv,0.9140815725933742,0.9732289923321481,
192-344-滔滔雅思口语测试_1463737898.csv,1.3006935633563992,0.9778877530289676,
194-317-竹兜育儿测试_1463737902.csv,1.2613812577306691,0.9674711186991134,
196-262-小Q科普测试_1463737916.csv,1.0601668780668176,0.9845781444342627,
197-306-影视论坛Ai测试_1463737921.csv,1.002349955864977,0.9893742120709875,
199-295-98仙游测试_1463737840.csv,0.8904775280768796,0.9916001925939024,
2-471-百度浏览器T7尝鲜体验_1463737142.csv,1.018770441864433,0.988707472574363,
200-429-加加运动测试_1463737892.csv,1.0618642838899506,0.9860570388768118,
202-432-无线襄阳测试_1463737927.csv,1.0170994097684711,0.9780563126017093,
203-463-自由理财师测试_1463737936.csv,0.8515209655815157,0.9856898525266246,
212-404-经常直播内测版测试_1463737964.csv,0.9693283683255189,0.9748566116332636,
213-416-bug经常直播内测版测试_1470654528.csv,1.092130806586761,0.9638399024490095,
214-339-bug秀色测试_1470654525.csv,0.9908406364862955,0.9382547914250062,
215-339-秀色测试_1463737968.csv,0.9908406364862955,0.9382547914250062,
216-283-大帮汇测试_1463737957.csv,0.995041187594761,0.9867788245201315,
217-288-bug大帮汇测试_1470654530.csv,1.1853437463950678,0.9856303110207284,
218-103-bug恶龙公主—逆塔防测试_1470654523.csv,0.9437513352813158,0.937169611377663,
219-103-恶龙公主—逆塔防测试_1463737972.csv,0.9437513352813158,0.937169611377663,
220-798-农科助手测试_1463737988.csv,0.9645745480163176,0.9701042184972444,
222-304-喜马拉雅FM测试_1463737999.csv,0.9814789983324353,0.7858042077690338,
223-395-bug喜马拉雅FM测试_1470654512.csv,0.7784526938097959,0.5566262201649055,
224-426-智慧教育测试_1463737994.csv,0.9020661166334614,0.984845588974933,
225-426-bug智慧教育测试_1470654514.csv,0.9020661166334614,0.984845588974933,
226-325-郑州地铁二维码购票测试_1463738008.csv,0.9011644733096639,0.9832664863142218,
227-325-bug郑州地铁二维码购票测试_1470654508.csv,0.9011644733096639,0.9832664863142218,
228-244-小饭桌测试_1463737976.csv,0.8453583090306062,0.9616678055803911,
