project,cost,hours
1-284-百度手机卫士功能体验_1463737109.csv,15,10,4,4,1,1,1,0,0,0,
101-120-今日时尚测试_1463737561.csv,8,2,2,1,3,0,1,0,0,0,
102-223-迪信通测试_1463737571.csv,11,9,2,2,1,2,0,0,0,0,
106-103-基金速览2.3测试_1463737575.csv,6,4,2,0,1,0,1,0,0,0,
107-174-硬件编码测试_1463737567.csv,11,6,4,2,0,1,0,0,0,0,
108-272-优优送药测试_1463737584.csv,11,8,4,2,4,2,2,1,0,0,
11-117-广告云推送调研测试_1463737325.csv,3,0,1,2,1,1,0,1,0,0,
111-241-迪信通测试二_1463737590.csv,10,8,3,4,2,0,3,0,0,0,
112-119-思维简图测试_1463737602.csv,3,5,1,4,1,1,1,0,0,0,
113-177-Hark测试_1463737599.csv,10,4,2,2,2,2,1,1,0,0,
114-119-京东微联测试_1463737617.csv,7,2,2,0,1,1,3,1,0,0,
115-157-天天红包测试_1463737606.csv,6,1,4,1,3,1,0,1,0,0,
119-337-急救快通测试_1463737643.csv,14,9,7,3,5,1,1,1,1,0,
122-138-购物狂测试_1463737645.csv,5,4,6,1,0,0,1,1,0,0,
123-115-移动发布系统Beta测试_1463737586.csv,1,1,0,1,0,1,1,0,0,0,
124-326-衣批测试_1463737628.csv,21,6,4,3,2,3,0,1,0,0,
125-117-话费支付Demo测试_1463737673.csv,7,4,2,2,0,1,0,0,0,0,
127-271-365淘房测试_1463737634.csv,10,5,3,7,2,2,1,1,1,0,
128-115-蛋蛋赚测试_1463737676.csv,2,4,1,4,1,1,0,0,1,0,
130-136-终极手电筒测试_1463737660.csv,4,7,5,2,0,0,0,1,0,0,
133-141-幻径测试_1463737686.csv,7,8,3,1,1,0,0,0,0,0,
134-221-买车达人测试_1463737670.csv,10,8,3,0,1,0,0,1,1,0,
135-243-星联app测试_1463737684.csv,10,6,6,2,1,4,1,0,0,0,
136-215-简明天气测试_1463737693.csv,10,4,4,1,3,0,2,0,0,0,
141-173-聚创测试_1463737689.csv,9,3,5,1,1,1,2,1,0,0,
142-130-hjdn测试_1463737703.csv,7,4,3,2,1,1,0,0,0,0,
143-127-荔枝FM测试_1463737709.csv,8,2,1,2,2,0,0,3,0,0,
145-155-手电筒测试_1463737698.csv,12,4,2,3,1,0,0,0,0,0,
146-252-鸟人测试_1463737707.csv,12,2,2,0,8,2,3,2,0,0,
149-121-喜马拉雅FM测试_1463737711.csv,7,2,1,2,2,2,1,0,0,0,
150-275-石榴网APP测试_1463737733.csv,11,8,4,2,3,3,2,0,1,0,
151-332-道道云驾校测试_1463737724.csv,10,14,5,4,4,1,3,0,0,0,
154-186-BCHMS测试_1463737680.csv,5,8,4,3,2,1,2,1,0,0,
157-161-任意球测试_1463737744.csv,0,15,4,0,0,3,0,1,0,0,
158-278-城市赛车手测试_1463737738.csv,15,7,1,3,1,2,1,3,0,0,
159-158-基金曲线速览测试_1463737717.csv,8,5,3,1,2,2,0,0,0,0,
161-270-凤凰视频beta版_1463737748.csv,12,4,6,3,2,1,2,0,1,0,
162-412-网上订餐软件测试_1463737768.csv,16,14,8,5,3,2,1,2,0,0,
163-180-局领导测试_1463737771.csv,7,0,4,3,4,2,1,2,0,0,
164-326-茄子医生测试_1463737777.csv,15,10,5,3,3,3,0,1,0,0,
167-284-杏林题库测试_1463737790.csv,19,5,3,5,0,1,1,0,1,0,
168-124-电台测试_1463737792.csv,5,3,2,3,0,0,1,2,0,0,
170-149-Domino测试_1463737794.csv,5,7,5,1,0,1,1,0,1,0,
171-290-百问百答测试_1463737762.csv,0,12,4,6,5,5,1,0,1,0,
174-330-易试驾测试_1463737832.csv,15,6,7,2,2,5,1,0,1,0,
175-167-赛果不倒蛋测试_1463737842.csv,9,3,2,4,0,2,1,1,0,0,
179-117-金蛋理财测试_1463737851.csv,4,6,2,3,1,0,0,0,0,0,
181-271-网乐惠测试_1463737849.csv,11,8,4,4,2,2,1,0,1,0,
183-124-喜马拉雅FM测试_1463737863.csv,6,2,4,2,1,2,0,0,0,0,
184-158-叮叮搭车测试_1463737804.csv,8,6,4,2,1,1,0,0,0,0,
187-289-鸟人测试_1463737869.csv,16,8,3,0,3,2,1,2,0,0,
189-216-跑跑测试_1463737615.csv,9,7,3,4,1,0,0,0,1,0,
190-330-掌上PC板测试_1463737880.csv,18,9,4,4,3,2,0,1,0,0,
192-344-滔滔雅思口语测试_1463737898.csv,8,11,9,4,4,2,3,2,0,0,
193-114-百度图片App4.1.3.1测试_1463737882.csv,2,0,0,1,0,0,0,0,0,0,
194-317-竹兜育儿测试_1463737902.csv,7,11,8,5,4,2,0,0,0,0,
196-262-小Q科普测试_1463737916.csv,12,8,5,3,1,2,0,0,0,0,
197-306-影视论坛Ai测试_1463737921.csv,18,9,4,3,3,1,0,0,0,0,
199-295-98仙游测试_1463737840.csv,15,7,5,3,2,1,1,1,1,0,
2-471-百度浏览器T7尝鲜体验_1463737142.csv,23,14,12,2,2,4,0,0,1,0,
200-429-加加运动测试_1463737892.csv,15,14,8,4,2,1,2,1,1,0,
202-432-无线襄阳测试_1463737927.csv,19,18,5,6,2,3,1,0,0,0,
203-463-自由理财师测试_1463737936.csv,25,16,3,3,4,3,1,2,0,0,
204-101-文件管理测试_1463737945.csv,2,8,2,1,1,0,0,0,0,0,
205-111-bug文件管理测试_1470654534.csv,1,5,4,3,2,0,0,0,0,0,
212-404-经常直播内测版测试_1463737964.csv,27,7,9,3,3,0,1,0,0,0,
213-416-bug经常直播内测版测试_1470654528.csv,25,8,8,4,6,0,0,0,0,0,
214-339-bug秀色测试_1470654525.csv,14,8,13,2,1,2,2,0,0,0,
215-339-秀色测试_1463737968.csv,14,8,13,2,1,2,2,0,0,0,
216-283-大帮汇测试_1463737957.csv,15,10,3,2,2,1,0,1,0,0,
217-288-bug大帮汇测试_1470654530.csv,13,9,6,3,3,1,0,0,1,0,
218-103-bug恶龙公主—逆塔防测试_1470654523.csv,6,4,2,0,1,0,0,1,0,0,
219-103-恶龙公主—逆塔防测试_1463737972.csv,6,4,2,0,1,0,0,1,0,0,
220-798-农科助手测试_1463737988.csv,46,13,17,9,3,8,2,0,1,0,
222-304-喜马拉雅FM测试_1463737999.csv,14,0,2,11,5,1,1,0,0,0,
223-395-bug喜马拉雅FM测试_1470654512.csv,14,0,0,0,8,15,3,2,0,0,
224-426-智慧教育测试_1463737994.csv,19,14,5,5,4,2,2,2,0,0,
225-426-bug智慧教育测试_1470654514.csv,19,14,5,5,4,2,2,2,0,0,
226-325-郑州地铁二维码购票测试_1463738008.csv,18,9,4,4,0,1,2,1,0,0,
227-325-bug郑州地铁二维码购票测试_1470654508.csv,18,9,4,4,0,1,2,1,0,0,
228-244-小饭桌测试_1463737976.csv,11,4,4,2,3,1,2,1,0,0,
229-244-bug小饭桌测试_1470654522.csv,11,4,4,2,3,1,2,1,0,0,
230-217-bug易约爱测试_1470654510.csv,12,6,4,1,0,3,0,1,0,0,
231-217-易约爱测试_1463738003.csv,12,6,4,1,0,3,0,1,0,0,
234-175-bugJiuJiu测试_1470654480.csv,9,8,2,1,0,1,2,0,0,0,
235-175-JiuJiu测试_1463738027.csv,9,8,2,1,0,1,2,0,0,0,
236-561-我们一家测试_1463738018.csv,24,15,11,4,8,5,2,0,0,0,
237-562-bug我们一家测试_1470654506.csv,24,16,11,5,7,2,2,1,1,0,
239-132-海捣网测试_1463738033.csv,11,4,2,0,0,1,0,0,0,0,
240-132-bug海捣网测试_1470654473.csv,11,4,2,0,0,1,0,0,0,0,
243-250-bugmalimalihome测试_1470654477.csv,15,8,5,2,0,0,1,0,0,0,
244-250-malimalihome测试_1463738030.csv,15,8,5,2,0,0,1,0,0,0,
249-222-玖信贷测试_1463738047.csv,13,9,3,1,0,0,1,0,0,0,
250-222-bug玖信贷测试_1470654468.csv,13,9,3,1,0,0,1,0,0,0,
251-205-aiqianbang测试_1463738035.csv,11,4,7,1,0,1,1,0,0,0,
252-205-bugaiqianbang测试_1470654472.csv,11,4,7,1,0,1,1,0,0,0,
253-372-bug叮叮导游测试_1470654471.csv,18,15,5,4,1,2,1,0,0,0,
254-372-叮叮导游测试_1463738040.csv,18,15,5,4,1,2,1,0,0,0,
257-133-bug口袋故事测试_1470654466.csv,6,4,4,3,0,0,2,0,0,0,
258-133-口袋故事测试_1463738051.csv,6,4,4,3,0,0,2,0,0,0,
261-195-小刀汇测试_1463738056.csv,12,4,3,4,1,1,1,1,0,0,
262-197-bug小刀汇测试_1470654465.csv,12,5,3,4,0,3,0,1,0,0,
263-212-bug芈糕测试_1470654464.csv,11,9,3,1,1,0,0,1,0,0,
264-212-芈糕测试_1463738058.csv,11,9,3,1,1,0,0,1,0,0,
267-194-bug车阿哥（用户端）测试_1470654466.csv,15,5,3,2,1,0,0,1,0,0,
268-194-车阿哥（用户端）测试_1463738053.csv,15,5,3,2,1,0,0,1,0,0,
273-146-黄瓜测试_1463738063.csv,4,4,5,1,0,5,0,0,1,0,
274-149-bug黄瓜测试_1470654456.csv,3,4,5,2,1,3,1,1,1,0,
275-261-bug淘二手测试_1470654455.csv,11,11,3,3,0,1,2,0,1,0,
276-261-淘二手测试_1463738066.csv,11,11,3,3,0,1,2,0,1,0,
277-262-3Dsousou测试_1463738072.csv,11,5,10,2,2,0,2,0,0,0,
