project,cost,hours
1-284-百度手机卫士功能体验_1463737109.csv,41,1,58,2,73,3,108,4,177,15,
101-120-今日时尚测试_1463737561.csv,29,15,34,17,49,19,57,19,72,23,
102-223-迪信通测试_1463737571.csv,39,3,41,3,53,3,92,15,121,24,
106-103-基金速览2.3测试_1463737575.csv,15,2,16,2,24,5,49,21,66,26,
107-174-硬件编码测试_1463737567.csv,22,2,27,2,43,12,58,14,98,23,
108-272-优优送药测试_1463737584.csv,71,6,105,7,123,9,146,19,212,66,
11-117-广告云推送调研测试_1463737325.csv,46,10,53,23,69,29,93,45,93,45,
111-241-迪信通测试二_1463737590.csv,49,3,74,5,92,5,115,6,157,16,
112-119-思维简图测试_1463737602.csv,36,4,39,4,45,4,65,14,74,15,
113-177-Hark测试_1463737599.csv,38,3,70,4,78,5,98,6,131,28,
114-119-京东微联测试_1463737617.csv,25,0,55,12,75,12,82,17,93,56,
115-157-天天红包测试_1463737606.csv,47,0,49,0,68,5,92,5,121,13,
119-337-急救快通测试_1463737643.csv,74,1,100,10,138,17,163,17,287,58,
122-138-购物狂测试_1463737645.csv,31,16,33,16,37,16,85,60,99,61,
123-115-移动发布系统Beta测试_1463737586.csv,46,7,62,7,62,7,83,7,83,7,
124-326-衣批测试_1463737628.csv,60,29,73,29,106,29,162,29,237,81,
125-117-话费支付Demo测试_1463737673.csv,18,0,25,0,31,0,39,0,69,0,
127-271-365淘房测试_1463737634.csv,94,13,100,13,114,38,150,38,234,107,
128-115-蛋蛋赚测试_1463737676.csv,38,14,41,14,49,15,62,15,101,41,
130-136-终极手电筒测试_1463737660.csv,29,0,31,0,35,0,51,0,106,36,
133-141-幻径测试_1463737686.csv,24,0,26,0,31,0,37,0,68,0,
134-221-买车达人测试_1463737670.csv,38,0,44,0,60,1,111,14,190,62,
135-243-星联app测试_1463737684.csv,64,2,69,2,89,2,130,2,150,2,
136-215-简明天气测试_1463737693.csv,51,4,62,4,94,5,105,5,153,12,
141-173-聚创测试_1463737689.csv,41,10,51,10,81,11,110,55,139,79,
142-130-hjdn测试_1463737703.csv,22,1,31,1,44,1,53,1,74,3,
143-127-荔枝FM测试_1463737709.csv,35,72,48,72,63,73,101,73,102,73,
145-155-手电筒测试_1463737698.csv,18,0,25,0,46,11,54,11,72,44,
146-252-鸟人测试_1463737707.csv,110,67,118,67,154,67,157,67,195,68,
149-121-喜马拉雅FM测试_1463737711.csv,42,3,50,19,63,20,77,47,78,47,
150-275-石榴网APP测试_1463737733.csv,59,4,86,4,126,4,163,4,233,4,
151-332-道道云驾校测试_1463737724.csv,74,0,95,0,131,9,165,49,223,49,
154-186-BCHMS测试_1463737680.csv,43,0,74,0,85,0,125,15,148,16,
157-161-任意球测试_1463737744.csv,32,0,38,0,46,0,90,0,124,19,
158-278-城市赛车手测试_1463737738.csv,46,124,87,125,131,125,169,125,217,125,
159-158-基金曲线速览测试_1463737717.csv,31,0,40,0,62,0,74,1,92,10,
161-270-凤凰视频beta版_1463737748.csv,63,29,80,30,85,31,140,47,219,48,
162-412-网上订餐软件测试_1463737768.csv,92,5,111,5,146,5,185,5,325,22,
163-180-局领导测试_1463737771.csv,68,7,83,7,94,7,108,7,141,8,
164-326-茄子医生测试_1463737777.csv,51,53,78,54,106,55,141,55,262,71,
167-284-杏林题库测试_1463737790.csv,38,72,60,73,92,73,111,73,242,89,
168-124-电台测试_1463737792.csv,34,86,42,87,43,87,92,90,101,90,
170-149-Domino测试_1463737794.csv,30,0,37,0,44,0,78,0,130,39,
171-290-百问百答测试_1463737762.csv,111,74,122,74,145,74,165,74,243,75,
174-330-易试驾测试_1463737832.csv,72,50,77,50,153,50,193,74,277,75,
175-167-赛果不倒蛋测试_1463737842.csv,37,0,54,0,64,0,93,0,119,0,
181-271-网乐惠测试_1463737849.csv,59,142,87,142,105,144,152,145,239,146,
183-124-喜马拉雅FM测试_1463737863.csv,35,10,36,10,47,10,71,10,77,10,
184-158-叮叮搭车测试_1463737804.csv,31,5,37,5,41,5,59,5,90,5,
187-289-鸟人测试_1463737869.csv,49,102,58,102,125,103,156,123,219,124,
189-216-跑跑测试_1463737615.csv,30,88,50,88,66,89,83,89,177,89,
190-330-掌上PC板测试_1463737880.csv,58,10,67,10,119,34,142,34,233,124,
192-344-滔滔雅思口语测试_1463737898.csv,89,0,121,1,165,1,212,1,264,265,
194-317-竹兜育儿测试_1463737902.csv,70,80,95,80,115,80,148,80,169,80,
196-262-小Q科普测试_1463737916.csv,49,11,59,33,79,33,106,34,143,59,
197-306-影视论坛Ai测试_1463737921.csv,44,91,61,91,92,91,128,91,170,91,
199-295-98仙游测试_1463737840.csv,57,51,77,51,112,52,167,56,251,57,
2-471-百度浏览器T7尝鲜体验_1463737142.csv,91,3,106,4,124,11,214,17,396,49,
200-429-加加运动测试_1463737892.csv,76,95,103,95,153,95,242,96,369,96,
202-432-无线襄阳测试_1463737927.csv,82,14,89,14,136,14,213,19,269,38,
203-463-自由理财师测试_1463737936.csv,62,0,84,0,164,14,253,21,375,45,
212-404-经常直播内测版测试_1463737964.csv,61,79,85,80,104,80,146,80,266,80,
213-416-bug经常直播内测版测试_1470654528.csv,77,79,90,79,122,80,173,80,203,80,
214-339-bug秀色测试_1470654525.csv,76,23,81,23,87,23,139,24,225,24,
215-339-秀色测试_1463737968.csv,76,23,81,23,87,23,139,24,225,24,
216-283-大帮汇测试_1463737957.csv,45,48,54,48,82,48,121,50,227,51,
217-288-bug大帮汇测试_1470654530.csv,56,48,68,48,87,48,126,50,232,51,
218-103-bug恶龙公主—逆塔防测试_1470654523.csv,13,42,20,42,26,42,47,42,77,167,
219-103-恶龙公主—逆塔防测试_1463737972.csv,13,42,20,42,26,42,47,42,77,167,
220-798-农科助手测试_1463737988.csv,165,16,206,22,265,25,435,25,682,26,
222-304-喜马拉雅FM测试_1463737999.csv,110,94,118,95,127,95,142,95,216,117,
223-395-bug喜马拉雅FM测试_1470654512.csv,207,95,212,95,227,95,249,95,304,117,
224-426-智慧教育测试_1463737994.csv,79,130,127,130,170,130,244,130,338,131,
225-426-bug智慧教育测试_1470654514.csv,79,130,127,130,170,130,244,130,338,131,
