0,9,7
1,3,1
2,6,2
3,1,0
5,5,2
10,1,0
11,1,0
12,1,0
13,2,0
14,3,0
16,2,0
17,1,0
18,1,0
19,1,0
20,5,0
21,4,1
22,5,0
23,2,0
24,1,0
25,4,0
26,2,1
27,1,0
35,1,0
36,1,0
37,1,0
39,1,0
40,1,0
41,6,0
43,2,0
44,1,0
46,1,0
50,1,0
51,3,0
60,1,0
64,1,0
