0,12,10
1,6,1
3,5,2
4,15,4
5,8,3
6,18,2
7,13,2
8,6,1
9,8,3
12,1,0
16,1,0
17,1,0
18,11,1
19,12,2
20,15,2
22,2,0
23,3,0
24,1,0
26,3,0
27,3,0
32,3,0
35,1,0
66,48,1
