0,12,9
1,17,5
2,12,5
3,8,0
4,2,0
6,1,0
10,1,0
11,3,2
12,10,2
13,12,1
14,6,0
15,8,1
16,8,0
17,4,1
18,6,0
19,5,0
20,6,0
21,3,0
23,4,0
24,4,0
26,3,0
27,3,0
28,1,0
30,1,0
38,1,0
39,3,0
40,3,0
41,4,0
42,3,0
43,1,0
45,2,0
48,2,0
49,1,0
50,1,0
51,3,0
52,1,0
61,2,0
62,1,0
63,1,0
64,2,0
65,1,0
72,2,0
74,2,0
76,1,0
79,1,0
86,1,0
87,1,0
88,2,0
89,4,0
90,2,0
92,3,0
93,4,0
94,1,0
95,1,0
99,2,0
100,1,0
111,1,0
114,1,0
116,1,0
118,1,0
138,1,0
139,2,0
140,1,0
143,1,0
144,1,0
