0,5,4
1,4,4
2,16,4
3,5,1
4,2,0
7,2,1
12,1,0
13,2,0
15,2,0
16,6,0
17,2,1
18,2,0
20,1,0
21,1,0
23,1,0
24,5,2
25,6,1
27,1,0
28,3,0
35,1,0
37,4,0
39,1,0
41,2,0
43,1,0
49,1,0
50,5,0
51,1,0
52,1,0
61,5,0
62,1,0
64,2,0
65,1,0
66,3,0
