1,1,1
2,2,2
3,4,4
11,1,1
12,1,0
13,2,2
14,1,0
15,2,1
17,1,0
21,5,2
24,4,1
26,3,0
29,1,0
41,1,1
43,18,0
51,4,0
70,1,0
