0,8,6
1,13,7
2,8,4
3,2,0
10,2,0
11,9,2
12,5,2
13,7,0
14,8,1
15,4,1
16,6,0
17,4,0
18,5,0
19,4,0
20,1,0
21,5,0
22,3,0
23,9,1
24,9,0
25,7,0
26,5,0
33,1,0
34,2,0
35,2,0
36,1,0
39,2,0
41,7,0
60,1,0
63,1,0
64,5,0
76,1,0
