rank,index,type,%bugs,%effort,F1,y=0.9,y=0.3,
1,21,3,0.5651260504201681,0.8256410256410256,0.6220492214967352,0.9,0.3,
2,27,4,0.7315315315315315,0.7245173745173745,0.626218695411481,0.9,0.3,
3,28,5,0.8775,0.5656322035345343,0.6508672835195624,0.9,0.3,
4,29,6,0.945906432748538,0.42452830188679247,0.5788544037769026,0.9,0.3,
5,30,7,0.9692234848484849,0.25230769230769234,0.40082325701054805,0.9,0.3,
6,1,10,1.0,0.0,0.0,0.9,0.3,
7,2,11,1.0,0.0,0.0,0.9,0.3,
8,3,12,1.0,0.0,0.0,0.9,0.3,
9,4,13,1.0,0.0,0.0,0.9,0.3,
10,5,14,1.0,0.0,0.0,0.9,0.3,
11,6,15,1.0,0.0,0.0,0.9,0.3,
12,7,16,1.0,0.0,0.0,0.9,0.3,
13,8,17,1.0,0.0,0.0,0.9,0.3,
14,9,18,1.0,0.0,0.0,0.9,0.3,
15,10,19,1.0,0.0,0.0,0.9,0.3,
16,11,20,1.0,0.0,0.0,0.9,0.3,
17,12,21,1.0,0.0,0.0,0.9,0.3,
18,13,22,1.0,0.0,0.0,0.9,0.3,
19,14,23,1.0,0.0,0.0,0.9,0.3,
20,15,24,1.0,0.0,0.0,0.9,0.3,
21,16,25,1.0,0.0,0.0,0.9,0.3,
22,17,26,1.0,0.0,0.0,0.9,0.3,
23,18,27,1.0,0.0,0.0,0.9,0.3,
24,19,28,1.0,0.0,0.0,0.9,0.3,
25,20,29,1.0,0.0,0.0,0.9,0.3,
26,22,30,1.0,0.0,0.0,0.9,0.3,
27,23,31,1.0,0.0,0.0,0.9,0.3,
28,24,32,1.0,0.0,0.0,0.9,0.3,
29,25,33,1.0,0.0,0.0,0.9,0.3,
30,26,34,1.0,0.0,0.0,0.9,0.3,
31,31,8,1.0,0.07674366006050154,0.14253316426063206,0.9,0.3,
32,32,9,1.0,0.0,0.0,0.9,0.3,
