rank,index,type,%bugs,%effort,F1,y=0.9,y=0.3,
1,9,4-1,0.8518518518518519,0.5347826086956522,0.525489258124783,0.9,0.3,
2,21,7-1,0.8733974358974359,0.46400439640959884,0.508972844922747,0.9,0.3,
3,5,3-1,0.875,0.5068908941755537,0.5032735553657843,0.9,0.3,
4,13,5-1,0.8834841628959276,0.4407291951892495,0.5589746900670194,0.9,0.3,
5,6,3-2,0.9055059523809523,0.4476402351819482,0.5274377445685099,0.9,0.3,
6,25,8-1,0.9076704545454546,0.4133811230585424,0.523765513599155,0.9,0.3,
7,17,6-1,0.9166666666666666,0.41736972704714637,0.5303278247539669,0.9,0.3,
8,29,9-1,0.9245014245014245,0.39417475728155343,0.4916049632815561,0.9,0.3,
9,1,10-1,0.9259259259259259,0.36114361143611434,0.4567735675230728,0.9,0.3,
10,7,3-3,0.9411764705882353,0.3648648648648649,0.5124375746262443,0.9,0.3,
11,10,4-2,0.9420168067226891,0.35095242844320335,0.49793705748064687,0.9,0.3,
12,14,5-2,0.9486842105263158,0.27689793866264456,0.407937267252004,0.9,0.3,
13,8,3-4,0.95,0.269406492993015,0.4013689027269627,0.9,0.3,
14,11,4-3,0.95,0.29007551240560947,0.41334159159996003,0.9,0.3,
15,15,5-3,0.9629629629629629,0.2010309278350515,0.3326226012793176,0.9,0.3,
16,18,6-2,0.967741935483871,0.2623501422773709,0.40663121676571784,0.9,0.3,
17,26,8-2,0.96875,0.19993387883296138,0.32926303815794,0.9,0.3,
18,30,9-2,0.96875,0.141439205955335,0.24644430459408437,0.9,0.3,
19,27,8-3,0.9692234848484849,0.0794351279788173,0.14696969696969697,0.9,0.3,
20,19,6-3,0.9701426024955437,0.1838171681245795,0.3105494203992044,0.9,0.3,
21,22,7-2,0.9701426024955437,0.20812858312858312,0.344532510345795,0.9,0.3,
22,32,9-4,0.9705882352941176,0.03883495145631066,0.07470569278307518,0.9,0.3,
23,4,10-4,0.9714052287581699,0.032258064516129004,0.06237313937753716,0.9,0.3,
24,3,10-3,0.9725975975975976,0.049852048748683486,0.09458283415086235,0.9,0.3,
25,2,10-2,1.0,0.060115872196409126,0.11307412945951723,0.9,0.3,
26,12,4-4,1.0,0.09202453987730064,0.16853932584269668,0.9,0.3,
27,16,5-4,1.0,0.043399780254277154,0.08318915801614757,0.9,0.3,
28,20,6-4,1.0,0.037735849056603765,0.07272727272727271,0.9,0.3,
29,23,7-3,1.0,0.060098336692432086,0.11334253054789126,0.9,0.3,
30,24,7-4,1.0,0.03076923076923077,0.059701492537313446,0.9,0.3,
31,28,8-4,1.0,0.03305759325737473,0.06388847976041434,0.9,0.3,
32,31,9-3,1.0,0.054287817445712205,0.10284162829520652,0.9,0.3,
