rank,index,type,%bugs,%effort,F1,y=0.9,y=0.3,
1,5,3-1,0.1396103896103896,0.9363611823457957,0.24244986488337378,0.9,0.3,
2,9,4-1,0.19292803970223327,0.9157521339097661,0.3195781065386539,0.9,0.3,
3,13,5-1,0.21825396825396826,0.8946901673872076,0.34539767288220147,0.9,0.3,
4,17,6-1,0.2788888888888889,0.8760753643796658,0.416829667607832,0.9,0.3,
5,21,7-1,0.2916666666666667,0.85604017975152,0.4374348578830548,0.9,0.3,
6,25,8-1,0.36038961038961037,0.8354744911445943,0.48238590610031795,0.9,0.3,
7,29,9-1,0.3798076923076923,0.8149088025376685,0.5163966471726943,0.9,0.3,
8,7,3-3,0.40032679738562094,0.8200000000000001,0.5406788568625949,0.9,0.3,
9,1,10-1,0.42105263157894735,0.7943431139307429,0.5369244960525246,0.9,0.3,
10,6,3-2,0.4226190476190476,0.8352187028657617,0.5576752737170745,0.9,0.3,
11,11,4-3,0.5080645161290323,0.7469173935605031,0.589602546908125,0.9,0.3,
12,10,4-2,0.5571120689655172,0.7627761711972239,0.6074558912704219,0.9,0.3,
13,15,5-3,0.5841176470588235,0.7205595315549773,0.607435596238302,0.9,0.3,
14,14,5-2,0.6547619047619048,0.716720128307939,0.6460424189807532,0.9,0.3,
15,18,6-2,0.6896551724137931,0.6638418079096046,0.6168742407126995,0.9,0.3,
16,19,6-3,0.698005698005698,0.5939261027676762,0.6097987248549797,0.9,0.3,
17,23,7-3,0.7135416666666667,0.558000822706705,0.5972754843722585,0.9,0.3,
18,22,7-2,0.7663636363636364,0.5789473684210527,0.6106842395937779,0.9,0.3,
19,26,8-2,0.7777777777777778,0.5189014649400088,0.5983835355620357,0.9,0.3,
20,8,3-4,0.7817460317460317,0.6176420296669944,0.6319665658029076,0.9,0.3,
21,31,9-3,0.7912885662431942,0.4351464435146444,0.5246505531084192,0.9,0.3,
22,12,4-4,0.7974358974358975,0.5107905982905983,0.5949196446362193,0.9,0.3,
23,30,9-2,0.8076923076923077,0.4977181311881188,0.5908827593618449,0.9,0.3,
24,27,8-3,0.8112535612535612,0.49549549549549554,0.5620548240880638,0.9,0.3,
25,2,10-2,0.8136574074074074,0.45133314220183485,0.5376520291896043,0.9,0.3,
26,3,10-3,0.8181818181818182,0.41018342820999365,0.5196867108006611,0.9,0.3,
27,16,5-4,0.8823529411764706,0.4153893951946976,0.53851871357303,0.9,0.3,
28,20,6-4,0.9,0.31836502980414416,0.4721515035898859,0.9,0.3,
29,28,8-4,0.9245014245014245,0.16489768534048976,0.2812061635544889,0.9,0.3,
30,32,9-4,0.930952380952381,0.12122240585527089,0.2145842217484008,0.9,0.3,
31,24,7-4,0.9354838709677419,0.2282986111111111,0.3620598426272039,0.9,0.3,
32,4,10-4,0.9411764705882353,0.0625,0.11594202898550725,0.9,0.3,
