capture,detectedBugNum,totalBugNum,M0,Mth,MtCH,MhCH,MhJK
21,12,42,16,18,14,16,17,
28,14,42,19,18,17,18,22,
35,14,42,19,18,17,18,22,
42,14,42,20,17,17,18,22,
49,14,42,19,19,17,18,22,
56,14,42,20,18,17,18,22,
63,14,42,20,18,17,18,22,
70,14,42,18,18,17,18,22,
77,14,42,20,18,17,18,22,
84,14,42,20,18,17,18,22,
91,14,42,20,18,17,18,22,
98,14,42,19,18,17,18,22,
105,14,42,19,19,17,18,22,
112,14,42,20,19,17,18,22,
119,14,42,19,19,17,18,22,
126,14,42,20,19,17,18,22,
133,14,42,20,19,17,18,22,
140,14,42,20,19,17,18,22,
147,14,42,20,19,17,18,22,
154,14,42,19,19,17,18,21,
161,14,42,19,19,17,18,21,
168,14,42,20,19,17,18,21,
175,14,42,19,19,17,18,21,
182,16,42,22,25,25,30,36,
189,18,42,23,28,33,49,44,
196,20,42,24,25,27,31,39,
203,24,42,31,36,43,58,57,
210,28,42,40,49,61,85,72,
217,31,42,43,52,61,76,75,
224,33,42,43,50,58,68,75,
231,34,42,42,46,49,53,65,
238,37,42,48,56,58,63,76,
245,37,42,45,51,54,58,71,
252,38,42,46,51,55,59,72,
259,40,42,47,56,59,64,77,
266,40,42,45,53,59,65,76,
273,40,42,45,49,49,51,60,
280,40,42,44,47,51,55,68,
287,40,42,43,45,46,47,55,
294,41,42,44,47,46,47,52,
301,41,42,44,47,46,47,52,
308,42,42,44,48,48,49,57,
315,42,42,44,47,46,47,50,
322,42,42,44,46,46,47,51,
329,42,42,43,44,44,44,42,
336,42,42,43,44,44,45,45,
343,42,42,43,44,44,45,45,
350,42,42,43,44,44,45,45,
357,42,42,43,44,44,45,45,
364,42,42,43,44,44,45,45,
371,42,42,43,44,44,45,45,
378,42,42,43,44,44,45,45,
385,42,42,43,44,44,45,45,
392,42,42,43,44,44,45,45,
