capture,detectedBugNum,totalBugNum,M0,Mth,MtCH,MhCH,MhJK
21,4,29,4,337,6,8,7,
28,4,29,4,8,4,10,6,
35,9,29,15,17,13,20,18,
42,13,29,20,22,19,26,26,
49,15,29,19,23,23,31,31,
56,19,29,26,33,35,481,42,
63,21,29,27,32,33,77,44,
70,21,29,24,27,25,29,34,
77,21,29,23,23,24,28,31,
84,22,29,23,23,24,25,29,
91,22,29,23,24,25,28,36,
98,24,29,25,26,26,29,34,
105,24,29,25,26,25,27,32,
112,24,29,24,26,26,29,34,
119,26,29,27,28,28,32,37,
126,26,29,26,26,26,26,28,
133,26,29,26,26,26,29,33,
140,26,29,26,26,26,27,31,
147,26,29,26,26,26,26,28,
154,26,29,26,26,26,36,31,
161,26,29,26,26,26,26,35,
168,26,29,26,26,26,26,35,
175,26,29,26,26,26,26,34,
182,27,29,27,27,27,28,32,
189,27,29,27,27,27,28,31,
196,28,29,28,28,28,29,33,
203,28,29,28,28,28,28,35,
210,28,29,28,28,28,28,35,
217,29,29,29,29,29,29,36,
224,29,29,29,29,29,29,35,
231,29,29,29,29,29,29,35,
238,29,29,29,29,29,29,35,
