capture,detectedBugNum,totalBugNum,M0,Mth,MtCH,MhCH,MhJK
21,9,30,15,12,12,15,14,
28,10,30,16,13,12,14,17,
35,14,30,27,22,20,24,27,
42,15,30,21,22,20,25,27,
49,17,30,23,25,23,32,32,
56,19,30,25,25,24,30,33,
63,20,30,26,28,30,90,41,
70,20,30,24,27,27,34,36,
77,21,30,24,25,25,28,33,
84,21,30,23,22,22,23,25,
91,23,30,24,24,24,24,22,
98,25,30,27,27,27,27,29,
105,26,30,27,28,28,29,33,
112,26,30,27,27,27,27,21,
119,27,30,28,28,28,28,27,
126,27,30,28,28,28,28,24,
133,27,30,27,27,27,27,21,
140,27,30,27,27,27,27,13,
147,27,30,27,27,27,27,16,
154,28,30,28,28,28,28,25,
161,30,30,30,30,30,30,30,
168,30,30,30,30,31,31,33,
175,30,30,30,30,31,31,33,
182,30,30,30,30,30,30,27,
189,30,30,30,30,30,30,21,
196,30,30,30,30,30,30,27,
203,30,30,30,29,30,30,24,
210,30,30,30,29,30,30,27,
217,30,30,30,29,30,30,26,
224,30,30,30,29,30,30,25,
231,30,30,30,29,30,30,27,
238,30,30,30,29,30,30,27,
