capture,detectedBugNum,totalBugNum,M0,Mth,MtCH,MhCH,MhJK
21,7,26,12,535,18,25,13,
28,8,26,12,24,14,26,16,
35,11,26,17,21,15,19,21,
42,15,26,22,21,18,20,24,
49,17,26,22,23,21,24,28,
56,17,26,21,25,21,23,27,
63,17,26,20,23,19,19,19,
70,18,26,21,27,21,22,24,
77,20,26,23,30,23,24,26,
84,20,26,23,29,22,23,24,
91,21,26,23,29,24,25,28,
98,23,26,25,31,27,29,34,
105,23,26,24,27,25,26,26,
112,23,26,24,24,24,24,22,
119,23,26,24,24,24,24,22,
126,24,26,25,27,25,26,24,
133,25,26,26,28,27,27,28,
140,25,26,25,26,26,26,26,
147,25,26,25,26,26,27,28,
154,26,26,26,27,27,28,30,
161,26,26,26,27,27,27,28,
168,26,26,26,27,27,27,31,
175,26,26,26,27,27,27,28,
182,26,26,26,27,27,27,28,
