capture,detectedBugNum,totalBugNum,M0,Mth,MtCH,MhCH,MhJK
21,0,16,0,0,0,0,0,
28,0,16,0,0,0,0,0,
35,6,16,8,0,18,24,17,
42,9,16,14,12,11,12,14,
49,10,16,12,10,10,10,9,
56,12,16,13,13,13,14,15,
63,13,16,13,12,13,13,4,
70,14,16,14,14,14,14,9,
77,14,16,14,14,14,14,13,
84,15,16,15,15,15,15,19,
91,16,16,16,16,16,16,17,
98,16,16,16,16,16,19,19,
105,16,16,16,16,16,17,18,
112,16,16,16,16,16,16,18,
