capture,detectedBugNum,totalBugNum,M0,Mth,MtCH,MhCH,MhJK
21,8,30,10,35,15,20,13,
28,9,30,12,27,20,27,18,
35,9,30,12,24,21,27,20,
42,9,30,12,20,22,27,21,
49,10,30,14,28,29,34,25,
56,14,30,23,56,62,74,39,
63,14,30,20,41,55,64,38,
70,15,30,22,36,36,85,38,
77,18,30,23,34,26,30,35,
84,21,30,28,39,36,51,46,
91,23,30,28,37,32,36,43,
98,24,30,28,32,31,35,42,
105,24,30,27,30,32,48,45,
112,24,30,25,27,26,27,29,
119,24,30,25,26,25,26,26,
126,24,30,25,26,26,27,31,
133,26,30,27,29,30,32,37,
140,27,30,28,30,30,32,36,
147,27,30,28,31,31,33,39,
154,27,30,28,31,31,33,38,
161,29,30,31,33,34,35,41,
168,30,30,31,34,33,34,36,
175,30,30,31,34,34,36,43,
182,30,30,31,33,34,36,43,
189,30,30,31,33,34,36,42,
196,30,30,31,33,34,36,42,
203,30,30,31,33,34,36,42,
210,30,30,31,33,33,34,39,
217,30,30,30,33,34,36,42,
224,30,30,30,33,32,34,40,
231,30,30,30,33,32,34,39,
238,30,30,30,33,32,34,39,
245,30,30,30,33,32,34,39,
252,30,30,30,33,32,34,40,
