capture,detectedBugNum,totalBugNum,M0,Mth,MtCH,MhCH,MhJK
21,12,39,20,13,14,16,18,
28,16,39,28,23,22,26,28,
35,18,39,28,25,23,26,31,
42,20,39,28,26,25,27,32,
49,22,39,29,26,25,26,28,
56,24,39,33,30,28,30,33,
63,27,39,38,35,33,34,39,
70,28,39,37,35,34,35,40,
77,28,39,34,33,32,33,36,
84,29,39,35,34,34,35,39,
91,30,39,35,36,35,37,43,
98,31,39,36,38,38,40,47,
105,33,39,38,39,39,41,48,
112,33,39,38,38,38,39,43,
119,33,39,37,36,36,36,36,
126,34,39,38,38,38,38,39,
133,35,39,38,39,38,38,35,
140,35,39,38,40,38,39,39,
147,35,39,38,38,37,38,37,
154,35,39,37,38,38,38,39,
161,35,39,37,38,38,38,38,
168,35,39,37,39,38,39,40,
175,35,39,36,37,36,36,29,
182,35,39,36,37,36,36,27,
189,35,39,35,35,35,35,9,
196,35,39,35,35,35,35,12,
203,36,39,36,36,36,36,23,
210,37,39,37,38,37,37,30,
217,37,39,37,37,37,37,23,
224,38,39,38,38,38,38,20,
231,38,39,38,38,38,38,27,
238,38,39,38,38,38,38,29,
245,38,39,38,38,38,38,29,
252,38,39,38,38,38,38,35,
259,38,39,38,38,38,38,35,
266,39,39,39,39,39,39,41,
273,39,39,39,39,39,39,34,
280,39,39,39,39,39,39,33,
287,39,39,39,39,39,39,40,
294,39,39,39,39,39,39,41,
301,39,39,39,39,39,39,40,
308,39,39,39,39,39,39,43,
315,39,39,39,39,39,39,42,
322,39,39,39,39,39,39,41,
