capture,detectedBugNum,totalBugNum,M0,Mth,MtCH,MhCH,MhJK
21,0,24,0,0,0,0,0,
28,0,24,0,0,0,0,0,
35,0,24,0,0,0,0,0,
42,0,24,0,0,0,0,0,
49,0,24,0,0,0,0,0,
56,0,24,0,0,0,0,0,
63,4,24,3,0,9,12,13,
70,7,24,10,10,9,11,13,
77,10,24,14,15,12,13,14,
84,12,24,15,16,14,15,17,
91,16,24,20,21,19,20,22,
98,17,24,20,21,19,19,18,
105,20,24,23,26,24,27,33,
112,20,24,23,25,23,25,30,
119,21,24,22,23,22,22,16,
126,21,24,22,23,22,22,21,
133,22,24,23,25,24,27,32,
140,22,24,22,25,23,24,26,
147,23,24,24,27,25,26,29,
154,23,24,23,25,24,25,26,
161,24,24,24,25,25,26,26,
168,24,24,24,26,25,26,26,
175,24,24,24,25,24,24,19,
182,24,24,24,25,24,24,22,
