capture,detectedBugNum,totalBugNum,M0,Mth,MtCH,MhCH,MhJK
21,13,34,18,29,16,20,19,
28,14,34,19,22,17,24,22,
35,14,34,19,20,17,22,23,
42,14,34,18,18,18,21,24,
49,14,34,19,18,18,21,24,
56,14,34,20,18,18,21,24,
63,14,34,19,19,18,21,25,
70,14,34,19,19,18,21,25,
77,14,34,19,19,18,20,25,
84,14,34,19,19,18,20,25,
91,16,34,21,25,27,62,38,
98,18,34,23,28,39,68,45,
105,19,34,22,23,26,35,37,
112,21,34,24,25,25,28,35,
119,24,34,30,32,34,43,48,
126,27,34,32,35,36,39,48,
133,30,34,37,44,50,65,65,
140,30,34,34,37,37,39,48,
147,31,34,35,39,38,40,50,
154,32,34,36,39,39,41,51,
161,33,34,36,40,40,42,52,
168,33,34,35,38,37,39,47,
175,33,34,35,36,36,37,43,
182,33,34,34,35,35,35,35,
189,33,34,34,35,34,35,39,
196,33,34,34,33,33,33,32,
203,33,34,33,33,33,33,35,
210,33,34,33,33,33,33,35,
217,34,34,34,34,34,34,31,
224,34,34,34,34,34,34,24,
231,34,34,34,34,34,34,27,
238,34,34,34,34,34,34,32,
245,34,34,34,34,34,34,31,
252,34,34,34,34,34,34,31,
259,34,34,34,34,34,34,31,
266,34,34,34,34,34,34,31,
273,34,34,34,34,34,34,31,
280,34,34,34,34,34,34,31,
287,34,34,34,34,34,34,31,
294,34,34,34,34,34,34,31,
301,34,34,34,34,34,34,31,
