capture,detectedBugNum,totalBugNum,M0,Mth,MtCH,MhCH,MhJK
21,0,20,0,0,0,0,0,
28,0,20,0,0,0,0,0,
35,0,20,0,0,0,0,0,
42,0,20,0,0,0,0,0,
49,0,20,0,0,0,0,0,
56,4,20,4,5,4,5,5,
63,10,20,18,19,15,18,21,
70,14,20,24,23,21,24,29,
77,15,20,18,18,17,18,19,
84,16,20,19,19,18,19,20,
91,17,20,18,18,18,18,11,
98,17,20,17,16,17,17,-1,
105,18,20,18,18,18,18,14,
112,19,20,20,19,19,19,15,
119,20,20,20,21,20,20,16,
126,20,20,20,20,20,20,13,
133,20,20,20,20,20,20,10,
140,20,20,20,20,20,20,16,
147,20,20,20,20,20,20,21,
