capture,detectedBugNum,totalBugNum,M0,Mth,MtCH,MhCH,MhJK
21,0,15,0,0,0,0,0,
28,0,15,0,0,0,0,0,
35,1,15,0,0,1,1,3,
42,1,15,0,0,1,1,3,
49,3,15,2,0,6,7,9,
56,7,15,10,0,26,31,23,
63,8,15,15,0,33,40,27,
70,8,15,15,0,33,40,27,
77,8,15,15,0,34,40,28,
84,9,15,20,41,22,41,27,
91,10,15,24,50,26,50,31,
98,11,15,27,45,28,51,32,
105,12,15,18,26,18,22,26,
112,14,15,24,38,28,40,36,
119,14,15,19,25,23,35,33,
126,14,15,19,25,23,32,32,
133,15,15,18,25,28,61,35,
140,15,15,18,23,25,49,33,
147,15,15,17,22,25,39,32,
