capture,detectedBugNum,totalBugNum,M0,Mth,MtCH,MhCH,MhJK
21,13,42,18,15,15,16,18,
28,13,42,14,14,13,13,14,
35,14,42,15,13,14,14,10,
42,17,42,19,17,18,17,14,
49,17,42,19,17,18,17,13,
56,18,42,20,19,19,19,17,
63,20,42,23,23,22,22,21,
70,22,42,24,25,25,26,30,
77,26,42,31,37,33,37,44,
84,31,42,39,49,43,49,57,
91,34,42,44,55,48,53,63,
98,34,42,42,49,45,49,58,
105,36,42,43,51,50,56,66,
112,37,42,42,46,43,44,49,
119,37,42,41,44,43,44,49,
126,37,42,41,43,41,42,43,
133,37,42,40,43,41,42,43,
140,38,42,41,44,45,49,59,
147,38,42,40,44,47,52,61,
154,38,42,40,45,48,57,63,
161,38,42,39,42,42,45,53,
168,38,42,39,40,41,44,52,
175,38,42,38,38,39,39,40,
182,40,42,40,42,41,42,46,
189,40,42,40,40,40,40,35,
196,40,42,40,40,40,41,43,
203,40,42,40,40,40,40,36,
210,41,42,41,41,41,41,40,
217,41,42,41,41,42,41,44,
224,41,42,41,41,42,42,47,
231,42,42,42,43,43,44,50,
238,42,42,42,43,43,44,48,
245,42,42,42,42,43,43,45,
252,42,42,42,42,43,43,45,
259,42,42,42,42,43,43,45,
266,42,42,42,42,43,43,45,
273,42,42,42,42,42,42,43,
280,42,42,42,42,42,42,45,
287,42,42,42,42,42,42,43,
294,42,42,42,41,42,42,37,
301,42,42,42,41,42,42,36,
308,42,42,42,41,42,42,36,
315,42,42,42,41,42,42,36,
322,42,42,42,41,42,42,36,
329,42,42,42,41,42,42,36,
336,42,42,42,41,42,42,36,
