capture,detectedBugNum,totalBugNum,M0,Mth,MtCH,MhCH,MhJK
21,10,33,17,14,14,18,16,
28,11,33,16,13,13,14,17,
35,14,33,22,16,16,17,20,
42,16,33,22,20,19,20,23,
49,19,33,26,28,25,27,32,
56,19,33,23,25,23,26,30,
63,20,33,24,27,26,33,36,
70,23,33,29,33,31,36,41,
77,23,33,27,31,33,57,45,
84,23,33,27,30,37,119,47,
91,25,33,28,32,39,340,51,
98,25,33,28,30,33,50,46,
105,26,33,28,30,31,38,43,
112,27,33,29,31,31,34,41,
119,29,33,31,34,35,38,45,
126,29,33,31,32,32,32,35,
133,29,33,30,30,31,32,35,
140,29,33,30,30,31,32,34,
147,29,33,30,30,30,30,28,
154,31,33,32,32,33,33,31,
161,31,33,32,32,32,32,28,
168,31,33,32,32,32,32,27,
175,31,33,31,31,31,31,20,
182,31,33,31,31,31,31,23,
189,32,33,32,32,32,32,24,
196,32,33,32,32,32,32,28,
203,32,33,32,32,32,32,26,
210,32,33,32,32,32,32,28,
217,32,33,32,32,32,32,29,
224,32,33,32,32,32,32,33,
231,32,33,32,32,32,32,31,
238,32,33,32,32,32,32,34,
245,33,33,33,33,33,34,37,
252,33,33,33,33,33,34,36,
259,33,33,33,33,33,33,30,
266,33,33,33,33,33,33,33,
