capture,detectedBugNum,totalBugNum,M0,Mth,MtCH,MhCH,MhJK
21,6,15,6,7,6,7,8,
28,8,15,9,10,8,9,11,
35,9,15,9,11,10,11,12,
42,11,15,12,12,12,14,15,
49,13,15,15,18,16,22,21,
56,13,15,13,15,14,14,16,
63,14,15,14,18,16,22,23,
70,15,15,15,18,18,91,24,
77,15,15,15,16,16,38,22,
84,15,15,15,15,15,15,13,
91,15,15,15,14,15,15,13,
98,15,15,15,14,15,15,14,
105,15,15,15,14,15,15,13,
